transcript_stable_ID,Count...1,Count...2,Count...3,Count...4,Count...5
C03C10.2,9,33,9,11,34
C03C10.3,4927,10888,3095,1239,6971
C03C10.4,153,189,138,103,188
C03C10.5,6,149,38,0,41
C03C10.7,25,71,38,86,60
C03C10.9,16,162,55,11,31
C03C11.1,2,0,0,8,0
C03C11.2,8,7,13,8,11
C03D6.1,20,43,39,13,27
C03D6.3,687,1474,1097,362,887
C03D6.4,2096,2606,1976,1214,2312
C03D6.5,260,228,205,152,513
C03D6.6,262,298,208,312,682
C03D6.8,935,4752,5594,3627,1991
C03E10.1,0,0,2,1,0
C03E10.3,6,11,13,14,25
C03E10.4,275,227,172,106,255
C03E10.5,203854,175883,45891,8163,220974
C03E10.6,724,958,277,72,1178
C03F11.1,6,39,81,33,4
C03F11.2,3,6,8,8,3
C03F11.3,101,174,103,83,85
C03F11.4,17,43,74,24,49
C03G5.1,334,496,219,46,332
C03G5.10,434,728,1037,1320,872
C03G5.11,782,1286,1800,2083,1322
C03G5.12,450,775,1296,1358,841
C03G5.13,2097,3570,5486,8631,4134
C03G5.14,0,0,1,1,0
C03G5.2,1325,2331,3182,4172,2560
C03G5.7,9,32,102,69,34
C03G5.8,1057,1761,2257,2318,1960
C03G5.9,2096,3562,5565,8667,4134
C03G6.10,5,12,7,16,4
C03G6.11,0,1,0,1,0
C03G6.12,1,19,21,11,1
C03G6.13,0,0,0,2,0
C03G6.14,0,0,8,2,173
C03G6.15,62,61,80,56,3650
C03G6.16,0,2,9,26,4
C03G6.17,48,174,269,281,57
C03G6.18,1,16,11,8,4
C03G6.19,50,102,79,54,57
C03G6.2,1,11,2,2,0
C03G6.3,8,11,40,19,18
C03G6.5,82,189,301,573,486
C03G6.6,0,0,0,0,0
C03G6.7,0,3,0,0,0
C03G6.8,1,32,6,13,5
C03G6.9,0,0,0,4,0
C03H12.1,220,457,272,93,268
C03H5.1,129,167,150,210,101
C03H5.2,900,1845,1385,763,1327
C03H5.3,431,548,413,209,659
C03H5.4,1,5,7,0,0
C03H5.5,46,79,110,69,64
C03H5.6,5,11,14,17,8
C03H5.7,10,66,48,12,39
C03H5.9,0,5,9,6,17
C04A11.1,6,34,26,33,13
C04A11.2,50,208,98,76,91
C04A11.3,244,544,446,178,300
C04A11.4,194,675,785,467,261
C04A11.5,33,132,153,178,100
C04A2.1,54,108,65,51,96
C04A2.15,9,26,24,20,26
C04A2.3,2416,5091,3500,1758,3475
C04A2.7,1797,2202,1320,601,2540
C04B4.1,0,2,6,5,2
C04B4.2,806,455,296,195,930
C04B4.3,0,4,8,4,1
C04B4.4,0,4,0,2,0
C04B4.5,0,0,1,1,0
C04B4.6,0,3,1,1,0
C04C11.1,24,90,83,35,51
C04C11.2,322,910,484,266,331
C04C3.1,14,114,7,14,56
C04C3.14,8,11,24,38,5
C04C3.2,5,4,10,10,12
C04C3.3,746,746,486,222,802
C04C3.4,32,45,145,125,64
C04C3.5,43,62,60,58,94
C04C3.6,3,3,8,5,3
C04C3.7,0,0,2,1,0
C04C3.9,1,2,0,0,0
C04D8.1,1013,1691,1284,719,1059
C04E12.10,0,1,10,12,2
C04E12.11,1,3,5,0,4
C04E12.12,0,0,1,1,4
C04E12.2,34,162,176,367,129
C04E12.4,16,42,35,23,51
C04E12.5,7,5,4,5,9
C04E12.6,0,3,2,2,0
C04E12.7,7,34,15,15,17
C04E12.8,0,5,12,3,0
C04E12.9,0,0,4,5,0
C04E6.10,0,4,0,10,2
C04E6.11,954,857,599,437,1304
C04E6.13,10,23,44,52,25
C04E6.2,1,0,0,3,1
C04E6.3,0,0,0,1,0
C04E6.4,0,3,0,0,0
C04E6.5,5,2,3,16,0
C04E6.6,0,7,14,11,0
C04E6.7,10,14,25,6,11
C04E6.8,2,4,0,2,0
C04E6.9,0,1,5,6,0
C04E7.1,0,1,2,2,0
C04E7.2,91,203,150,70,127
C04E7.3,30,68,78,50,59
C04E7.4,21,45,19,7,23
C04E7.5,4,1,16,13,14
C04F1.1,8,15,16,22,14
C04F12.1,216,1014,1126,620,429
C04F12.10,962,1402,1138,818,1379
C04F12.12,3,1,4,6,0
C04F12.16,5,9,14,19,11
C04F12.3,191,1129,1140,630,387
C04F12.4,1556,2161,2519,2662,1975
C04F12.5,179,210,209,222,405
C04F12.6,13,1,4,45,5
C04F12.7,164,30,49,233,25
C04F12.8,37,153,112,78,77
C04F12.9,45,68,87,127,62
C04F1.3,26,115,90,36,29
C04F2.1,0,0,0,3,0
C04F2.4,2,0,4,0,0
C04F5.1,481,521,300,268,581
C04F5.2,0,2,22,8,0
C04F5.3,5,13,25,14,2
C04F5.4,0,1,10,2,0
C04F5.5,0,1,0,9,1
C04F5.6,0,1,6,1,0
C04F5.7,4,9,19,1,2
C04F5.8,79,92,78,70,97
C04F5.9,198,168,156,80,152
C04F6.1,137261,115679,90650,54364,194418
C04F6.3,2341,12677,7062,2640,6109
C04F6.4,759,2755,1785,948,1057
C04F6.5,156,579,247,106,172
C04F6.7,0,2,8,5,0
C04G2.1,5,9,25,8,19
C04G2.10,16,22,29,38,15
C04G2.11,9,38,7,14,16
C04G2.2,6,6,1,2,4
C04G2.4,166,0,0,63,0
C04G2.5,13,1,7,7,1
C04G2.6,350,491,425,269,457
C04G2.7,0,7,2,2,0
C04G2.8,56,0,0,24,0
C04G2.9,206,0,4,58,0
C04G6.1,69,120,114,195,97
C04G6.10,0,1,2,1,0
C04G6.11,0,0,0,0,0
C04G6.13,1,0,0,2,1
C04G6.2,2,9,24,42,7
C04G6.3,329,662,615,388,360
C04G6.4,80,127,84,56,121
C04G6.5,113,542,422,422,91
C04G6.6,9,15,2,0,5
C04G6.7,0,1,5,1,0
C04H4.1,0,0,2,0,0
C04H5.1,14,12,8,2,11
C04H5.2,21,53,33,38,36
C04H5.3,2,3,7,18,2
C04H5.6,215,307,215,132,263
C04H5.7,561,873,518,278,533
C04H5.8,8,9,25,12,5
C05A2.1,102,146,228,73,127
C05A9.1,1477,2764,2252,1249,892
C05A9.2,293,1123,434,51,217
C05B10.1,954,685,313,34,781
C05B5.1,2,12,2,2,3
C05B5.11,11,0,13,26,4
C05B5.12,1,0,0,2,0
C05B5.16,1,195,347,133,9
C05B5.17,0,23,36,78,0
C05B5.2,53,37,18,59,1
C05B5.3,7,49,94,80,24
C05B5.4,30,144,83,63,68
C05B5.5,19,31,21,14,3
C05B5.6,1,101,525,279,1
C05B5.7,6,14,32,1,11
C05B5.8,486,2575,2878,5097,864
C05C10.1,0,11,6,10,1
C05C10.2,813,872,590,486,995
C05C10.3,591,290,281,259,476
C05C10.4,1005,385,679,550,1258
C05C10.5,2785,2537,1389,1261,4820
C05C10.6,820,729,617,438,1024
C05C10.7,99,104,131,132,95
C05C10.8,1,3,3,0,0
C05C12.1,6,35,40,41,11
C05C12.3,170,385,506,347,290
C05C12.4,364,1035,1139,637,609
C05C12.5,23,0,8,20,2
C05C12.6,3,10,17,5,19
C05C8.1,569,709,638,866,1057
C05C8.2,466,915,814,927,885
C05C8.3,172,603,361,204,235
C05C8.4,835,1185,831,293,888
C05C8.5,97,138,106,69,142
C05C8.6,1539,1344,1195,1086,2438
C05C8.7,122,273,142,66,137
C05C8.8,4,8,14,5,4
C05C8.9,71,90,75,80,100
C05C9.1,2,23,26,6,8
C05C9.2,0,15,28,16,4
C05C9.3,22,201,214,63,60
C05D10.1,171,421,348,75,158
C05D10.2,10,45,41,68,33
C05D10.3,70,117,112,90,110
C05D10.4,38,239,148,37,82
C05D11.1,606,1162,1292,802,764
C05D11.10,68,166,117,74,97
C05D11.11,4206,3775,2362,2106,4158
C05D11.12,724,779,437,186,626
C05D11.13,53,107,88,60,73
C05D11.2,231,495,404,334,392
C05D11.3,327,449,368,214,469
C05D11.4,20,56,47,21,21
C05D11.5,40,38,29,11,25
C05D11.6,2,8,7,12,3
C05D11.7,1080,1654,1544,611,1697
C05D11.8,128,214,106,69,117
C05D11.9,301,426,319,261,417
C05D12.1,17,77,32,7,11
C05D12.2,34,37,112,107,21
C05D12.3,288,221,424,284,231
C05D12.4,16,12,12,14,36
C05D12.5,6,9,5,1,15
C05D12.7,8,70,58,17,8
C05D2.1,178,281,210,184,269
C05D2.10,502,743,532,517,691
C05D2.3,12,0,10,5,4
C05D2.4,182,218,253,193,328
C05D2.5,912,823,604,519,1477
C05D2.6,159,194,106,55,203
C05D2.8,693,954,953,707,989
C05D9.1,232,529,490,247,349
C05D9.2,84,197,198,259,359
C05D9.3,175,727,451,182,215
C05D9.4,8,73,42,29,25
C05D9.5,55,170,106,50,68
C05D9.7,74,225,167,59,91
C05D9.9,38,62,77,108,40
C05E11.1,206,783,318,133,355
C05E11.2,0,0,0,3,0
C05E11.3,33,141,79,10,50
C05E11.4,26,25,70,30,40
C05E11.5,56,91,112,43,50
C05E11.6,6,4,15,24,6
C05E11.7,2,2,6,3,2
C05E11.8,20,32,17,42,58
C05E4.1,49,101,75,79,35
C05E4.10,1,3,4,0,1
C05E4.11,1,2,5,6,3
C05E4.12,1,18,27,3,2
C05E4.13,5,68,71,1,6
C05E4.14,44,89,112,56,58
C05E4.15,0,21,16,2,2
C05E4.2,0,1,0,2,0
C05E4.3,45,236,269,327,168
C05E4.4,0,1,4,12,0
C05E4.6,0,1,0,0,0
C05E4.7,1,25,16,0,4
C05E4.9,8682,9448,7923,3980,4979
C05E7.1,5,3,21,7,6
C05E7.2,0,0,1,8,0
C05E7.3,5,132,91,52,16
C05E7.4,1,3,1,10,3
C05G5.1,8,31,26,11,14
C05G5.2,282,707,530,372,358
C05G5.3,86,346,268,136,134
C05G5.4,539,814,497,202,577
C05G5.5,95,326,205,100,158
C05G5.7,2,1,20,16,3
C05G6.1,25,69,86,85,53
C05H8.1,29,90,107,29,57
C06A1.1,2315,1942,1390,976,2702
C06A1.2,2,18,20,3,3
C06A12.3,41,77,80,97,45
C06A12.4,4,24,14,22,12
C06A12.5,8,9,22,24,10
C06A12.8,0,1,14,3,0
C06A1.3,6,7,22,31,5
C06A1.5,286,616,507,570,727
C06A1.6,2,4,0,0,2
C06A1.7,0,1,0,0,0
C06A5.1,1255,1703,1340,840,1394
C06A5.10,5,22,14,12,14
C06A5.11,239,409,536,428,447
C06A5.12,12,57,40,32,42
C06A5.2,10,8,8,2,1
C06A5.3,362,451,370,157,531
C06A5.4,43,35,16,19,51
C06A5.5,20,19,48,30,22
C06A5.6,856,720,462,741,1107
C06A5.7,410,508,365,59,458
C06A5.8,462,586,532,1045,1047
C06A5.9,156,228,189,93,217
C06A6.2,123,189,206,68,182
C06A6.3,459,903,844,730,785
C06A6.4,1065,1297,1103,827,1332
C06A6.5,90,167,105,71,94
C06A6.7,0,1,5,7,0
C06A8.1,997,1707,1062,368,1105
C06A8.2,553,687,563,549,842
C06A8.3,10397,17897,11243,5805,15006
C06A8.4,236,172,112,112,230
C06A8.5,232,315,167,73,282
C06A8.6,5,0,0,7,0
C06A8.7,0,3,5,3,0
C06A8.8,61,101,74,87,95
C06A8.9,91,281,155,172,114
C06B3.1,0,1,8,1,0
C06B3.10,0,5,10,0,0
C06B3.11,0,2,12,3,0
C06B3.12,0,0,0,0,0
C06B3.13,0,3,3,1,2
C06B3.14,3,0,5,3,0
C06B3.16,2,0,0,0,0
C06B3.2,2,3,19,16,11
C06B3.3,74,135,124,63,4584
C06B3.4,226,818,787,759,509
C06B3.5,0,4,5,0,1
C06B3.6,633,1143,1438,1435,787
C06B3.7,541,1216,949,1546,599
C06B3.8,3,14,7,12,0
C06B3.9,0,1,5,2,0
C06B8.1,6,16,11,10,15
C06B8.10,0,2,0,2,0
C06B8.11,0,0,0,4,0
C06B8.2,22,49,64,11,23
C06B8.3,0,1,0,0,0
C06B8.4,0,0,6,0,1
C06B8.6,0,0,0,0,0
C06B8.7,230,1423,1079,267,376
C06B8.8,17107,26767,28326,33000,28305
C06B8.9,0,0,3,0,0
C06C3.1,841,1251,878,356,1048
C06C3.10,6,19,11,5,6
C06C3.12,1,10,21,4,6
C06C3.3,10,34,58,60,13
C06C3.4,4,33,14,9,12
C06C3.6,8,86,54,37,17
C06C3.7,1,7,2,2,6
C06C3.8,10,15,10,54,5
C06C3.9,4,13,5,10,6
C06C6.1,0,0,0,0,0
C06C6.2,0,0,3,8,0
C06C6.3,0,0,0,1,0
C06C6.4,41,180,212,182,46
C06C6.5,78,585,506,363,95
C06C6.6,0,3,4,9,0
C06C6.7,2,1,5,1,0
C06C6.8,0,17,18,15,0
C06C6.9,0,11,5,4,4
C06E1.1,138,436,198,109,213
C06E1.10,151,314,271,148,190
C06E1.11,49,53,76,44,57
C06E1.3,4,3,3,11,3
C06E1.4,4,8,50,20,1
C06E1.5,3,0,0,8,0
C06E1.6,11,11,24,37,6
C06E1.7,7,5,8,5,4
C06E1.8,12,98,96,24,23
C06E1.9,344,827,1049,750,636
C06E2.1,5,8,14,7,10
C06E2.2,0,5,0,3,0
C06E2.3,0,12,6,6,1
C06E2.5,186,423,217,78,276
C06E2.7,5,41,15,8,21
C06E2.8,0,2,0,0,0
C06E2.9,42,101,53,23,117
C06E4.1,0,0,0,0,0
C06E4.2,5,39,21,15,10
C06E4.3,26,4,24,28,10
C06E4.4,0,0,0,3,0
C06E4.5,0,1,0,5,1
C06E4.6,0,2,0,3,0
C06E4.7,1,11,8,20,5
C06E4.8,20,422,394,198,55
C06E7.1,490,611,392,172,428
C06E7.2,32,83,71,85,44
C06E7.3,505,807,545,158,507
C06E7.4,169,1160,815,307,385
C06E7.6,3,1,6,7,0
C06E7.7,0,1,10,3,0
C06E7.88,1,8,0,0,1
C06E8.3,154,168,214,82,168
C06E8.5,3,24,29,12,11
C06G1.1,1,6,25,15,4
C06G1.2,4,11,23,4,1
C06G1.4,359,1188,770,318,486
C06G1.5,19,77,83,48,28
C06G1.6,52,420,335,155,65
C06G3.1,269,542,610,629,343
C06G3.10,1828,1980,1365,1039,2791
C06G3.11,794,1274,1136,1217,1441
C06G3.2,740,863,541,306,991
C06G3.3,38,223,250,282,196
C06G3.4,0,2,16,12,9
C06G3.5,580,2192,1765,1010,1074
C06G3.6,449,2165,1124,324,581
C06G3.7,215,455,329,72,175
C06G3.8,313,479,508,651,681
C06G3.9,606,1227,1049,773,1074
C06G4.1,523,499,383,239,656
C06G4.2,795,1471,1046,585,944
C06G4.4,61,87,113,177,79
C06G4.5,25,22,36,21,30
C06G4.6,3,5,17,2,1
C06G8.1,19,54,65,22,43
C06G8.2,38,54,77,48,54
C06G8.3,123,174,164,97,151
C06G8.4,0,1,1,1,0
C06H2.1,1022,1196,623,483,1187
C06H2.2,183,220,188,85,171
C06H2.3,388,472,334,488,510
C06H2.4,33,54,46,43,51
C06H2.5,2,12,14,2,2
C06H2.6,259,330,336,244,466
C06H2.7,109,92,84,58,185
C06H5.1,207,352,436,257,258
C06H5.11,0,0,0,0,1
C06H5.12,0,0,0,10,0
C06H5.13,0,7,12,84,3
C06H5.14,0,11,20,120,7
C06H5.2,112,405,351,147,166
C06H5.6,74,134,206,203,169
C06H5.7,46,115,88,100,48
C06H5.8,9,9,14,3,12
C07A12.1,62,106,107,20,56
C07A12.18,0,10,6,1,1
C07A12.2,12,17,36,40,11
C07A12.3,68,245,127,113,101
C07A12.4,2785,6368,2361,666,2499
C07A12.5,367,510,339,98,432
C07A12.7,527,3008,3698,2277,1100
C07A4.1,10,24,37,7,16
C07A4.2,28,29,83,70,37
C07A4.3,25,28,27,13,28
C07A9.1,4,2,2,41,0
C07A9.10,0,0,2,0,3
C07A9.11,32,59,52,59,214
C07A9.12,4,25,33,18,15
C07A9.13,0,11,8,1,9
C07A9.2,1082,1772,1521,1247,1975
C07A9.3,3093,4571,3407,2199,4878
C07A9.4,40,40,43,63,44
C07A9.5,0,8,1,0,0
C07A9.6,48,145,63,72,62
C07A9.7,241,435,329,83,299
C07A9.8,108,105,220,75,86
C07A9.9,8,38,30,4,7
C07B5.2,0,0,2,4,2
C07B5.3,1,2,2,5,1
C07B5.4,11,94,45,19,40
C07B5.5,796,1081,764,819,833
C07B5.6,0,2,1,3,1
C07B5.8,16,88,38,29,58
C07C7.1,4,22,4,0,4
C07D10.1,56,172,133,49,112
C07D10.2,717,1349,1131,813,1213
C07D10.3,0,0,8,8,0
C07D10.4,1,5,22,4,5
C07D10.5,478,1910,589,128,743
C07D10.6,21,99,71,107,103
C07D8.5,0,0,0,0,0
C07D8.6,1325,1876,834,754,2606
C07E3.1,198,330,403,167,260
C07E3.10,0,54,45,11,5
C07E3.2,745,1873,2146,1772,1381
C07E3.3,84,498,399,109,128
C07E3.4,2,0,10,21,0
C07E3.5,0,4,4,6,3
C07E3.6,433,655,468,132,577
C07E3.8,0,4,12,5,0
C07E3.9,121,281,381,247,163
C07F11.1,284,480,354,240,341
C07F11.2,1,7,7,2,2
C07G1.1,11,73,67,42,29
C07G1.3,922,1370,992,623,1353
C07G1.4,283,452,458,382,429
C07G1.5,1071,1606,1329,728,1393
C07G1.6,5,2,6,31,0
C07G1.7,0,2,0,7,1
C07G1.8,893,1679,1492,2454,1596
C07G2.1,17269,13193,8792,11406,27961
C07G2.2,802,809,583,192,676
C07G2.3,1449,3051,3252,950,1407
C07G3.10,0,1,1,3,4
C07G3.2,86,791,735,366,119
C07G3.3,0,15,7,12,0
C07G3.4,0,2,10,3,0
C07G3.5,0,5,4,0,1
C07G3.6,3,5,5,1,9
C07G3.8,4,16,22,32,29
C07G3.9,179,159,143,154,262
C07H4.1,74,131,152,144,82
C07H4.2,404,522,327,194,344
C07H6.1,318,603,683,826,419
C07H6.2,169,534,397,453,413
C07H6.3,197,652,659,731,317
C07H6.4,1187,2096,1271,1322,1857
C07H6.5,4081,2865,1572,896,3502
C07H6.6,291,357,254,268,363
C07H6.7,38,117,89,11,35
C07H6.8,538,1005,767,562,903
C07H6.9,49,189,129,136,193
C08A9.1,2,9,4,20,3
C08A9.10,30,107,138,52,55
C08A9.3,0,2,19,8,2
C08A9.6,33,94,85,29,76
C08A9.7,23,43,41,5,32
C08A9.8,12,12,15,5,10
C08A9.9,2,17,10,4,2
C08B11.1,863,723,413,230,910
C08B11.2,411,758,533,403,671
C08B11.3,2915,5270,2891,1190,3421
C08B11.4,1061,2701,1804,948,1405
C08B11.5,1172,3553,1904,1551,1829
C08B11.6,132,207,205,116,235
C08B11.7,1085,2310,1654,1432,1980
C08B11.8,477,415,355,419,703
C08B11.9,166,331,248,263,298
C08B6.1,75,65,107,52,64
C08B6.10,74,137,154,279,118
C08B6.11,35,91,143,66,77
C08B6.12,0,7,5,4,0
C08B6.13,0,1,1,2,1
C08B6.14,0,1,4,8,0
C08B6.2,1,1,0,7,2
C08B6.3,7,42,35,23,16
C08B6.4,0,21,7,5,10
C08B6.5,0,1,3,2,0
C08B6.6,0,6,8,8,4
C08B6.7,217,241,206,91,278
C08B6.8,326,441,281,282,508
C08B6.9,380,332,292,236,442
C08C3.1,10,32,42,15,12
C08C3.2,76,91,50,69,67
C08C3.3,17,65,33,20,11
C08C3.4,312,380,266,168,578
C08D8.1,2,3,12,3,38
C08D8.2,38,243,258,47,101
C08E3.1,0,105,73,41,3
C08E3.10,3,163,106,61,12
C08E3.11,0,0,2,0,0
C08E3.12,0,0,0,3,0
C08E3.13,1,143,114,62,2
C08E3.14,0,1,2,6,0
C08E3.15,0,37,18,9,2
C08E3.2,0,6,4,8,0
C08E3.3,2,1,3,0,2
C08E3.4,0,3,16,40,4
C08E3.5,4,19,25,10,14
C08E3.6,12,126,252,246,92
C08E3.7,0,5,7,12,2
C08E3.8,0,24,25,5,0
C08E3.9,4,60,99,70,11
C08E8.1,0,5,1,0,0
C08E8.10,2,14,47,23,4
C08E8.11,0,6,5,1,0
C08E8.2,0,2,4,4,1
C08E8.3,1,543,955,76,18
C08E8.4,50,246,616,847,177
C08E8.5,0,1,0,0,0
C08E8.6,0,1,2,2,0
C08E8.9,0,1,2,8,0
C08F1.1,0,0,2,17,0
C08F1.10,156,529,253,85,291
C08F1.11,87,490,207,51,164
C08F11.1,110,146,183,179,156
C08F11.10,4,0,1,7,2
C08F11.11,8196,23228,33289,31486,29264
C08F11.12,1025,3536,5568,5570,6530
C08F11.13,511,529,982,276,490
C08F11.17,0,1,3,8,0
C08F11.2,0,0,0,3,0
C08F11.3,20,41,66,232,63
C08F11.4,6,37,38,74,26
C08F11.5,35,226,414,359,91
C08F11.7,3,13,31,42,9
C08F11.8,181,119,126,143,5020
C08F11.9,0,2,0,5,0
C08F1.3,27,86,44,32,71
C08F1.4,90,268,235,68,168
C08F1.5,43,38,29,17,54
C08F1.6,159,300,142,96,336
C08F1.8,1,9,9,0,5
C08F8.1,1705,3366,2729,2934,2852
C08F8.15,7,6,13,0,7
C08F8.2,380,352,300,248,435
C08F8.3,1101,741,407,188,889
C08F8.4,5,5,12,16,3
C08F8.5,0,3,0,0,1
C08F8.6,24,24,111,75,16
C08F8.7,61,135,112,65,69
C08F8.8,28,490,367,131,82
C08F8.9,691,823,649,887,858
C08G5.1,0,3,6,9,0
C08G5.2,0,0,1,0,0
C08G5.3,0,2,0,0,0
C08G5.4,25,62,65,23,23
C08G5.6,10,15,28,21,11
C08G5.7,13,89,119,139,24
C08G9.1,83,255,471,424,155
C08G9.2,5,27,86,24,1
C08H9.1,0,10,10,26,4
C08H9.10,0,14,5,14,2
C08H9.11,0,12,19,21,6
C08H9.12,1,9,13,15,6
C08H9.13,5,14,16,22,14
C08H9.14,4,9,13,42,12
C08H9.15,21,43,55,41,42
C08H9.16,169,349,300,260,386
C08H9.18,0,0,0,0,0
C08H9.2,5217,10081,5935,2233,7489
C08H9.3,174,216,207,136,226
C08H9.4,0,79,51,72,0
C08H9.5,2,2,12,24,2
C08H9.6,1,8,5,14,7
C08H9.7,0,33,12,8,2
C09B7.1,18,13,17,9,13
C09B7.2,94,173,203,97,162
C09B8.1,24,17,23,23,13
C09B8.3,0,25,15,9,0
C09B8.4,908,673,349,218,563
C09B8.5,58,79,47,22,89
C09B8.6,624,711,621,387,680
C09B8.7,155,533,285,188,217
C09B8.8,1,1,0,1,1
C09B9.1,0,2,7,14,0
C09B9.2,2,3,4,14,0
C09B9.3,1,0,0,2,0
C09B9.4,13,0,3,3,1
C09B9.6,61,0,2,11,0
C09B9.7,3,2,2,5,3
C09B9.8,1,7,40,15,6
C09B9.85,1,3,2,5,0
C09C7.1,207,1009,348,142,311
C09D1.1,2244,3713,4398,1779,2113
C09D1.2,2,11,23,12,11
C09D4.1,38,91,123,95,45
C09D4.2,183,586,708,1019,403
C09D4.3,0,3,9,2,2
C09D4.4,322,413,310,198,350
C09D4.5,7996,12977,13045,14041,10302
C09D4.6,0,1,0,4,1
C09D4.9,16,37,110,91,36
C09D8.1,360,1082,756,274,399
C09E10.2,11,83,43,54,20
C09E7.1,0,9,1,3,3
C09E7.10,0,2,4,12,0
C09E7.2,2,3,13,12,9
C09E7.3,6,3,2,8,5
C09E7.4,256,462,354,167,285
C09E7.5,4,0,17,16,5
C09E7.6,38,45,26,3,21
C09E7.7,407,643,540,324,603
C09E7.8,402,526,398,270,523
C09E7.9,128,139,105,94,143
C09E8.1,130,428,424,604,208
C09E8.2,3,10,1,4,3
C09E8.3,23,39,20,24,25
C09E8.4,7,13,0,0,15
C09E9.1,60,102,122,58,51
C09F12.1,861,2010,1747,1615,2496
C09F12.2,1,15,13,3,14
C09F12.3,0,11,33,17,3
C09F5.1,91,385,278,159,170
C09F5.2,117,145,185,190,107
C09F5.3,7,31,45,17,22
C09F9.1,8,4,10,8,2
C09F9.2,967,4930,1293,190,1209
C09F9.3,99,217,284,136,199
C09G1.1,0,15,5,7,0
C09G1.2,0,57,43,20,1
C09G12.1,2,17,13,6,3
C09G12.10,0,5,9,2,1
C09G12.11,0,3,1,9,0
C09G12.16,0,1,0,2,0
C09G12.17,1,10,5,0,1
C09G12.2,0,3,5,3,1
C09G12.3,0,2,6,0,0
C09G12.5,5,0,0,0,0
C09G12.6,0,0,1,4,0
C09G12.8,30,107,78,59,32
C09G12.9,486,709,691,213,582
C09G1.3,2,8,10,0,3
C09G1.4,9,58,47,26,27
C09G1.5,4,8,1,7,4
C09G4.1,463,666,365,282,736
C09G4.2,258,1162,1106,118,311
C09G4.3,744,929,511,261,1281
C09G4.4,203,265,235,234,305
C09G4.5,245,250,109,70,208
C09G5.1,0,0,10,8,2
C09G5.13,0,14,13,7,1
C09G5.2,410,702,599,681,631
C09G5.3,5,0,4,8,0
C09G5.4,10,12,2,0,3
C09G5.5,7874,1436,653,376,1384
C09G5.6,14,28,15,22,10
C09G5.7,18,43,30,84,92
C09G5.8,7,85,79,31,17
C09G9.1,246,306,273,283,240
C09G9.2,125,178,112,73,148
C09G9.3,0,2,0,11,3
C09G9.4,6,0,4,15,0
C09G9.5,9,25,42,28,6
C09G9.6,2381,1708,951,496,2370
C09G9.7,4,15,5,18,8
C09G9.8,44,90,105,72,45
C09H10.1,5,0,0,5,0
C09H10.10,64,65,76,102,141
C09H10.2,2264,2822,3070,3185,3218
C09H10.3,1108,1817,1663,1372,1614
C09H10.4,1,4,11,15,6
C09H10.5,69,76,52,12,58
C09H10.6,1329,1547,1391,993,2222
C09H10.7,226,299,189,140,247
C09H10.8,10,11,6,4,8
C09H10.9,15,11,8,13,6
C09H5.1,0,0,0,5,0
C09H5.2,443,785,1059,870,497
C09H5.3,0,2,0,1,0
C09H5.4,0,0,12,3,0
C09H5.5,21,215,130,56,56
C09H5.6,1,2,6,4,0
C09H5.7,2,0,0,5,0
C09H5.9,0,1,3,2,2
C09H6.1,408,732,541,294,508
C09H6.2,296,954,718,272,307
C09H6.3,218,375,224,121,270
C10A4.1,4,37,28,7,13
C10A4.10,19,47,33,42,13
C10A4.13,1,4,0,1,1
C10A4.2,0,0,0,0,0
C10A4.3,25,56,22,10,58
C10A4.4,23,43,38,38,46
C10A4.5,0,9,50,20,3
C10A4.6,7,18,27,24,18
C10A4.7,0,41,24,7,26
C10A4.8,35,70,29,31,27
C10A4.9,3,14,15,6,18
C10B5.1,122,128,129,179,158
C10B5.3,16,44,37,18,29
C10C5.1,272,830,476,264,279
C10C5.2,85,381,531,373,116
C10C5.3,556,224,201,46,380
C10C5.4,56,99,120,52,165
C10C5.5,127,82,34,22,157
C10C5.6,3495,7307,5540,2810,5365
C10C5.7,9,10,17,5,8
C10C6.1,2235,2368,1551,874,2932
C10C6.13,2,7,0,0,13
C10C6.2,10,13,23,42,11
C10C6.3,4,2,4,10,0
C10C6.5,264,380,329,256,469
C10C6.6,2139,5909,7235,3129,3410
C10C6.7,9,9,38,19,20
C10E2.1,0,11,12,6,2
C10E2.2,16,49,55,81,24
C10E2.3,138,321,294,100,177
C10E2.4,2,15,8,0,3
C10E2.5,4,17,6,0,0
C10E2.6,203,540,215,42,229
C10F3.1,1354,1039,865,1209,1857
C10F3.2,0,21,31,18,3
C10F3.3,8,20,49,46,24
C10F3.4,33,129,71,87,48
C10F3.5,252,668,479,371,331
C10F3.6,22,100,45,32,34
C10F3.7,0,0,1,0,2
C10G11.1,2,0,4,6,0
C10G11.10,0,3,10,7,5
C10G11.2,0,0,0,0,0
C10G11.3,0,3,7,8,2
C10G11.4,0,0,2,8,0
C10G11.5,668,932,708,671,713
C10G11.6,41,60,47,35,45
C10G11.7,3328,10914,9302,2633,4587
C10G11.8,34,5,5,21,3
C10G11.9,59,0,17,55,5
C10G6.1,155,1048,1152,225,225
C10G8.1,0,0,0,8,1
C10G8.2,5,13,19,7,0
C10G8.3,1,4,8,9,1
C10G8.4,3513,7720,12702,14213,10986
C10G8.5,48,113,108,53,34
C10G8.6,14,78,52,5,26
C10G8.7,1,2,10,17,0
C10G8.8,268,1010,1009,741,520
C10H11.1,304,491,373,259,529
C10H11.10,811,920,650,614,1455
C10H11.3,214,479,876,1372,628
