GeneID	Count	CPM	RPKM
2L52.1	34	2.66141402134594	2.07275235307316
2RSSE.1	57	4.46178232990349	4.32343249021656
2RSSE.2	24	1.87864519153831	2.82078857588335
3R5.1	58	4.54005921288426	7.00626421741397
4R79.1	36	2.81796778730747	2.72267419063524
4R79.2	76	5.94904310653799	5.0076120425404
6R55.2	15	1.17415324471145	4.55098156864901
AC3.1	1	0.078276882980763	0.0732929615924747
AC3.10	7	0.547938180865341	0.518880853092179
AC3.12	0	0	0
AC3.2	245	19.1778363302869	12.153254962159
AC3.3	0	0	0
AC3.4	0	0	0
AC3.5	667	52.2106809481689	15.9519342951937
AC3.6	1	0.078276882980763	0.0800377126592669
AC3.7	247	19.3343900962485	12.1599937712254
AC3.8	150	11.7415324471145	7.35684990420705
AC7.1	39	3.05279843624976	2.56969565340889
AC7.2	304	23.796172426152	14.1643883489
AC7.3	0	0	0
AC8.10	14	1.09587636173068	0.830209364947487
AC8.11	64	5.00972051076883	7.66012310515112
AC8.12	4	0.313107531923052	0.453779031772539
AC8.3	14	1.09587636173068	0.830209364947487
AC8.4	79	6.18387375548028	9.45546445792091
AC8.7	4	0.313107531923052	0.453779031772539
AH10.1	0	0	0
AH10.2	0	0	0
AH10.3	1	0.078276882980763	0.150822510560237
AH10.4	3	0.234830648942289	1.07228606822963
AH6.1	4	0.313107531923052	0.0917128095849596
AH6.10	0	0	0
AH6.11	1	0.078276882980763	0.0790675585664273
AH6.12	0	0	0
AH6.14	0	0	0
AH6.17	0	0	0
AH6.2	8	0.626215063846104	0.632540468531418
AH6.3	4	0.313107531923052	0.451814620379585
AH6.4	0	0	0
AH6.5	1667	130.487563928932	92.9398603482421
AH6.6	0	0	0
AH6.7	4	0.313107531923052	0.316270234265709
AH6.8	0	0	0
AH9.1	51	3.99212103201891	3.22987138512857
AH9.2	227	17.7688524366332	19.8092000408397
AH9.3	198	15.4988228301911	20.2598991244328
AH9.4	0	0	0
AH9.6	12	0.939322595769156	1.1726873854796
B0001.1	242	18.9430056813447	23.2144677467459
B0001.2	781	61.1342456079759	21.9828283379993
B0001.3	286	22.3871885324982	12.6053989484787
B0001.4	73	5.7142124575957	7.64954813600495
B0001.5	471	36.8684118839394	22.1831599783029
B0001.6	2042	159.841395046718	78.9340222452929
B0001.7	52	4.07039791499968	1.84347731657594
B0001.8	187	14.6377771174027	9.93739111839965
B0019.1	63	4.93144362778807	2.26733040358072
B0019.2	913	71.4667941614366	31.8479474872712
B0024.1	9	0.704491946826867	0.788022311886876
B0024.10	1183	92.6015525662427	53.7755822103616
B0024.11	1500	117.415324471145	67.7135665923555
B0024.12	145	11.3501480322106	22.7914619120696
B0024.13	244	19.0995594473062	20.5371606960281
B0024.14	141	11.0370405002876	3.80456411592126
B0024.15	2	0.156553765961526	0.151259677257513
B0024.2	9	0.704491946826867	0.788022311886876
B0024.3	5	0.391384414903815	0.511613614253353
B0024.4	269	21.0564815218253	17.9509646392372
B0024.6	0	0	0
B0024.8	33	2.58313713836518	0.671119027894305
B0024.9	671	52.523788480092	119.917325297014
B0025.1	234	18.3167906174985	6.76895440410146
B0025.2	2932	229.507820899597	154.239126948654
B0025.4	775	60.6645843100913	135.714953713851
B0025.5	8	0.626215063846104	2.82078857588335
B0034.1	28	2.19175272346136	2.86503623981878
B0034.2	0	0	0
B0034.3	711	55.6548637993225	18.8341332654222
B0034.4	8	0.626215063846104	0.961927901453309
B0034.5	5	0.391384414903815	0.357428689409877
B0034.7	13	1.01759947874992	4.29366868670852
B0035.1	1717	134.40140807797	130.995524442466
B0035.10	1298	101.60339410903	247.210204644843
B0035.11	728	56.9855708099955	44.0723672157738
B0035.12	1016	79.5293131084552	31.672366829333
B0035.13	500	39.1384414903815	43.7790173270487
B0035.14	150	11.7415324471145	9.73593071900038
B0035.15	223	17.4557449047102	20.4879635031809
B0035.16	241	18.8647287983639	16.7240503531595
B0035.18	147	11.5067017981722	42.1490908357955
B0035.2	123	9.62805660663385	9.49512485861327
B0035.3	1056	82.6603884276857	135.065994162885
B0035.4	218	17.0643604898063	44.7883477422739
B0035.5	179	14.0115620535566	8.93024987479706
B0035.6	925	72.4061167572058	33.1529838631895
B0035.7	1234	96.5936735982616	251.546024995473
B0035.8	26223	2052.65470240455	5517.88898495846
B0035.9	4169	326.336325146801	1045.9497600859
B0041.1	0	0	0
B0041.11	918	71.8581785763404	509.632472172627
B0041.2	880	68.8836570230715	30.6558331210821
B0041.3	295	23.0916804793251	48.4102316128409
B0041.4	25812	2020.48290349946	1946.51532129042
B0041.5	350	27.3969090432671	21.2379139870287
B0041.6	659	51.5844658843228	121.949091925113
B0041.7	785	61.447353139899	15.0606257695831
B0041.8	1273	99.6464720345113	166.077453390852
B0047.1	28	2.19175272346136	2.37975322851397
B0047.2	4	0.313107531923052	0.709994403453633
B0047.3	183	14.3246695854796	19.6497525178047
B0047.4	5	0.391384414903815	0.6976549285273
B0198.1	33	2.58313713836518	3.07516325995855
B0198.2	32	2.50486025538442	2.68473767994043
B0198.3	15	1.17415324471145	0.384842099217124
B0205.1	191	14.9508846493257	6.68046677807227
B0205.10	13	1.01759947874992	0.743859268092046
B0205.11	1102	86.2611250448008	103.804001257281
B0205.12	786	61.5256300228797	402.128300803136
B0205.13	83	6.49698128740333	21.6566042913444
B0205.14	48	3.75729038307662	16.4793437854238
B0205.2	12	0.939322595769156	0.948810702797128
B0205.3	1249	97.767826842973	93.9172207905601
B0205.4	11	0.861045712788393	0.717538093990328
B0205.5	1	0.078276882980763	0.555155198445128
B0205.6	305	23.8744493091327	19.2691277716971
B0205.7	1833	143.481526503739	132.485250695973
B0205.8	705	55.1852025014379	152.025351243631
B0205.9	104	8.14079582999935	5.09117938086264
B0207.1	4	0.313107531923052	0.18472420762422
B0207.10	21	1.64381454259602	6.68217293738221
B0207.11	0	0	0
B0207.12	50	3.91384414903815	3.02694829778666
B0207.2	19	1.4872607766345	2.58204995943489
B0207.3	38	2.97452155326899	2.42422294479951
B0207.4	430	33.6590596817281	36.6656423548236
B0207.5	26	2.03519895749984	0.192781941602713
B0207.6	419	32.7980139689397	40.6419008289216
B0207.7	0	0	0
B0207.8	0	0	0
B0207.9	0	0	0
B0212.1	5	0.391384414903815	0.21178810330293
B0212.2	12	0.939322595769156	0.796711277157893
B0212.3	484	37.8860113626893	18.7647406452151
B0212.4	31	2.42658337240365	2.10640917743373
B0212.5	32	2.50486025538442	0.890142237165749
B0212.6	0	0	0
B0213.10	9	0.704491946826867	0.469661297884578
B0213.11	47	3.67901350009586	2.45759084842743
B0213.12	19	1.4872607766345	0.991507184422998
B0213.14	142	11.1153173832683	7.41021158884557
B0213.15	1024	80.1555281723013	51.679902109801
B0213.16	11	0.861045712788393	0.574030475192262
B0213.17	1828	143.090142088835	794.94523382686
B0213.2	1115	87.2787245235508	398.532988692013
B0213.3	3193	249.938087357576	1262.31357251301
B0213.4	1356	106.143453321915	478.123663612228
B0213.5	467	36.5553043520163	174.072877866744
B0213.6	934	73.1106087040327	320.660564491371
B0213.7	0	0	0
