GeneID	Count	CPM	RPKM
2L52.1	22	1.64998524398304	1.28503523674692
2RSSE.1	90	6.74993963447609	6.54063918069389
2RSSE.2	38	2.84997451233435	4.27924100951103
3R5.1	23	1.724984573255	2.66201323033179
4R79.1	133	9.97491079317022	9.63759496924659
4R79.2	110	8.24992621991522	6.94438233999598
6R55.2	6	0.449995975631739	1.74417044818504
AC3.1	0	0	0
AC3.10	7	0.524995304903696	0.497154644795167
AC3.12	0	0	0
AC3.2	168	12.5998873176887	7.98471946621591
AC3.3	0	0	0
AC3.4	1	0.0749993292719566	0.0586849211830646
AC3.5	1883	141.223737019094	43.1481017473554
AC3.6	11	0.824992621991522	0.84355073823264
AC3.7	224	16.7998497569183	10.5659432433448
AC3.8	210	15.7498591471109	9.86833279894165
AC7.1	20	1.49998658543913	1.26261497090836
AC7.2	477	35.7746800627233	21.2944524182877
AC7.3	8	0.599994634175652	0.843874309670397
AC8.10	20	1.49998658543913	1.13635347381752
AC8.11	76	5.6999490246687	8.71551838634358
AC8.12	24	1.79998390252696	2.60867232250284
AC8.3	20	1.49998658543913	1.13635347381752
AC8.4	82	6.14994500030044	9.4035856273707
AC8.7	25	1.87498323179891	2.71736700260712
AH10.1	22	1.64998524398304	0.970008961777216
AH10.2	0	0	0
AH10.3	25	1.87498323179891	3.61268445433317
AH10.4	6	0.449995975631739	2.05477614443717
AH6.1	16	1.1999892683513	0.351490705433891
AH6.10	0	0	0
AH6.11	0	0	0
AH6.12	0	0	0
AH6.14	0	0	0
AH6.17	3	0.22499798781587	1.20966660116059
AH6.2	9	0.674993963447609	0.681812084290514
AH6.3	5	0.374996646359783	0.541120701817868
AH6.4	0	0	0
AH6.5	719	53.9245177465368	38.407776172747
AH6.6	0	0	0
AH6.7	11	0.824992621991522	0.833325880799517
AH6.8	3	0.22499798781587	0.227270694763505
AH9.1	48	3.59996780505392	2.91259531153229
AH9.2	363	27.2247565257202	30.3508991368119
AH9.3	210	15.7498591471109	20.588051172694
AH9.4	6	0.449995975631739	0.410955228887433
AH9.6	14	1.04999060980739	1.31084970013407
B0001.1	242	18.1498376838135	22.2424481419283
B0001.2	353	26.4747632330007	9.51987171269352
B0001.3	301	22.5747981108589	12.7110349723305
B0001.4	90	6.74993963447609	9.03606376770561
B0001.5	472	35.3996834163635	21.2994485056339
B0001.6	3158	236.847881840839	116.961916958439
B0001.7	73	5.47495103685283	2.479597389879
B0001.8	123	9.22491750045066	6.26267311639556
