GeneID	Count	CPM	RPKM
2L52.1	27	3.39252890478982	2.64215646790484
2RSSE.1	38	4.77467031044493	4.626618517873
2RSSE.2	18	2.26168593652655	3.39592482961944
3R5.1	19	2.38733515522247	3.68415919015813
4R79.1	58	7.28765468436332	7.0412122554235
4R79.2	89	11.1827804639368	9.41311486863368
6R55.2	6	0.753895312175516	2.92207485339347
AC3.1	0	0	0
AC3.10	6	0.753895312175516	0.713916015317723
AC3.12	0	0	0
AC3.2	110	13.8214140565511	8.75881752633151
AC3.3	4	0.502596874783677	0.393268290128073
AC3.4	4	0.502596874783677	0.393268290128073
AC3.5	1545	194.128042885195	59.3119593294211
AC3.6	13	1.63343984304695	1.67018388859606
AC3.7	83	10.4288851517613	6.55904726525868
AC3.8	103	12.9418695256797	8.10894080556371
AC7.1	10	1.25649218695919	1.05765335602626
AC7.2	314	39.4538546705187	23.4844373038801
AC7.3	4	0.502596874783677	0.706887306306156
AC8.10	10	1.25649218695919	0.951888020423631
AC8.11	26	3.2668796860939	4.99522887781942
AC8.12	7	0.879544530871435	1.27470221865425
AC8.3	10	1.25649218695919	0.951888020423631
AC8.4	28	3.51817812348574	5.3794772530363
AC8.7	9	1.13084296826327	1.63890285255547
AH10.1	1	0.125649218695919	0.0738678534367544
AH10.2	0	0	0
AH10.3	0	0	0
AH10.4	2	0.251298437391839	1.1474814492778
AH6.1	6	0.753895312175516	0.220824637426923
AH6.10	2	0.251298437391839	0.253836805446302
AH6.11	2	0.251298437391839	0.253836805446302
AH6.12	0	0	0
AH6.14	1	0.125649218695919	0.126153834032047
AH6.17	0	0	0
AH6.2	12	1.50779062435103	1.52302083267781
AH6.3	2	0.251298437391839	0.362624007780431
AH6.4	2	0.251298437391839	0.252307668064095
AH6.5	741	93.1060710536762	66.3148654228463
AH6.6	0	0	0
AH6.7	2	0.251298437391839	0.253836805446302
AH6.8	0	0	0
AH9.1	39	4.90031952914085	3.96465981322075
AH9.2	158	19.8525765539552	22.1321923678431
AH9.3	191	23.9990007709206	31.3712428378047
AH9.4	0	0	0
AH9.6	5	0.628246093479596	0.784327207839696
B0001.1	71	8.92109452741027	10.9327138816302
B0001.2	272	34.17658748529	12.289315888274
B0001.3	205	25.7580898326635	14.503428959833
B0001.4	85	10.6801835891531	14.297434523632
B0001.5	410	51.5161796653269	30.9964979935782
B0001.6	1499	188.348178825183	93.0114463334237
B0001.7	28	3.51817812348574	1.59337777331782
B0001.8	62	7.79025155914699	5.28869759616225
B0019.1	79	9.92628827697762	4.56381070205868
B0019.2	507	63.7041538788311	28.3886603738106
B0024.1	16	2.01038749913471	2.24875559187328
B0024.10	644	80.918096840172	46.990764715547
B0024.11	1267	159.19756008773	91.8094348833505
B0024.12	186	23.370754677441	46.9292262599217
B0024.13	141	17.7165398361246	19.0500428345426
B0024.14	98	12.3136234322001	4.24461338579803
B0024.15	1	0.125649218695919	0.121400211300405
B0024.2	24	3.01558124870206	3.37313338780991
B0024.3	10	1.25649218695919	1.64247344700548
B0024.4	962	120.874548385474	103.047355827344
B0024.6	0	0	0
B0024.8	37	4.64902109174901	1.20785167361627
B0024.9	555	69.7353163762352	159.213051087295
B0025.1	129	16.2087492117736	5.98992949437309
B0025.2	2122	266.627642072741	179.185243328455
