GeneID	Count	CPM	RPKM
2L52.1	17	1.34934684755999	1.05089318345793
2RSSE.1	69	5.47676073421406	5.30693869594385
2RSSE.2	15	1.19060015961175	1.78768792734497
3R5.1	29	2.30182697524939	3.55220212229844
4R79.1	82	6.50861420587758	6.28851614094452
4R79.2	147	11.6678815641952	9.82144912811041
6R55.2	5	0.396866719870584	1.53824310027358
AC3.1	7	0.555613407818817	0.520237273238593
AC3.10	5	0.396866719870584	0.375820757453204
AC3.12	0	0	0
AC3.2	196	15.5571754189269	9.85879304114505
AC3.3	3	0.23812003192235	0.18632240369511
AC3.4	0	0	0
AC3.5	2459	195.179052832353	59.6330744981219
AC3.6	6	0.476240063844701	0.486953030516054
AC3.7	212	16.8271489225128	10.5831125298822
AC3.8	339	26.9075636072256	16.8593756937504
AC7.1	26	2.06370694332704	1.73712705667259
AC7.2	408	32.3843243414396	19.2763835365712
AC7.3	4	0.317493375896467	0.446544832484483
AC8.10	17	1.34934684755999	1.02223246027272
AC8.11	15	1.19060015961175	1.82048954069075
AC8.12	12	0.952480127689401	1.38040598215855
AC8.3	17	1.34934684755999	1.02223246027272
AC8.4	17	1.34934684755999	2.06322147944952
AC8.7	12	0.952480127689401	1.38040598215855
AH10.1	6	0.476240063844701	0.279976521954556
AH10.2	7	0.555613407818817	0.75286369623146
AH10.3	9	0.714360095767051	1.37641636949335
AH10.4	2	0.158746687948234	0.724870721224811
AH6.1	12	0.952480127689401	0.278992421701641
AH6.10	0	0	0
AH6.11	0	0	0
AH6.12	3	0.23812003192235	0.240525284770051
AH6.14	0	0	0
AH6.17	0	0	0
AH6.2	1	0.0793733439741168	0.0801750949233503
AH6.3	0	0	0
AH6.4	7	0.555613407818817	0.557844786966684
AH6.5	892	70.8010228249122	50.4280789351226
AH6.6	0	0	0
AH6.7	2	0.158746687948234	0.160350189846701
AH6.8	5	0.396866719870584	0.400875474616751
AH9.1	30	2.3812003192235	1.92653747509992
AH9.2	327	25.9550834795362	28.9354330875543
AH9.3	219	17.3827623303316	22.7225651376883
AH9.4	7	0.555613407818817	0.507409504857367
AH9.6	10	0.793733439741168	0.990928139502082
B0001.1	138	10.9535214684281	13.4234331720933
B0001.2	502	39.8454186750066	14.3277305555579
B0001.3	362	28.7331505186303	16.178575742472
B0001.4	90	7.14360095767051	9.56305349085744
B0001.5	666	52.8626470867618	31.8066468632742
B0001.6	1709	135.649044851766	66.9871826428472
B0001.7	54	4.28616057460231	1.94119591241046
B0001.8	102	8.09608108535991	5.49632117132377
B0019.1	94	7.46109433356698	3.43038819934114
B0019.2	747	59.2918879486652	26.4224099592982
B0024.1	6	0.476240063844701	0.532707006537696
B0024.10	1139	90.406238786519	52.5007193882224
B0024.11	1845	146.443819632245	84.4543365814564
B0024.12	219	17.3827623303316	34.9051452416297
B0024.13	199	15.7952954508492	16.9841886568271
B0024.14	149	11.8266282521434	4.0767419000839
B0024.15	3	0.23812003192235	0.230067663693092
B0024.2	15	1.19060015961175	1.33176751634424
B0024.3	9	0.714360095767051	0.933804046754315
B0024.4	2657	210.894974939228	179.79111248016
