GeneID	Count	CPM	RPKM
2L52.1	12	0.96532893843969	0.751813814984183
2RSSE.1	28	2.25243418969261	2.18259126908199
2RSSE.2	13	1.045773016643	1.57022975471922
3R5.1	82	6.59641441267122	10.1796518714062
4R79.1	66	5.3093091614183	5.12976730571816
4R79.2	146	11.7448354176829	9.88622509905968
6R55.2	5	0.402220391016538	1.55899376362999
AC3.1	5	0.402220391016538	0.376610853011739
AC3.10	8	0.64355262562646	0.609424834873542
AC3.12	0	0	0
AC3.2	299	24.052779382789	15.2425724859246
AC3.3	7	0.563108547423153	0.44061701676303
AC3.4	0	0	0
AC3.5	557	44.8073515592423	13.6899943657936
AC3.6	57	4.58531245758853	4.68845854559154
AC3.7	562	45.2095719502588	28.4336930504773
AC3.8	363	29.2012003878006	18.296491471053
AC7.1	19	1.52843748586284	1.28656354028859
AC7.2	166	13.3537169817491	7.94864106056491
AC7.3	27	2.1719901114893	3.05483841278383
AC8.10	0	0	0
AC8.11	36	2.89598681531907	4.42811439651234
AC8.12	0	0	0
AC8.3	0	0	0
AC8.4	36	2.89598681531907	4.42811439651234
AC8.7	0	0	0
AH10.1	5	0.402220391016538	0.236461135224302
AH10.2	0	0	0
AH10.3	6	0.482664469219845	0.929989343390838
AH10.4	0	0	0
AH6.1	7	0.563108547423153	0.164940992215335
AH6.10	14	1.12621709484631	1.13759302509728
AH6.11	0	0	0
AH6.12	0	0	0
AH6.14	0	0	0
AH6.17	0	0	0
AH6.2	26	2.091546033286	2.11267276089495
AH6.3	20	1.60888156406615	2.32161841856587
AH6.4	1	0.0804440782033075	0.0807671467904694
AH6.5	462	37.1651641299281	26.4709146224559
AH6.6	8	0.64355262562646	0.650053157198445
AH6.7	0	0	0
AH6.8	20	1.60888156406615	1.62513289299611
AH9.1	37	2.97643089352238	2.40811560964594
AH9.2	277	22.2830096623162	24.8417053091596
AH9.3	65	5.22886508321499	6.83511775583659
AH9.4	0	0	0
AH9.6	49	3.94175983196207	4.92104847935339
B0001.1	94	7.56174335111091	9.26684234204768
B0001.2	352	28.3163155275643	10.182062397542
B0001.3	268	21.5590129584864	12.1390838730216
B0001.4	83	6.67685849087453	8.93823091147861
B0001.5	228	18.3412498303541	11.0356497174213
B0001.6	1054	84.7880584262861	41.8706461364376
B0001.7	69	5.55064139602822	2.51387744385336
B0001.8	92	7.40085519470429	5.02434161215499
B0019.1	47	3.78087167555545	1.73833180485308
B0019.2	786	63.2290454677997	28.1769364829767
B0024.1	92	7.40085519470429	8.27836151532919
B0024.10	1269	102.083535239997	59.2819600696848
B0024.11	2525	203.121297463352	117.140309955797
B0024.12	205	16.491036031678	33.1145301840925
B0024.13	213	17.1345886573045	18.424288878822
B0024.14	176	14.1581577637821	4.88044045631924
B0024.15	10	0.804440782033075	0.777237470563358
B0024.2	19	1.52843748586284	1.70966161729625
