transcript_stable_ID,Nr01,Nr02,Nr03,Nr04,Nr05,Nr06,Nr07,Nr08,Nr09,Nr10,Nr11,Nr12
B0250.5,2986,1511,1893,1574,2190,1806,1811,2260,2000,1664,1771,1929
B0250.8,16,6,7,3,10,6,0,7,11,8,6,6
B0252.1,464,208,284,212,379,206,253,282,390,253,383,279
B0252.3a,353,99,228,196,240,137,134,101,222,147,265,192
B0252.5,64,22,36,21,30,20,22,31,18,18,44,23
B0252.8,24,11,19,20,13,16,9,17,18,20,19,21
B0261.1,3146,1818,1655,1394,1585,1982,1977,2519,1795,1252,988,2094
B0261.5,4,3,4,8,4,3,4,7,1,8,9,5
B0261.6a,1,0,0,0,1,0,0,0,0,1,0,0
B0261.7,6935,3671,4542,4473,4399,3870,3954,5222,3639,5539,3128,4244
B0261.8,681,350,499,377,481,389,381,546,522,558,534,520
B0272.3,1977,1170,1397,1014,1348,1309,1263,1710,1391,1097,1256,1539
B0272.4,448,163,297,257,353,186,245,345,423,367,422,345
B0273.1a,20,1,13,11,9,4,9,3,14,7,14,10
B0280.17,79,37,52,44,58,45,55,61,61,44,56,65
B0280.2,27,12,19,10,25,10,19,11,27,13,22,17
B0280.7,5,2,3,2,5,2,6,9,18,10,20,13
B0280.9,3253,1471,2009,1997,2213,1589,1798,2240,1872,2291,1859,1949
B0281.1,1,1,0,1,3,1,0,1,1,3,2,1
B0281.3,583,216,336,329,449,254,333,338,478,383,519,367
B0281.4,57,13,38,30,32,23,22,24,34,36,51,29
B0281.5a,484,171,279,237,360,228,248,275,377,221,404,311
B0281.6,22,7,21,6,25,10,8,14,20,20,27,27
B0281.8,1,0,3,1,0,0,0,0,1,1,1,0
B0284.3,194,99,152,106,122,106,94,132,154,131,142,134
B0285.3,1369,530,823,725,871,679,732,790,841,652,780,833
B0285.6,38,14,23,20,19,14,26,37,26,35,30,37
B0286.1,390,162,291,212,277,205,260,314,319,271,336,324
B0294.1,4,4,5,3,2,5,7,11,2,1,1,7
B0294.3,0,0,1,0,0,0,2,1,1,1,0,0
B0302.2,2,1,2,0,4,5,1,2,1,0,3,0
B0302.4,2,2,5,6,2,5,3,1,1,3,3,0
B0302.5,759,284,497,347,594,397,497,476,667,451,737,538
B0303.11a,414,204,305,237,340,294,301,394,338,285,281,410
B0303.14,233,96,146,111,146,115,127,181,190,136,156,170
B0303.16,5,0,7,2,5,4,3,6,5,3,2,5
B0303.3,6550,3302,4202,3497,4384,3893,3887,5115,4390,4383,4035,4453
B0303.4,3012,1753,1731,1357,1662,2064,1910,2620,1895,1397,1066,2145
B0303.7a,75,37,41,31,42,39,43,48,45,34,42,63
B0304.2,1709,853,1039,1027,1073,922,932,1172,841,1268,781,951
B0304.4,1543,444,849,739,972,541,625,672,956,657,1033,683
B0310.1a,17,6,11,7,8,8,15,16,11,12,5,12
B0310.2a,297,166,186,144,217,182,201,276,249,172,173,253
B0310.3,11,4,6,5,14,6,11,16,5,3,7,10
B0310.6,7,1,5,6,9,4,3,6,6,5,13,2
B0334.10,50,28,31,28,40,33,37,50,33,16,21,32
B0334.13,6,5,5,2,7,1,3,6,10,7,10,8
B0334.3a,139,69,73,59,75,69,76,81,91,64,66,84
B0334.4,6813,1931,3711,3296,4777,2521,2933,3010,4445,3061,4836,3430
B0334.5,3018,1768,1740,1424,1638,1841,2030,2483,1746,1263,1168,2056
B0334.6,52,27,28,31,42,25,50,49,97,52,80,49
B0336.12,0,0,0,0,1,2,0,0,0,0,0,1
B0336.13,1807,837,1120,1074,1190,913,1037,1347,1069,1259,917,1167
B0336.7a,2,0,0,0,2,0,0,0,1,0,0,1
B0348.1,0,0,0,0,0,0,0,0,1,0,0,0
B0348.2a,12,4,12,8,19,2,10,12,9,7,21,8
B0348.5a,12,8,6,1,7,3,10,8,11,9,5,8
B0353.1a,5,3,7,3,4,3,6,2,5,8,4,8
B0361.11,7,2,4,3,4,3,1,5,2,5,3,4
B0361.2a,2991,1097,1672,1572,1991,1223,1545,1704,1664,1745,1807,1711
B0361.3,3701,1527,2307,2119,2424,1824,2016,2514,2248,2659,2291,2249
B0361.4,21,7,7,10,9,16,8,14,15,14,10,12
B0361.6,3049,1153,1933,1923,2261,1367,1529,1939,1903,2087,2002,1772
B0361.9,566,293,495,331,425,401,426,509,559,498,558,518
B0379.1a,569,178,364,362,431,223,264,354,315,375,472,299
B0379.2,11,2,7,7,7,1,7,3,3,4,6,3
B0379.6,0,0,0,0,0,0,0,0,0,0,0,0
B0379.7,14,4,5,4,3,6,5,4,1,1,2,2
B0391.10,348,137,138,163,173,179,172,227,193,127,156,221
B0391.3,0,0,0,0,0,0,0,0,0,0,0,0
B0393.3,4758,2939,2893,2467,2537,2990,2816,3906,2605,3075,1531,3233
B0393.4,8,2,1,4,3,3,4,4,2,4,4,3
B0393.5,221,132,211,110,198,135,239,338,332,245,268,335
B0393.6,2107,1305,1112,967,1008,1389,1427,1731,1133,772,605,1453
B0393.7,6,2,5,5,9,1,3,12,8,6,9,12
B0393.8,0,0,0,0,0,0,0,0,0,0,0,0
B0393.9a,16,7,13,2,13,6,5,13,10,7,16,8
B0395.3,1206,620,800,569,889,775,842,1072,987,685,829,996
B0403.3,203,98,132,96,146,113,115,110,167,128,150,132
B0403.5,35,18,24,25,25,18,40,35,27,34,27,24
B0403.6,112,50,64,71,88,41,72,69,100,69,123,85
B0410.1,0,0,0,0,0,0,0,0,0,0,0,1
B0410.3,731,242,424,327,552,340,380,387,614,338,579,489
B0416.2,111,51,96,44,105,64,54,92,123,70,126,83
B0416.3,21,14,21,11,12,19,15,37,13,18,18,29
B0416.4,782,231,439,406,470,315,341,356,464,360,508,396
B0416.5a,1647,776,1194,863,1270,1137,1173,1585,1361,988,1240,1431
B0416.7a,5,5,7,7,3,1,4,3,6,4,9,6
B0432.1,21,12,12,13,12,17,4,25,13,20,9,12
B0432.10,1516,546,875,811,1002,661,762,893,929,915,927,799
B0432.11,0,0,0,0,0,1,0,0,0,0,0,0
B0432.14a,25,12,17,15,9,12,13,21,12,20,16,24
B0432.7a,386,245,192,162,209,251,241,377,240,190,143,304
B0432.8,661,379,399,350,338,418,388,549,350,338,234,451
B0432.9,153,51,82,85,97,71,81,80,84,73,91,112
B0454.5,54,36,56,29,53,40,37,67,60,73,59,67
B0454.6,121,77,116,67,99,113,101,146,143,85,110,158
B0454.8,1,1,1,0,1,1,1,2,3,1,0,0
B0457.2,305,106,216,142,280,172,175,217,281,165,256,237
B0457.4,4,0,0,0,1,1,1,3,1,2,1,0
B0457.6,175,92,118,79,117,100,113,133,137,112,127,110
B0462.1,36,13,22,12,15,19,23,23,16,25,15,27
B0462.4,13,2,7,6,8,6,6,4,7,4,12,5
B0464.6,5967,2855,3796,3514,3889,3505,3494,4892,3521,4715,3101,4134
B0464.9,1622,879,1025,919,941,975,1000,1259,969,1097,649,1082
B0478.3,4,3,4,4,8,0,5,8,4,5,4,5
B0491.1,1093,624,692,576,613,671,694,930,646,766,450,851
B0491.5,6223,3587,3948,3122,3848,4136,3999,4972,3751,2934,2728,4471
B0491.6a,81,37,42,48,52,61,41,65,44,60,38,63
B0491.7,795,274,455,385,519,296,360,411,472,453,532,408
B0495.5,1981,695,1077,1044,1331,830,984,1110,1237,1108,1317,1131
B0495.7,6737,3606,4065,3321,4269,4285,4369,5578,4457,3681,3480,5115
B0495.8a,4242,1570,2468,2450,2880,1900,2106,2355,2668,2616,2922,2477
B0495.9,2820,1029,1680,1540,2126,1276,1422,1618,1856,1485,1800,1638
B0496.1,1,1,1,1,0,0,2,0,0,1,0,0
B0496.2,15,5,20,12,29,14,23,19,24,13,30,35
B0496.6,1,2,0,1,1,2,0,2,1,1,2,1
B0507.1,122,86,90,70,123,101,111,201,183,121,139,168
B0507.2,922,380,722,516,771,514,561,722,689,756,844,722
B0507.3a,11,3,2,9,10,7,2,7,6,6,11,3
B0507.4,5,0,5,5,3,3,4,2,7,2,5,0
B0507.5a,1,0,4,0,1,3,3,2,1,1,1,1
B0507.6,46,16,38,27,60,25,28,28,45,41,58,46
B0507.7,27,4,8,10,12,8,5,10,12,11,12,12
B0507.8,28,4,8,14,18,9,14,15,24,21,26,10
B0507.9,8,2,5,7,4,3,6,3,7,2,9,2
B0511.11,74,32,48,45,45,47,47,60,34,33,53,44
B0511.12a,4344,2632,2473,1967,2283,2955,2745,3635,2430,1840,1635,3156
B0511.13a,3975,1282,2324,2076,2694,1596,1805,1988,2372,2033,2677,2053
B0511.2,266,109,161,167,201,136,147,192,175,171,165,171
B0511.7,3427,1243,1927,1915,2382,1528,1658,2022,1920,2022,1831,1858
B0513.4a,6085,3752,3906,3246,3650,4105,4288,5515,3654,2917,2514,4473
B0513.6,0,0,0,0,0,0,0,0,0,0,0,0
B0524.2,0,0,0,0,0,0,1,3,0,0,0,0
B0524.3,0,0,0,0,0,0,0,1,0,0,0,0
B0524.4,0,0,0,0,0,1,0,0,0,0,0,0
B0524.5,2,3,2,0,2,2,0,2,1,0,0,2
B0524.6,732,460,380,346,367,464,456,574,405,290,200,463
B0524.7,284,164,142,91,98,197,143,199,120,78,72,169
B0546.3a,537,288,287,228,297,323,361,474,327,242,206,356
B0546.4a,54,39,40,29,36,42,47,48,52,39,36,61
B0546.5,0,0,0,0,0,0,0,0,0,0,1,0
B0547.2,0,0,0,0,0,0,0,0,0,0,0,0
B0554.1,0,0,0,0,0,0,0,0,0,0,1,2
B0554.2,0,0,0,0,0,0,0,0,0,0,0,0
B0554.4,0,0,0,2,1,0,2,0,0,0,2,0
B0554.5,18,12,13,14,15,11,15,19,11,22,18,23
B0554.7a,7,5,8,3,7,5,5,10,2,2,1,2
B0563.1,50,17,24,27,42,29,27,30,28,19,34,39
B0563.10,14,3,5,5,11,6,4,5,7,13,10,5
B0563.5,19,9,9,11,12,16,8,11,19,24,20,15
B0563.6a,1,0,4,2,2,1,1,3,0,0,1,1
B0563.8,27,10,17,15,34,16,10,18,22,22,16,27
B0563.9,0,0,0,0,0,0,0,0,0,1,0,0
B0564.2a,464,188,249,260,280,242,240,305,254,322,238,277
B0564.6,0,0,0,0,0,0,0,0,0,0,0,0
B0564.7a,1878,941,1089,971,1170,1029,1051,1423,1048,1195,869,1230
B0564.9,0,0,0,0,0,0,0,0,0,0,0,0
B0464.7,8428,2969,5621,4750,5820,3551,3895,4557,5665,4762,6426,4692
F57B10.11,4363,1424,2570,2331,3005,1697,1923,2122,2812,2287,3264,2414
Y71F9AR.1,685,356,477,267,516,399,472,675,611,447,479,597
C54D1.6,294,124,191,132,194,155,199,221,269,171,221,213
C05D2.4a,20,4,2,12,13,8,17,12,16,16,16,15
F59H6.9,490,232,308,300,311,250,259,299,296,310,252,262
Y49F6C.4,734,246,482,377,584,344,420,438,623,446,710,531
F40B1.1,108,38,65,51,59,45,50,58,69,50,63,61
C08C3.2a,2092,734,1201,1088,1361,877,947,1053,1233,1113,1287,942
F59H6.1,309,182,157,162,175,212,202,231,176,126,79,187
F52C6.11,1425,442,749,715,936,564,608,745,811,697,910,698
B0047.1a,0,1,1,1,0,1,1,0,1,1,2,1
F59H6.8,164,64,103,83,115,101,76,124,86,120,77,106
Y49F6C.5,19,6,9,21,21,10,15,20,24,12,13,16
B0047.3,453,184,276,283,294,208,220,263,311,227,367,270
T27C10.4,17,0,6,2,8,4,2,5,4,2,10,5
T07H3.6,339,105,211,160,256,146,173,151,267,180,311,215
F14D2.1,58,23,37,32,46,18,20,23,32,46,48,45
F14D2.13a,42,21,32,28,23,21,31,33,33,29,26,27
F14D2.4a,77,27,47,40,58,43,40,40,45,49,35,42
F59H6.10,203,101,100,127,138,90,107,124,113,110,123,118
F14D2.12,939,450,535,534,536,431,471,651,482,650,403,491
F12E12.4,229,78,148,105,158,132,113,163,172,159,193,167
C08E3.3,38,18,27,8,31,21,16,26,30,42,38,24
W02A11.5,373,109,173,175,220,146,137,186,202,166,214,163
W02A11.8,243,106,116,127,157,100,138,121,133,102,148,106
Y75B12B.4,269,109,173,166,185,122,120,179,150,165,158,127
K08E4.5a,8,3,5,5,2,3,4,2,2,4,4,4
F52H3.3,1002,389,652,515,762,475,589,811,821,712,775,737
F25H9.4,406,137,222,170,259,159,183,200,308,199,325,239
F52C6.8,218,104,120,147,137,122,133,155,128,160,115,143
Y105E8B.4,4618,2923,2673,2160,2501,3378,3244,4113,2823,1872,1485,3320
F37A4.9,5303,2915,3217,2960,3173,3032,3190,4132,3009,3718,2378,3377
C50C3.8,7415,4269,4455,4164,4289,4667,4909,6391,4337,4714,2986,5018
T16H12.5a,414,194,248,227,265,240,288,353,287,215,187,305
C07D10.2a,934,511,538,526,583,576,599,813,571,508,359,609
F29C12.5,58,16,34,35,34,20,21,28,44,26,55,36
T07H3.2,29,10,28,24,26,17,32,27,33,27,37,23
T07H3.1,240,91,146,112,173,121,146,149,213,124,218,129
F59H6.11,1384,464,828,731,868,530,600,655,869,743,917,709
F52C6.10,268,103,150,146,155,133,170,177,186,139,173,141
Y49F6C.3,933,362,640,471,751,424,501,591,801,512,855,666
Y105E8A.5,18,12,7,6,13,15,34,40,25,29,29,30
F20D12.3,55,19,31,26,34,23,44,53,67,54,76,69
R01H10.6,84,38,70,52,68,47,60,103,71,83,85,88
T25F10.5,23,25,36,8,28,24,30,38,41,35,35,36
C48B6.8,42,15,49,37,29,22,48,71,89,49,67,63
T13C5.5,967,435,808,596,757,571,618,839,776,845,871,855
K02A4.1,7990,3441,4996,3515,5905,4389,5098,5592,6359,4011,6126,5554
M7.3,67,19,39,43,57,25,34,65,50,46,55,51
Y46G5A.24,30,31,22,18,27,23,19,28,30,22,31,34
F53C3.12,427,197,301,191,333,196,271,318,373,268,381,320
F54C9.6a,43,26,33,32,28,37,28,27,26,33,24,31
BE0003N10.1,770,414,396,391,405,487,461,594,390,299,236,514
BE0003N10.3a,171,105,129,92,135,115,142,215,194,122,124,173
BE10.1,2,1,0,1,0,1,0,1,0,0,1,1
BE10.3,97,58,74,60,67,66,72,102,61,55,73,79
BE10.4,29,14,15,10,17,10,8,20,16,11,15,21
BE10.5,1,4,4,3,4,1,0,3,5,4,2,0
T19E7.3a,2135,827,1297,1203,1366,1010,1127,1263,1357,1302,1425,1187
Y39B6A.12a,63,37,32,26,43,25,33,59,46,31,25,31
Y47D3B.9,1591,890,1128,743,1027,1042,1039,1391,1210,924,907,1286
C54C6.2,1010,644,656,493,611,760,732,1065,741,618,523,902
C43G2.2a,1046,473,775,516,847,618,754,1032,1086,917,962,987
T27F2.3,3987,1437,2381,2299,2859,1633,1848,2129,2434,2354,2714,2171
C50B8.2,1429,831,803,768,814,856,888,1184,821,649,538,985
C09G5.6,12,4,0,6,7,9,5,7,2,2,5,3
F59E12.12,15,8,4,11,4,14,4,13,5,5,2,4
F56C11.1,267,145,222,113,216,178,182,319,254,230,223,282
K04F10.4a,1382,730,781,766,931,775,843,1111,905,760,801,946
F45G2.5,9,9,13,9,14,8,7,9,8,10,13,9
F25D7.3a,373,200,287,153,305,260,301,433,402,284,276,440
F23B12.8a,4361,2486,2377,2030,2290,2686,2685,3421,2403,2255,1484,2890
F09E5.17,4509,1397,2655,2303,3073,1735,1970,2101,2775,2282,3341,2390
F13H8.10a,137,89,88,68,73,79,106,128,81,91,59,120
F54B11.6,721,306,541,442,577,366,410,513,520,464,657,544
F23H11.1,4446,1751,2585,2457,3070,2156,2504,2811,2737,2675,2561,2804
C36A4.8a,1243,675,632,590,638,715,738,912,663,525,420,725
T07E3.5,1717,836,978,969,1028,923,1020,1220,1022,1066,746,1120
K04C2.4,1703,977,957,895,920,1143,1144,1378,1031,807,546,1186
C53B4.7a,52,19,23,27,46,34,55,53,79,36,63,49
Y39E4B.9a,14,8,21,19,23,17,18,9,20,13,22,17
B0464.4a,2470,1475,1465,1156,1441,1805,1781,2246,1619,1444,1000,2013
Y73E7A.7a,555,308,369,245,296,324,358,431,333,285,219,412
F45E12.2a,2232,1204,1272,1113,1218,1413,1392,1863,1281,1412,821,1529
F56A3.5,44,26,41,19,33,35,35,50,57,39,54,58
Y79H2A.1a,417,296,384,149,307,391,307,667,401,332,274,581
F40G9.4,116,41,60,51,72,50,48,60,70,68,89,45
K02E7.9,518,221,409,283,424,245,270,356,391,397,361,332
M01D1.3,685,282,418,327,465,292,310,421,480,387,415,398
ZC204.3,60,40,46,46,62,46,34,49,46,39,35,59
ZC204.11,41,32,37,46,31,34,31,42,41,32,22,38
Y57A10B.3,449,166,295,255,285,172,244,300,249,338,332,239
C08E3.2,1,1,1,1,1,0,1,5,1,2,0,2
F39E9.2,166,36,81,62,105,73,100,93,96,67,131,87
F39E9.11,146,56,91,88,121,62,84,107,127,102,141,105
F39E9.12,10,1,6,3,8,2,5,10,4,5,6,7
F57C2.2,2302,769,1313,1169,1651,892,1083,1144,1417,1175,1593,1154
T25D10.5,2,3,8,2,2,4,2,4,1,2,3,4
F57C2.1,459,174,292,264,325,191,214,272,278,277,310,277
F47C10.2,132,41,81,54,99,51,62,62,100,85,113,64
B0047.2,90,37,70,61,65,55,60,71,52,58,47,60
F59H6.12,706,206,452,366,611,266,297,327,541,330,622,397
W05G11.5,5,3,2,1,3,2,1,1,4,2,5,0
F45C12.7,1256,624,870,710,856,698,661,889,789,814,778,862
F45C12.12,256,142,172,167,172,158,139,188,152,199,152,143
F45C12.6,418,203,357,270,351,226,289,341,315,326,348,313
F45C12.4,277,92,148,126,202,92,163,162,208,155,256,185
F15D4.1,2385,1465,1267,1083,1262,1560,1489,1863,1353,925,757,1532
R06C7.8,9105,4837,4960,4463,5145,5370,5476,6848,4975,4537,3373,5965
Y54G9A.6,3972,2389,2312,1959,2373,2704,2449,3394,2325,1600,1324,2780
ZK678.8,72,27,61,43,53,53,54,100,110,84,111,95
T07F10.4a,36,26,45,18,29,36,56,55,58,48,61,57
T23F2.1,85,47,61,38,54,64,135,245,167,119,142,191
F57B9.5,3045,1755,1916,1670,1924,1916,1925,2623,1889,1874,1305,2137
C01A2.1a,41,23,28,25,29,37,25,45,43,27,24,34
C01A2.2a,85,37,60,39,56,47,69,93,82,81,71,88
C01A2.4,2518,910,1702,1388,1796,1177,1239,1379,1700,1496,1915,1425
C01A2.6,4,4,0,1,1,2,3,1,0,2,5,3
C01A2.9,3,0,1,0,1,0,0,0,1,0,0,0
C01B10.10,468,160,267,223,358,186,243,286,413,247,447,353
C01B10.11,620,309,474,372,534,372,506,773,701,588,783,784
C01B10.3,604,196,375,325,490,321,292,387,450,342,561,480
C01B10.4a,235,79,126,123,182,125,139,114,156,129,203,131
C01B10.6a,93,52,61,48,75,58,64,79,131,69,124,86
C01B10.7a,4,0,3,1,4,4,0,0,3,0,3,1
C01B10.8,3209,1611,1942,1775,2166,1915,1857,2525,1900,2223,1650,2140
C01B10.9,4280,1426,2262,2197,2796,1733,2090,2375,2685,2162,2610,2308
C01B12.8,1889,796,1033,1055,1110,958,1042,1235,1110,1149,936,962
C01B4.6,0,0,0,0,0,0,0,0,0,0,0,0
C01B4.7a,0,0,0,0,0,0,0,0,0,0,0,0
C01B4.8a,0,0,0,0,0,0,0,0,0,0,0,0
C01B7.7,0,0,0,0,0,0,0,0,0,0,0,0
C01B9.1a,1,1,2,3,4,2,3,1,2,2,3,2
C01C10.2a,80,29,79,45,80,48,61,71,92,62,94,90
C01C4.2,1,1,2,3,2,0,0,0,0,0,2,0
C01C4.3a,40,17,22,17,25,24,30,31,16,20,24,27
C01F1.3a,272,157,214,136,188,187,188,324,285,229,208,301
C01F1.4,21,7,7,10,13,9,12,11,12,14,8,18
C01F1.5,8,8,9,5,10,6,14,19,19,13,15,17
C01F1.6,2136,1339,1219,1005,1040,1568,1419,1926,1181,893,595,1532
C01F6.2,45,19,29,27,34,23,35,32,30,38,32,34
C01F6.9a,5588,1970,3436,3086,3914,2121,2566,3087,3582,3539,4247,3072
C01G10.1,11,7,3,2,4,2,3,5,2,2,5,1
C01G10.10a,805,363,525,475,580,387,468,515,474,508,466,492
C01G10.14,0,0,1,0,0,0,0,0,0,0,0,0
C01G10.15,30,13,24,13,39,9,8,19,16,15,36,12
C01G10.16,6,2,3,1,4,3,4,0,5,0,4,7
C01G10.17,61,11,35,38,51,24,26,25,36,31,50,22
C01G10.18,0,0,0,0,0,1,0,0,0,0,1,0
C01G10.4,178,56,109,109,150,68,54,65,96,70,137,67
C01G10.5,232,51,130,112,174,86,88,90,156,69,180,103
C01G10.6,16,4,10,15,9,4,7,14,10,15,21,14
C01G10.7,1788,884,980,954,1127,911,1021,1180,959,1143,855,995
C01G10.9,656,261,447,325,492,298,341,430,461,444,486,392
C01G12.13,2,0,0,0,2,0,2,0,0,1,1,2
C01G12.3,209,90,125,94,139,94,97,102,150,101,168,128
C01G12.5,2,0,0,2,3,4,1,1,2,1,2,3
C01G12.7,4,3,8,2,7,8,5,7,6,7,9,11
C01G12.9,3,0,2,3,2,0,5,2,1,2,0,0
C01G5.3,1,2,2,0,1,2,0,1,1,0,1,0
C01G5.4a,3,0,1,0,1,1,0,3,1,1,1,2
C01G5.5,1139,569,599,572,680,619,663,816,636,640,482,685
C01G5.7a,0,2,4,6,2,3,2,10,3,3,4,6
C01G5.9,124,44,92,67,76,69,91,117,124,93,126,103
C01G6.2,15,4,15,10,14,8,7,9,14,9,11,11
C01G6.3,7572,3906,5984,4630,5387,4694,4698,6456,5010,6806,4857,5632
C01G6.4,2098,971,1382,1277,1386,1144,1350,1574,1377,1566,1292,1412
C01G6.5,6508,3734,3524,2765,3264,4570,4185,5620,4067,2536,2233,4791
C01G6.9,64,22,34,23,49,28,72,93,101,72,112,90
C01G8.1a,581,349,362,309,320,426,461,501,387,265,198,489
C01H6.3,22,5,13,12,19,9,16,17,29,14,29,19
C01H6.4,539,219,342,301,412,232,284,320,508,317,525,392
C01H6.8a,91,17,39,35,72,22,44,45,81,39,75,80
C02B10.3,374,285,407,223,401,372,407,646,529,512,469,606
C02B10.4,5464,2848,3219,2790,3352,3249,3183,3942,3058,2564,2308,3466
C02B10.5a,2434,1485,1517,1061,1438,1729,1671,2075,1462,1115,868,1723
C02B10.6,0,0,0,0,0,0,0,0,0,0,0,0
C02B4.3,0,0,0,0,0,0,0,0,0,0,0,0
C02B8.1,44,16,35,18,27,19,23,19,25,16,24,21
C02B8.3,23,14,18,9,12,10,19,18,10,12,16,18
C02B8.6,489,252,323,260,446,335,402,476,482,345,407,466
C02B8.7,0,0,0,0,0,0,0,0,0,0,0,0
C02D5.2a,22,9,17,13,25,15,17,27,29,25,18,22
C02E7.10,9,5,5,5,6,3,8,5,9,3,8,7
C02E7.6,143,62,101,76,123,81,205,373,285,237,212,316
C02E7.7,42,17,20,29,28,22,63,73,62,60,48,59
C02E7.8,0,0,0,0,0,0,0,0,0,0,0,1
C02F12.5,548,300,681,258,652,528,457,841,796,767,727,1030
C02F12.8,665,418,403,327,377,469,460,633,466,319,244,519
C02F12.9,0,0,1,0,1,0,0,0,1,0,1,0
C02F4.4,45,14,30,11,35,15,19,45,48,46,66,45
C02F4.5,0,0,0,0,0,0,0,0,0,0,0,0
C02F5.10,72,22,42,43,52,33,32,37,37,37,70,50
C02F5.12,537,271,323,250,311,280,270,364,342,287,308,323
C02F5.13,1822,640,1060,1058,1349,790,879,991,1044,1036,1224,1003
C02F5.14,199,67,138,110,160,123,119,104,136,103,153,125
C02F5.2,9,4,8,5,6,4,8,7,7,4,9,7
C02F5.3,4263,1624,2645,2310,2998,1928,2064,2643,2788,2819,2825,2528
C02F5.5,18,3,0,6,10,4,7,5,2,6,3,1
C02G6.3,6,2,2,4,4,2,9,9,12,9,12,4
C02H6.1,0,1,3,1,1,0,0,0,0,3,4,3
C03A3.1a,113,36,59,41,84,43,76,76,111,68,110,110
C03A3.2,1508,829,930,676,935,1038,1057,1393,1052,852,744,1131
C03A3.3,4,1,5,3,10,2,12,9,10,5,17,7
C03A7.13,17,7,17,7,17,14,19,21,19,13,19,16
C03B1.1,5,1,3,2,3,0,4,1,3,4,3,2
C03B1.10,0,0,0,0,0,0,0,1,0,0,0,0
C03B1.13,318,134,191,153,237,154,212,244,240,199,291,235
C03B1.14,345,112,205,185,250,144,174,179,275,186,290,179
C03B1.2,2,1,3,6,5,3,8,5,5,1,4,4
C03B1.3,0,0,0,0,0,1,0,0,1,0,0,0
C03B1.4,1,0,0,0,0,0,1,0,3,2,1,0
C03B1.5,9,4,8,10,8,4,6,11,5,7,11,15
C03B1.6a,5,4,3,3,2,4,1,1,3,0,4,8
C03B1.7a,535,300,342,283,357,337,357,503,405,316,348,445
C03B1.9,1,1,0,2,1,0,0,0,0,0,0,0
C03B8.2,79,35,33,48,61,41,60,41,51,54,45,33
C03B8.3,8,3,3,6,4,3,3,9,4,4,1,3
C03C10.2,12,6,3,5,9,4,3,11,7,3,9,10
C03C10.5,147,57,96,72,121,73,99,150,139,116,131,136
C03C10.7,4,2,2,2,4,7,2,7,2,1,3,2
C03C11.1,3,1,6,3,7,5,4,1,3,3,2,0
C03D6.1,175,52,120,73,121,84,82,90,99,97,128,106
C03E10.1,0,0,0,0,0,0,0,0,0,0,0,0
C03E10.3,48,23,27,31,41,17,23,34,31,36,34,28
C03F11.2,8,2,9,6,8,0,12,13,9,12,5,5
C03F11.4,212,88,141,129,179,104,131,141,199,103,176,145
C03G6.17,80,27,62,43,49,39,48,73,46,75,62,61
C03G6.5,70,18,43,40,44,18,41,30,55,35,44,33
C03G6.6,0,0,1,0,0,0,0,1,0,0,2,0
C03H12.1a,900,441,581,410,603,590,572,776,633,546,496,666
C03H5.3a,1893,960,1245,1177,1291,1029,1074,1395,1168,1541,987,1229
C03H5.5,211,92,126,106,139,74,132,170,154,134,131,125
C03H5.6,11,3,4,1,3,4,13,22,14,11,6,17
C03H5.7a,39,19,21,19,25,21,21,29,28,19,15,21
C04A11.1a,11,12,11,5,18,10,15,23,26,13,20,21
C04A11.2,381,208,271,197,243,280,239,326,278,233,219,339
C04A11.5,16,6,12,3,19,5,5,10,20,8,19,17
C04B4.1,0,0,1,0,0,0,3,3,2,0,1,1
C04B4.2,1611,1108,997,802,843,1195,1164,1506,896,831,464,1220
C04B4.4,0,0,0,0,0,0,0,0,1,2,2,0
C04B4.5,0,0,0,0,0,0,0,0,0,0,0,0
C04B4.6,0,0,0,0,0,0,0,0,0,0,0,0
C04C11.1a,51,21,59,22,59,32,37,59,56,37,53,56
C04C3.4,14,10,5,8,14,10,3,5,13,8,8,6
C04C3.6,1,0,1,0,1,0,2,0,2,0,0,1
C04C3.7,0,0,0,0,0,0,0,0,0,0,0,0
C04E12.10,4,3,6,1,2,2,3,0,1,5,2,7
C04E12.2,1,0,0,0,0,0,0,0,0,0,0,0
C04E12.4,164,77,102,51,115,91,100,117,103,80,100,138
C04E12.5a,29,11,19,19,22,11,18,14,21,23,26,21
C04E12.6,0,0,2,0,0,1,0,1,1,1,1,2
C04E6.11,2099,1031,1091,1127,1195,1154,1215,1580,1149,1051,856,1246
C04E6.13,105,23,60,51,66,39,49,41,70,60,81,54
C04E6.4,0,0,0,1,0,0,0,0,0,0,0,1
C04E6.5,3,2,3,1,0,0,2,2,0,1,1,0
C04E6.7,185,81,108,107,135,86,113,128,166,110,201,160
C04E6.8,5,0,2,4,1,0,1,2,2,1,0,5
C04E7.1,0,0,0,0,0,0,0,0,0,0,0,1
C04E7.3,43,26,27,26,34,34,37,53,34,38,44,36
C04E7.5,45,16,27,24,30,13,19,17,27,14,29,31
C04F1.1,9,2,3,2,6,4,7,2,10,1,6,9
C04F12.1,1128,651,640,554,600,786,752,1047,682,568,433,850
C04F12.12,0,2,2,0,1,0,1,2,1,0,3,0
C04F12.5,548,313,331,368,371,320,310,393,308,463,279,332
C04F12.6,0,0,0,0,0,0,0,0,0,0,0,0
C04F12.7,24,7,9,10,8,4,6,10,4,6,3,5
