external_gene_name,Uniq_reads_num.5784560.,Uniq_reads_num.5230459.
T22G5.6,20,37
T22H6.2a,3,4
T22H6.5,8,47
T22H6.6c,73,223
T22H6.7,2,1
T22H9.1,474,311
T22H9.4,1,1
T23B12.1,407,213
T23B12.11,10,32
T23B12.2,638,379
T23B12.3,776,530
T23B12.6,931,660
T23B12.7,885,611
T23B3.1a,29,19
T23B3.2,70,165
T23B3.5,59,668
T23B3.6,12,9
T23B5.1a,389,245
T23B5.3d,57,52
T23B5.4a,6,2
T23B7.1,2,27
T23B7.2,5,54
T23C6.3,890,1328
T23C6.4,37,23
T23D8.1,1048,718
T23D8.2,4,1
T23D8.3,1207,801
T23D8.4,4736,2475
T23D8.5,33,17
T23D8.6,175,73
T23D8.8,1,8
T23D8.9b,203,108
T23E7.2d,258,457
T23E7.4,15,50
T23F1.6,1,1
T23F11.1,664,437
T23F11.2,6,75
T23F11.6,12,5
T23F2.1,2,2
T23F2.3,11,38
T23F2.5,251,203
T23F4.2,48,34
T23F6.1,4,18
T23F6.3,11,170
T23G11.1,15,234
T23G11.11,6,12
T23G11.2,1060,565
T23G11.3,9632,5258
T23G11.4,419,296
T23G11.5a,320,204
T23G11.6c,13,19
T23G11.7a,220,124
T23G11.7b,1127,769
T23G4.1,59,118
T23G5.1,6098,2798
T23G5.2a,642,400
T23G5.6,19,30
T23G7.1,1589,827
T23G7.2a,231,139
T23G7.3,1134,932
T23H2.2,28,60
T23H2.5,656,517
T23H4.2,66,128
T24A11.1a,404,203
T24A11.1b,338,297
T24A11.3,30,46
T24A6.1,60,47
T24A6.20,37,54
T24B1.1,648,400
T24B8.1a,1738,1378
T24B8.2,740,477
T24B8.3a,35,49
T24B8.6,8,10
T24C12.2,8,9
T24C2.1,1,20
T24C2.5,42,126
T24C4.1,1369,804
T24C4.6a,18,12
T24C4.6b,170,104
T24D1.1b,415,237
T24D1.2,1226,686
T24D1.3,1448,824
T24D1.5,746,397
T24D8.5,4,12
T24E12.1,63,34
T24F1.1,616,404
T24F1.2,1527,898
T24F1.3a,2,3
T24F1.5,24,44
T24G10.2,1524,944
T24H10.3,619,322
T24H10.4,773,445
T24H10.6,176,161
T24H10.7a,13,6
T24H10.7b,4,3
T24H10.7c,4,2
T24H10.7d,17,22
T24H10.7e,8,16
T24H7.1,2168,1263
T24H7.2,2807,2113
T24H7.3,132,82
T24H7.4,68,42
T24H7.5c,699,641
T25B6.2,30,52
T25B9.10a,11,27
T25B9.11a,2,5
T25B9.8,181,125
T25B9.9,1901,1784
T25C12.2,1,4
T25C8.2,2381,3688
T25D10.1,124,130
T25D10.4,18,58
T25D10.5,5,49
T25D3.2,690,491
T25D3.3,33,88
T25E12.5,2431,1119
T25E12.6,25,13
T25F10.2,44,102
T25F10.3,14,40
T25F10.6a,1852,3643
T25G12.3,17,18
T25G12.4,79,107
T25G12.5,380,391
T25G3.1,233,132
T25G3.2,9386,4677
T25G3.3,2770,1496
T25G3.4,1997,1596
T26A5.2a,347,226
T26A5.4,794,460
T26A5.5a,1736,872
T26A5.5b,3,1
T26A5.6,536,304
T26A5.7a,451,268
T26A5.8,182,108
T26A5.9,1708,1356
T26A8.1,1317,769
T26A8.3,1,2
T26C11.6,163,84
T26C11.7,180,95
T26C12.1,797,576
T26C12.4,6,4
T26C5.1,31,35
T26C5.2,1,6
T26C5.3b,12,22
T26C5.3d,4,6
T26C5.4,12,18
T26C5.5,3,2
T26E3.2,7,14
T26E3.3a,154,116
T26E3.4,504,337
T26F2.2,2,1
T26F2.3,1,3
T26G10.1,931,611
T26H10.1,9,23
T26H2.9,5,14
T27A1.2,49,80
T27A1.4,74,140
T27A1.5a,7,5
T27A1.6,1,1
T27A10.3a,118,187
T27A10.6,71,183
T27A10.7,50,78
T27A3.1c,43,60
T27A3.1d,2,2
T27A3.2,2488,1528
T27A3.3,5,99
T27A3.4,51,743
T27A3.7,590,378
T27A8.2,29,9
T27B1.1,71,58
T27B7.3,1,1
T27B7.6a,15,14
T27C10.6,389,272
T27C10.7,13,97
T27C10.8,5,53
T27C4.1,30,76
T27C4.4a,94,59
T27D1.1,579,363
T27E4.1,11,47
T27E4.4,27,96
T27E4.7,1,9
T27E7.1,23,293
T27E9.1a,6481,6546
T27E9.2,155,177
T27E9.3,454,266
T27E9.7,2775,1929
T27E9.8,3,1
T27F2.1,1079,716
T27F2.3,268,204
T27F2.4,62,38
T27F6.10,1,2
T27F6.4,881,490
T27F6.5a,137,59
T27F6.6,220,157
T27F6.7,153,105
T27F6.8,29,32
T27F7.1,716,487
T27F7.3,669,438
T27F7.4,296,176
T28A11.17,10,20
T28A11.19,8,11
T28A11.2b,94,136
T28A11.3,2,1
T28A8.3,631,351
T28A8.5,181,126
T28A8.7,632,383
T28A8.8a,14,4
T28B11.1,1651,1316
T28B4.1a,1,2
T28B4.1b,1,3
T28B4.3,399,703
T28B4.4,2,4
T28B8.1,176,336
T28B8.2,2,6
T28B8.6,1,78
T28C12.4a,4,13
T28C6.8,22,47
T28D6.2,40,65
T28D6.3,3,7
T28D6.6,1308,749
T28D6.9,101,75
T28D9.1,618,649
T28D9.10,1035,614
T28D9.2a,391,198
T28D9.2b,10,2
T28D9.4b,989,613
T28D9.7,17,18
T28D9.9,6,23
T28F12.3,1392,847
T28F2.2,103,94
T28F2.4b,11,9
T28F4.1,107,84
T28F4.4,447,693
T28F4.5,3016,4461
T28H10.1,52,36
T28H10.2,8,15
T28H10.3,309,363
T28H11.1,25,291
T28H11.4,26,21
T28H11.7,6,76
VC5.3a,2804,5757
VC5.4,1179,695
VC5.5,17,47
VF13D12L.1,1063,1013
VF13D12L.3,497,573
VF36H2L.1,601,311
VF39H2L.1,441,323
VW02B12L.1,1639,2200
VW02B12L.2,2,4
VW02B12L.3,773,528
VW02B12L.4,591,309
VW06B3R.1a,19,44
VW06B3R.1b,1,13
W01A11.1,944,1224
W01A11.3a,7,10
W01A11.4,835,725
W01A11.6,27,30
W01A11.7,6,7
W01A8.1b,40,28
W01A8.1c,89,46
W01A8.2,163,83
W01A8.4,519,513
W01A8.6,1,7
W01A8.8,80,60
W01B11.3,3651,2681
W01B11.5a,6,15
W01B11.6a,30,29
W01B6.1,5,12
W01B6.9,2206,1194
W01C8.5a,5,1
W01C9.1,1,4
W01C9.4,3,60
W01C9.5,2,3
W01D2.1,2667,2419
W01D2.2a,2,1
W01D2.3,72,115
W01D2.5,393,201
W01F3.2,157,223
W01G7.1,147,249
W01G7.3,439,263
W01G7.4,417,214
W01G7.5,1837,1027
W02A11.1,201,165
W02A11.2,393,313
W02A11.5,327,448
W02A2.1,5021,8152
W02A2.2,458,868
W02A2.6c,22,11
W02A2.7,8904,4717
W02B12.1,47,61
W02B12.10,650,382
W02B12.11,958,536
W02B12.15b,26,17
W02B12.2,1215,792
W02B12.3a,532,352
W02B12.3b,1,1
W02B12.6a,399,218
W02B12.7,13,84
W02B12.8a,325,197
W02B12.9,369,203
W02B9.1a,1717,997
W02C12.3g,5,8
W02D3.1,427,387
W02D3.11a,341,240
W02D3.12,60,45
W02D3.2,710,455
W02D3.3,5,8
W02D3.4,854,494
W02D3.5,1203,2111
W02D3.6,3,2
W02D3.7,26,36
W02D3.8,550,258
W02D3.9,899,550
W02D7.10,4,1
W02D7.2,29,44
W02D7.4,11,51
W02D7.5,44,39
W02D7.6,388,196
W02D7.7,746,659
W02D9.10,285,558
W02D9.1a,450,239
W02D9.2a,15,8
W02D9.3,401,233
W02D9.5,30,79
W02D9.6,129,272
W02D9.7,363,831
W02F12.2,25,17
W02F12.3,2485,1241
W02F12.4a,310,199
W02F12.5,2827,2425
W02F12.6,546,382
W02G9.1,9,19
W02G9.2,47,72
W02G9.4,51,251
W03A3.1,10,21
W03A5.4,690,463
W03B1.3,2,15
W03B1.4,543,295
W03C9.1,15,51
W03C9.3,988,730
W03C9.4a,11,14
W03C9.5,72,53
W03C9.7,2725,1392
W03C9.8,2,15
W03D2.4,2417,1337
W03D2.5a,19,30
W03D8.9,31,427
W03F11.1,1327,2548
W03F11.3,6,36
W03F11.5,3,3
W03F8.1,162,412
W03F8.3,365,215
W03F8.4,470,285
W03F8.6a,4,6
W03F9.10,2212,1655
W03F9.2a,160,144
W03F9.2b,1,1
W03F9.5,376,229
W03G1.6a,699,365
W03G11.1b,3145,6733
W03G11.2,3,14
W03G11.3,79,187
W03G9.1,167,120
W03G9.4,1867,1368
W03G9.6,3,19
W03G9.8,123,89
W03H9.4c,392,209
W04A8.4,4,7
W04A8.5,14,11
W04B5.3c,1,1
W04B5.4,180,137
W04B5.5,386,256
W04C9.1,192,249
W04C9.2,345,368
W04C9.4,480,297
W04D2.1a,76,187
W04D2.1b,41,70
W04D2.3a,68,60
W04D2.4,1585,800
W04D2.5,513,329
W04D2.6a,2918,1923
W04E12.2,21,8
W04E12.4,2,38
W04E12.6,48,157
W04E12.7,32,63
W04E12.8,346,698
W04G3.11,5,4
W04G3.1b,5,2
W04G3.2,9,10
W04G3.4,1,2
W04G3.5a,8,10
W04G3.6d,13,10
W04G3.8,7,8
W05B10.1,1114,645
W05B10.2,385,221
W05B10.4,2,19
W05B2.1,93,250
W05B2.5,2407,4613
W05B2.6,132,211
W05E10.3,15,42
W05E10.4,163,284
W05E7.1,656,1831
W05E7.3,25,70
W05F2.3,4436,2415
W05F2.5,20,19
W05F2.6,1081,674
W05G11.3,24,26
W05H12.1,6,16
W05H7.1,28,35
W05H7.3,29,23
W05H7.4c,5,11
W05H7.4d,1,1
W05H7.4e,5,1
W05H9.1,916,1683
W05H9.3,163,389
W06A7.2,185,360
W06A7.3a,45,34
W06A7.3b,37,52
W06A7.3d,33,65
W06B11.1,3,3
W06B11.3,93,155
W06D11.2,3,4
W06D12.2,44,105
W06D4.1,363,640
W06D4.2,5,86
W06D4.4,521,314
W06E11.4,499,248
W06E11.5a,218,123
W06F12.1c,1,2
W06F12.1d,1,1
W06G6.11b,3,2
W06H12.1,173,95
W06H3.2a,506,327
W06H8.1b,2,4
W06H8.1d,4,9
W07A12.7,87,59
W07A12.8,5,3
W07A8.2b,5,3
W07A8.2c,27,20
W07A8.3a,335,185
W07B3.2a,1,2
W07B3.2c,3,8
W07B3.2d,4,2
W07B3.2f,1,1
W07B8.1,24,20
W07B8.4,1,3
W07B8.5,2034,1593
W07E11.2,15,67
W07E11.3a,1,3
W07E6.1,1165,889
W07E6.2,305,225
W07E6.4,1121,667
W07G1.3,246,289
W07G4.4,4662,3885
W07G4.5b,123,255
W08A12.2,15,41
W08A12.3,3,9
W08D2.1,17,20
W08D2.4,1256,1888
W08D2.5b,1649,988
W08D2.7,1789,1116
W08E12.1,70,52
W08E12.7,8790,4604
W08E12.8b,3,8
W08E3.1,1451,908
W08E3.2,602,502
W08E3.3,1859,1294
W08E3.4,9,55
W08F4.12,43,74
W08F4.3,1468,920
W08F4.6,7,6
W08F4.8a,1803,1341
W09B12.1,24,25
W09B6.2,232,138
W09B6.3,493,287
W09B6.4a,164,117
W09C2.1a,3,11
W09C2.3a,809,1048
W09C3.6,14,227
W09C3.7,32,97
W09C5.1,1237,1008
W09C5.12,1,2
W09C5.2,1336,694
W09C5.4,2,5
W09C5.6a,2123,1755
W09C5.7b,337,188
W09C5.8,1606,1818
W09D10.1,881,621
W09D10.3,268,152
W09D10.4,446,390
W09D12.1,163,248
W09D6.5,134,268
W09D6.6,993,501
W09G12.1,3,2
W09G12.7,11,43
W09G3.1a,53,44
W09G3.2,270,245
W09G3.3,120,97
W09G3.6b,39,23
W09G3.7a,210,142
W09G3.8,21,17
W09H1.5,514,384
W10C8.2,468,280
W10C8.5,608,1959
W10C8.6,4,5
W10D5.1,169,208
W10D5.2,742,712
W10D9.4,499,295
W10D9.5,168,150
W10D9.6,119,95
W10G11.19,16,43
W10G11.2,5,6
W10G11.20,340,219
W10G6.3,59,258
Y102A11A.5,5,6
Y102A11A.6,17,13
Y102A11A.7,1,2
Y102A11A.9,31,20
Y102A5C.1,240,139
Y102A5C.18,588,323
Y102A5C.19,11,19
Y102A5C.36b,10,21
Y102E9.1a,29,5
Y102E9.2a,16,12
Y102E9.2b,36,15
Y104H12D.1,108,100
Y104H12D.2,468,321
Y104H12D.4,98,56
Y105C5A.1272,9,9
Y105C5A.8a,98,172
Y105C5B.13,2,6
Y105C5B.15,426,459
Y105C5B.18,3,34
Y105C5B.19,134,106
Y105C5B.28a,8,17
Y105C5B.5,314,453
Y105C5B.9,19,28
Y105E8A.10b,1,1
Y105E8A.11,112,96
Y105E8A.12a,14,18
Y105E8A.16,6269,5541
Y105E8A.17a,6,6
Y105E8A.17b,62,26
Y105E8A.19,995,714
Y105E8A.20a,282,193
Y105E8A.22,560,336
Y105E8A.25,796,572
Y105E8A.27,8,78
Y105E8A.4,369,433
Y105E8A.7a,7,15
Y105E8B.1a,667,1618
Y105E8B.1c,39,93
Y105E8B.2a,441,277
Y105E8B.3,1018,601
Y105E8B.4,941,536
Y105E8B.5,346,380
Y105E8B.7,19,18
Y105E8B.8a,21,18
Y105E8B.8c,26,36
Y106G6A.1,250,146
Y106G6A.2a,585,329
Y106G6A.4,2,83
Y106G6A.5a,75,40
Y106G6D.6,15,9
Y106G6D.8,73,115
Y106G6E.5,822,447
Y106G6E.6,729,571
Y106G6G.1,13,59
Y106G6G.4,25,331
Y106G6H.1,6,11
Y106G6H.13,18,149
Y106G6H.14,231,160
Y106G6H.15,341,227
Y106G6H.16,159,103
Y106G6H.2a,1512,1301
Y106G6H.3,3326,3216
Y106G6H.6,711,347
Y106G6H.8,147,86
Y108G3AL.1,2295,1461
Y10G11A.1b,169,133
Y110A2AL.14,465,283
Y110A2AL.2,2,1
Y110A2AL.9,5,21
Y110A2AR.1,616,387
Y110A2AR.3a,448,309
Y110A7A.10,1372,853
Y110A7A.11,332,203
Y110A7A.12,87,153
Y110A7A.13,707,577
Y110A7A.14,2089,1311
Y110A7A.15a,835,504
Y110A7A.17a,1681,1066
Y110A7A.21,37,55
Y110A7A.3,35,35
Y110A7A.4,505,295
Y110A7A.6a,1417,939
Y110A7A.7,125,147
Y110A7A.8,1538,986
Y111B2A.1,256,185
Y111B2A.10a,104,79
Y111B2A.11,1625,1328
Y111B2A.13,36,38
Y111B2A.15,245,201
Y111B2A.16,322,205
Y111B2A.18,1021,561
Y111B2A.2,370,224
Y111B2A.20,445,308
Y111B2A.22a,273,166
Y113G7A.15,4,5
Y113G7A.3,2336,1566
Y113G7A.4a,7,7
Y113G7A.6c,7,18
Y113G7A.8,598,328
Y113G7A.9a,362,209
Y113G7B.16,562,333
Y113G7B.17,4594,2363
Y113G7B.23,1383,870
Y113G7B.24a,286,168
Y113G7B.5a,2,3
Y113G7B.5b,32,30
Y113G7B.7,156,95
Y116A8A.9,1286,830
Y116A8C.10b,54,29
Y116A8C.11,3,8
Y116A8C.12,356,367
Y116A8C.22,21,10
Y116A8C.26b,136,96
Y116A8C.27a,77,44
Y116A8C.28c,120,118
Y116A8C.3,11,18
Y116A8C.32,1238,1030
Y116A8C.34a,434,352
Y116A8C.35,778,832
Y116A8C.42,978,554
Y116F11B.12a,42,35
Y116F11B.17,3,6
Y119C1A.1,605,373
Y119C1B.4,483,261
Y119C1B.9,40,87
Y119D3B.11,656,408
Y119D3B.12a,204,157
Y119D3B.12b,4,3
Y119D3B.13,28,62
Y119D3B.14,491,260
Y119D3B.15,367,236
Y119D3B.17,51,71
Y119D3B.21,455,816
Y119D3B.6,11,12
Y119D3B.8,8,13
Y11D7A.10,173,149
Y11D7A.11,6,4
Y11D7A.12b,15,6
Y11D7A.5,1,3
Y12A6A.1,34,48
Y12A6A.2,1,4
Y14H12A.1,2,3
Y14H12B.1a,45,21
Y14H12B.1b,107,61
Y14H12B.2,1192,752
Y15E3A.1a,1,8
Y15E3A.4,19,26
Y15E3A.5,158,113
Y17D7A.3a,1,1
Y17D7B.4,13,46
Y17G7A.1,2027,1140
Y17G7B.1,3,9
Y17G7B.10b,22,18
Y17G7B.12,198,150
Y17G7B.15a,646,379
Y17G7B.17,624,932
Y17G7B.20a,232,235
Y17G7B.20c,137,112
Y17G7B.21,409,365
Y17G7B.2a,6,8
Y17G7B.2b,14,9
Y17G7B.3,164,110
Y17G7B.4,279,167
Y17G7B.5b,229,127
Y17G7B.7,1004,826
Y17G7B.8,83,42
Y17G9A.2,1,2
Y17G9B.5,626,414
Y17G9B.8,116,71
Y17G9B.9,946,633
Y18D10A.11,1677,773
Y18D10A.13,2450,1585
Y18D10A.16,93,63
Y18D10A.17,13885,6605
Y18D10A.19,2464,2119
Y18D10A.20,2357,1518
Y18D10A.25,6,17
Y18D10A.5,456,385
Y18D10A.9,137,96
Y18H1A.1,12,37
Y18H1A.11,8,21
Y18H1A.2,245,169
Y18H1A.4,141,127
Y18H1A.6,627,312
Y18H1A.7,304,151
Y18H1A.9,2,1
Y20C6A.2,33,30
Y22D7AL.10,565,384
Y22D7AL.15,56,79
Y22D7AL.5a,2219,1360
Y22D7AL.6b,2,3
Y22D7AL.7,118,86
Y22D7AR.10,55,181
Y22D7AR.13,5,3
Y22D7AR.9,8,25
Y22F5A.3a,15,26
Y22F5A.4,606,703
Y22F5A.5,129,11
Y23B4A.2,1,6
Y23H5A.2,110,47
Y23H5A.3,878,463
Y23H5A.4,53,101
Y23H5A.5a,3,7
Y23H5A.5c,8,5
Y23H5A.5d,2,7
Y23H5B.1,1,4
Y23H5B.3,4,5
Y23H5B.6,1369,801
Y24D9A.1a,208,183
Y24D9A.2,321,191
Y24D9A.4a,2102,1666
Y24D9A.8a,543,481
Y24F12A.2,1486,832
Y25C1A.1,5,114
Y25C1A.13,140,160
Y25C1A.5,1622,1007
Y25C1A.6,3,6
Y25C1A.7a,11,6
Y25C1A.8b,236,108
Y26E6A.2,17,14
Y26E6A.3,45,146
Y27F2A.3a,154,158
Y2H9A.1,1657,839
Y2H9A.6,2,5
Y32B12B.2b,473,260
Y32F6A.3,1232,762
Y32F6A.4,30,54
Y32F6B.3,4,4
Y32G9A.10,2,4
Y32G9A.4,5,19
Y32G9A.8,324,317
Y32H12A.3,322,609
Y32H12A.4,746,603
Y32H12A.6,48,20
Y34B4A.11,5,10
Y34B4A.3,121,58
Y34B4A.5,6,27
Y34B4A.6,395,694
Y34B4A.7,113,98
Y34B4A.9,220,363
Y34D9A.10,607,424
Y34D9A.11,4,45
Y34D9A.2,12,14
Y34D9A.4,661,508
Y34D9A.6,352,287
Y34F4.1b,18,36
Y34F4.2a,2,6
Y34F4.4,1,7
Y34F4.5,91,93
Y37A1A.3,13,6
Y37A1B.2b,8,7
Y37A1B.2d,5,7
Y37A1B.5a,184,401
Y37D8A.1,410,258
Y37D8A.10,597,402
Y37D8A.11a,175,93
Y37D8A.12a,171,123
Y37D8A.13,1527,814
Y37D8A.14,2135,2389
Y37D8A.15,78,185
Y37D8A.16,41,66
Y37D8A.18,258,202
Y37D8A.19,281,661
Y37D8A.2,1538,2933
Y37D8A.21,460,288
Y37D8A.22,448,327
Y37D8A.25,56,47
Y37D8A.3,1,12
Y37D8A.6,36,68
Y37D8A.9a,15,12
Y37D8A.9b,36,21
Y37E11AL.2,6,40
Y37E11AL.3a,1116,628
Y37E11AL.7,397,225
Y37E11AM.2,183,132
Y37E11AM.3,56,43
Y37E11AR.2,87,145
Y37E11AR.6,17,12
Y37E11B.10a,5,167
Y37E11B.1b,4,5
Y37E11B.2,5,10
Y37E11B.3,106,78
Y37E11B.5,379,232
Y37E11B.6,63,45
Y37E11B.7,1,3
Y37E11C.1,322,257
Y37E3.10,2091,1302
Y37E3.11a,8,8
Y37E3.11b,7,6
Y37E3.16,119,188
Y37E3.17a,15,6
Y37E3.3,101,89
Y37E3.4,240,205
Y37E3.7,3385,2628
Y37E3.8a,3721,2686
Y37E3.9,2221,1525
Y37F4.1,106,270
Y37H2A.1,506,329
Y37H2A.14,6,51
Y37H9A.1b,10,7
Y37H9A.5,12,15
Y37H9A.6,93,87
Y38A10A.5,10592,9995
Y38A10A.6,767,413
Y38A8.1,62,52
Y38A8.2,1103,674
Y38C1AA.11,181,103
Y38C1AA.13,3,7
Y38C1AA.14,159,106
Y38C1AA.1a,263,153
Y38C1AA.3b,197,170
Y38C1AA.4,117,70
Y38C1AA.5c,2,6
Y38C1AA.7,31,238
Y38C1AA.9,7,6
Y38C1AB.8,243,207
Y38C1BA.3,35,16
Y38C9A.2,1888,1388
Y38E10A.10,20,29
Y38E10A.11,3,2
Y38E10A.13,3,7
Y38E10A.14,24,51
Y38E10A.17,39,381
Y38E10A.22,3751,3718
Y38E10A.24,91,128
Y38E10A.25,1,1
Y38E10A.7,130,202
Y38F1A.1,12,130
Y38F1A.10a,1374,874
Y38F1A.2,60,53
Y38F1A.5,51,25
Y38F1A.6,1816,2615
Y38F1A.8,3,7
Y38F2AL.1,11,13
Y38F2AL.3a,851,790
Y38F2AL.3b,2,3
Y38F2AL.4,164,179
Y38F2AL.5,3,1
Y38F2AR.1,192,112
Y38F2AR.2,1451,1181
Y38F2AR.3,299,209
Y38F2AR.7,496,348
Y38F2AR.9,160,131
Y38H6C.16,10,4
Y38H6C.19,2,10
Y38H6C.1a,314,523
Y38H6C.23,23,12
Y38H8A.1,3,3
Y38H8A.3,10,209
Y38H8A.4,7,107
Y38H8A.5,3,3
Y39A1A.13,399,217
Y39A1A.14,242,169
Y39A1A.15a,6,8
Y39A1A.15b,38,27
Y39A1A.18,1,6
Y39A1A.19,15,21
Y39A1A.1b,9,2
Y39A1A.20,22,12
Y39A1A.21a,128,83
Y39A1A.24,99,98
Y39A1A.3,282,161
Y39A1A.5,727,440
Y39A1A.6,273,185
Y39A1A.7,334,259
Y39A1A.8,39,43
Y39A1B.3,1722,1014
Y39A1C.2,756,433
Y39A1C.3,5101,4518
Y39A1C.4,974,570
Y39A3CL.1,619,339
Y39A3CL.5a,43,116
Y39A3CL.6,125,170
Y39A3CL.7b,726,452
Y39A3CR.1a,250,105
Y39A3CR.4,229,238
Y39A3CR.5,12,3
Y39A3CR.7,203,134
Y39B6A.1,3964,9037
Y39B6A.10,139,85
Y39B6A.12a,1,3
Y39B6A.12b,3,5
Y39B6A.13,205,124
Y39B6A.14,971,645
Y39B6A.17b,2,3
Y39B6A.20,10372,17420
Y39B6A.24,4,59
Y39B6A.33,1030,892
Y39B6A.34,74,54
Y39B6A.35,553,356
Y39B6A.36,1164,812
Y39B6A.38,227,166
Y39B6A.39b,316,189
Y39B6A.3a,5,7
Y39B6A.3b,4,2
Y39B6A.40,85,37
Y39B6A.42,266,219
Y39B6A.5a,32,69
Y39B6A.6,3,1
Y39C12A.8,456,234
Y39E4A.2a,5,4
Y39E4A.2b,9,5
Y39E4A.3b,1,3
Y39E4B.11,5,29
Y39E4B.12a,23,20
Y39E4B.12c,25,14
Y39E4B.13,4,20
Y39E4B.2,1435,792
Y39E4B.3a,432,464
Y39E4B.6,19,53
Y39E4B.9b,3,3
Y39F10B.1b,818,571
Y39F10C.3,1,5
Y39G10AL.1,1,1
Y39G10AL.3,669,436
Y39G10AR.10,44,62
Y39G10AR.12a,183,122
Y39G10AR.12b,1,1
Y39G10AR.13,1879,1014
Y39G10AR.14,2436,1201
Y39G10AR.16,5,64
Y39G10AR.2,1109,645
Y39G10AR.20,90,67
Y39G10AR.25,1,14
Y39G10AR.6,10,9
Y39G10AR.7,795,474
Y39G10AR.8,2230,1207
Y39G10AR.9a,696,342
Y39G8B.1a,17,50
Y39G8B.1b,4,8
Y39G8B.2,78,44
Y39G8B.9,3,5
Y39H10A.1,6,5
Y39H10A.3a,65,47
Y39H10A.7a,262,167
Y39H10B.2a,14,45
Y40A1A.3,1,1
Y40B10A.1b,2532,1895
Y40B10A.2,70,150
Y40B10A.8,380,309
Y40B10A.9,51,52
Y40B1A.1a,71,41
Y40B1A.1b,1,2
Y40B1B.5,1105,665
Y40B1B.6,945,557
Y40B1B.7,373,266
Y40B1B.8,733,433
Y40C5A.1,53,98
Y40D12A.1a,258,198
Y40D12A.2,46,64
Y40G12A.1,426,244
Y40H7A.10,264,602
Y40H7A.4b,3,1
Y41C4A.10,415,225
Y41C4A.12b,6,6
Y41C4A.13,20,27
Y41C4A.14,135,56
Y41C4A.16,679,771
Y41C4A.18,1,22
Y41C4A.4b,8,6
Y41C4A.4c,10,5
Y41C4A.4d,5,8
Y41C4A.7,3,24
Y41D4A.5,1276,841
Y41D4A.6,306,195
Y41D4B.10,7,5
Y41D4B.11,1078,629
Y41D4B.13,671,397
Y41D4B.14,5,1
Y41D4B.16,40,30
Y41D4B.17,4,9
Y41D4B.18,1,1
Y41D4B.19a,570,324
Y41D4B.27,14,28
Y41D4B.5,2203,2354
Y41D4B.7,10,20
Y41D4B.8,12,29
Y41D4B.9,29,45
Y41E3.10a,2163,1669
Y41E3.1a,1466,933
Y41E3.2,67,45
Y41E3.22,4,3
Y41E3.3,5,15
Y41E3.7a,50,35
Y41E3.8,52,31
Y41G9A.1,5,5
Y42A5A.5,25,19
Y42G9A.1,9,6
Y42G9A.2,11,28
Y42G9A.3a,6,2
Y42G9A.4b,22,35
Y42G9A.4d,6,4
Y42H9B.3,858,496
Y43B11AR.1,108,144
Y43B11AR.4,17920,13763
Y43C5A.1,10,78
Y43C5A.2,353,802
Y43C5A.3,8,5
Y43C5A.5,236,150
Y43C5A.6a,28,15
Y43E12A.2,42,86
Y43E12A.3a,596,343
Y43F4B.10,273,150
Y43F4B.4,695,396
Y43F4B.5a,563,419
Y43F4B.6,4294,2464
Y43F4B.7,389,247
Y43F4B.9a,66,37
Y43F8A.2,22,297
Y43F8B.1c,273,627
Y43F8B.2b,97,68
Y43F8B.2d,2,2
Y43F8B.9,7,5
Y43F8C.13,96,143
Y43F8C.2,2,2
Y43F8C.20,3,1
Y43F8C.5,9,54
Y43F8C.7,307,238
Y43F8C.8,113,66
Y43F8C.9,2,61
Y43H11AL.1,862,628
Y43H11AL.2,825,493
Y44A6C.1,29,18
Y44A6C.2,7,4
Y44A6D.2,1,3
Y44A6D.3,33,79
Y44E3A.2,12,30
Y44E3A.3,68,65
Y44E3A.6a,3,5
Y44E3A.6b,36,20
Y44E3B.1b,1,1
Y44F5A.1,260,149
Y45F10A.2,2698,1380
Y45F10A.3,11,32
Y45F10A.5,13,24
Y45F10A.7a,6,8
Y45F10B.13a,5,7
Y45F10B.13b,3,4
Y45F10C.2,11,2
Y45F10C.3,1928,1089
Y45F10C.4,112,219
Y45F10D.10a,4,7
Y45F10D.11b,56,56
Y45F10D.12,12733,10741
Y45F10D.14,1,6
Y45F10D.16,1,3
Y45F10D.2,1,4
Y45F10D.4,352,324
Y45F10D.9,1138,696
Y45F3A.2,111,61
Y45F3A.3a,7,9
Y45F3A.4,8,14
Y45G12B.1a,1761,1312
Y45G12B.2a,62,51
Y45G12C.2,32,139
Y45G5AL.1a,24,34
Y45G5AL.1b,60,24
Y45G5AM.1a,23,24
Y45G5AM.1b,1,1
Y45G5AM.6,12,20
Y45G5AM.7,687,410
Y46C8AL.1,18,304
Y46C8AL.5,10,11
Y46D2A.1,2,4
Y46E12BL.3,567,327
Y46G5A.10,72,72
Y46G5A.12,495,306
Y46G5A.14,1,27
Y46G5A.15,26,48
Y46G5A.17,1495,1240
Y46G5A.18a,27,12
Y46G5A.18b,1,2
Y46G5A.19a,54,76
Y46G5A.2,173,138
Y46G5A.21,283,418
Y46G5A.22a,2,11
Y46G5A.26a,1,3
Y46G5A.30,33,289
Y46G5A.31,1688,1032
Y46G5A.34,11,13
Y46G5A.35,94,58
Y46G5A.5,516,308
Y46G5A.7,8,5
Y46G5A.8,27,13
Y46H3A.2,30634,47241
Y46H3A.3,15133,24694
Y46H3A.6,843,619
Y46H3A.7,265,146
Y46H3B.1,24,39
Y46H3D.5a,16,30
Y46H3D.7,4,8
