external_gene_name,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
C08F11.7,40,48,79,28,74,113
ugt-22,831,1044,880,1224,1663,1787
srz-29,2,0,0,0,1,0
C08F11.10,3,3,5,4,3,2
ule-4,33743,37518,34270,33641,44022,46190
C08F11.12,3411,3810,4192,4472,5672,6095
C08F11.13,317,314,329,322,455,508
C08F11.14,1,5,2,1,3,2
C08H9.1,5,21,13,21,16,19
vgln-1,31992,34365,35423,29376,37745,23897
algn-8,1508,1523,1562,1451,2047,1755
chil-1,5,10,11,6,12,7
chil-2,4,3,2,7,0,1
chil-3,8,11,6,11,15,15
C08H9.8,1,2,3,1,2,3
chil-4,8,12,2,14,14,10
chil-5,7,5,15,11,11,19
chil-6,11,10,6,9,14,11
chil-7,7,3,3,7,9,8
chil-8,9,8,16,18,21,16
C08H9.15,149,162,180,168,258,278
B0285.t1,0,0,0,0,0,0
C09E9.1,773,721,899,894,1145,1127
C09F9.1,7,4,3,5,4,2
C09F9.2,2238,2808,2583,1109,1653,1098
glna-1,393,395,434,375,508,366
C09F9.4,212,235,235,118,160,113
C09F12.2,46,36,40,31,53,54
C09F12.3,2,5,5,4,4,8
C09G1.2,19,19,11,10,9,7
C09G1.3,6,9,8,0,5,8
C09G1.4,114,129,116,85,109,126
C09G1.5,32,35,36,28,40,45
dph-2,1236,1208,1414,1362,1846,1714
C09G5.7,57,48,21,61,62,27
mks-5,80,83,92,49,79,44
C09G9.1,4224,4294,4472,4501,5671,4896
npp-23,3505,3629,3809,3730,5091,4798
C09G9.3,1,5,6,1,2,0
C09G9.5,32,31,27,41,49,31
npax-4,30,25,25,29,49,35
C09G9.8,23,39,19,29,28,28
C09H10.5,1581,1638,1890,1845,2313,2223
nasp-1,8391,7834,9446,8899,10785,8643
apc-17,1128,1233,1237,945,1314,755
glb-4,10,4,15,10,9,8
C09H10.9,6,8,9,10,14,7
nbs-1,867,842,1012,1000,1277,971
pezo-1,6825,7500,6977,5641,7672,5497
C10C5.2,412,470,433,323,429,447
C10C5.3,447,466,325,243,355,253
C10C5.4,594,679,417,353,494,390
C10C5.5,167,162,120,113,185,147
C10C5.7,20,18,19,20,22,38
C10C6.3,2,1,5,2,4,11
wht-2,3707,3760,4194,4226,5423,5015
catp-8,8590,9234,9773,8754,11245,11426
C10C6.7,59,87,90,66,125,162
gpx-5,377,345,446,383,581,508
gpx-3,126,100,146,97,174,142
del-8,10,9,4,4,4,2
C11E4.6,308,366,300,275,337,222
C11E4.7,26,21,20,19,29,36
C11E4.8,3,3,0,3,3,2
C11G6.2,8,9,14,10,9,9
C11G10.1,135,126,172,142,179,218
C11H1.2,473,507,530,437,575,594
C11H1.3,1050,1105,1157,975,1184,1205
C11H1.5,9,34,18,5,18,21
C11H1.7,163,197,204,104,167,153
cbl-1,230,295,218,325,441,390
fubl-1,9753,9833,10255,9106,12180,10292
ttr-19,0,1,1,0,0,0
daf-36,403,452,330,416,548,440
fipr-8,5,6,10,1,13,18
C12D8.9,1,1,0,0,1,1
B0334.12,0,0,0,0,0,0
C12D8.13,2,1,1,2,0,1
fipr-4,7,7,8,4,11,12
C12D8.15,1,2,0,0,1,2
fipr-7,1,8,10,1,4,6
fipr-6,7,7,3,2,6,8
C13B4.1,3040,2996,3385,3169,4194,3279
nhr-153,86,83,77,94,103,110
nhr-154,660,664,736,559,678,777
C13C4.4,551,606,600,394,604,547
spin-1,556,616,482,509,639,545
C13C4.6,174,192,173,158,196,210
C13C4.7,68,77,67,63,88,101
C13C12.2,32,50,36,24,33,42
C13G3.1,529,626,429,324,447,336
pptr-2,4970,4941,5243,4716,6503,3871
dohh-1,2597,2696,2679,2050,3129,2821
algn-9,3566,3675,4370,4092,5055,5159
C14A4.6,99,112,110,102,175,170
C14A4.7,67,67,56,84,107,99
C14A4.8,1,3,3,2,5,2
C14A4.9,31,50,22,25,29,44
ccm-3,2526,2517,2315,2482,3395,3099
C14A4.12,129,129,125,119,147,145
C14A4.13,2,4,7,4,4,2
mrps-22,1870,1964,2202,2032,2645,2971
clec-48,332,464,233,367,414,381
C14A6.3,0,0,0,1,1,0
C14A6.5,0,0,0,0,0,0
C14A6.6,1,2,3,2,1,0
C14A6.7,1,1,0,0,0,0
C14A6.8,1,1,1,0,0,0
C14B1.2,2673,2662,3170,3229,4195,4237
C14B1.3,693,755,767,649,836,674
dph-1,1806,1865,2090,1783,2220,2336
nrde-1,3486,3500,3595,3261,4065,3276
C14B1.7,2837,2785,2962,2827,3485,2270
C14B1.8,1446,1452,1527,1587,2000,1946
C14B1.9,5783,5859,6721,7097,8461,8454
alkb-8,2220,2411,2560,2344,2975,2845
C14B4.2,558,635,557,516,663,533
C14C10.1,3,1,4,2,8,3
C14C10.2,514,591,652,623,718,790
ril-2,6116,6659,6975,6471,7883,6158
mma-1,4659,4937,5231,4820,6009,4433
C14C10.5,13330,14053,13639,12070,16440,9486
erg-28,456,442,497,466,624,619
ttr-43,30,47,46,38,60,62
zipt-13,331,340,299,367,467,473
C14H10.2,1127,1343,1235,829,1098,1025
C14H10.3,996,1077,991,988,1274,1025
lgc-23,16,7,10,10,14,15
C15A7.2,13,20,12,17,21,13
C15A11.2,3,5,5,3,4,6
C15A11.4,110,135,121,123,149,145
C15A11.7,434,364,453,430,539,609
C15C6.1,67,76,57,51,72,69
C15C6.2,7,10,17,11,20,9
C15C6.3,2768,2872,3024,2612,3507,3000
C15C6.4,977,1073,1189,1213,1418,1582
xbx-9,47,50,46,48,49,46
hrg-7,1968,2385,1734,4788,5579,5296
C15C8.4,3242,3259,3482,3691,4350,3979
C15C8.5,11,11,10,10,15,11
C15C8.6,7,7,5,3,7,9
C15C8.7,1086,982,953,1008,1382,1229
C15H7.3,1,2,3,1,5,2
C15H7.4,5,7,11,3,2,4
C15H11.1,0,1,6,1,0,1
gnrr-2,54,58,63,48,77,68
set-31,1291,1285,1610,1500,1933,1743
rpoa-12,719,705,861,878,1138,1210
rrbs-1,3943,3933,4077,3814,4632,3926
C15H11.10,0,1,1,0,0,1
C15H11.11,41,46,39,37,54,50
ocrl-1,3604,3685,4276,4385,5380,5624
C16C2.4,4741,4900,5106,5220,6090,5414
C16C10.1,1743,1756,2115,2177,2654,2883
C16C10.2,2513,2621,2828,2687,3376,2776
hrde-1,21069,19885,22495,20789,26466,15163
C16C10.4,3574,3730,3730,3576,4936,4706
rnf-121,1854,1788,1936,1895,2440,2570
ccdc-55,3696,4015,4026,3811,4598,3449
C16C10.8,1102,1181,1229,1100,1368,1404
C16C10.9,8,7,6,7,3,10
har-1,2399,2410,2375,2513,3315,3051
wht-3,9,22,14,7,16,10
C16C10.13,7,3,0,7,10,6
C16D2.1,12,12,16,24,20,17
C16D6.1,7,3,4,2,4,0
npr-4,33,36,34,29,43,34
C16D6.3,1,0,0,0,0,0
dhhc-7,1521,1404,1685,1576,2088,2068
C17D12.3,2,9,7,3,6,8
C17D12.5,2,4,1,5,4,3
C17D12.7,2704,3030,3238,2510,3368,2946
C17E4.1,14,23,27,15,13,17
C17E4.2,578,583,684,460,660,573
marc-3,5717,5346,6589,6757,8764,8354
C17E4.4,382,412,512,540,633,714
C17E4.6,3814,3827,4018,3759,4771,4172
nkb-1,6741,6618,7155,6928,8626,7478
C17E4.10,4282,4632,4793,4433,5402,4768
folr-1,5,7,3,8,7,8
C17G1.2,1621,1775,1751,1834,2418,2455
ugt-23,588,669,502,586,751,624
nra-3,2269,2274,2326,2033,2628,1956
C17G1.5,176,206,203,107,179,196
cysl-1,297,376,315,289,396,380
C17H1.1,1,4,2,3,3,1
C17H1.2,0,2,3,1,4,4
pals-2,4,2,4,1,2,3
pals-3,9,21,7,3,9,8
pals-4,21,25,24,20,28,23
pals-5,0,0,1,0,0,2
pals-6,47,45,68,55,81,55
pals-7,13,21,13,8,14,13
pals-8,7,10,6,2,7,9
C18B12.1,0,0,0,0,0,0
seb-3,34,32,35,19,31,34
C18B12.4,1790,1825,1952,1719,2288,2339
fbxa-97,118,110,136,118,134,136
C18B12.6,609,712,667,655,894,876
C18D1.2,5,8,6,1,1,5
stg-1,22,29,28,16,28,19
fbxa-136,32,36,23,8,33,26
C18D4.3,0,0,0,0,0,0
C18D4.4,0,0,0,0,0,0
C18D4.6,203,224,208,176,234,188
srz-57,0,0,0,0,1,0
C18D4.8,222,207,145,155,166,133
srz-90,0,0,0,1,0,0
C18D11.1,235,227,204,182,263,317
maa-1,208,256,227,214,242,207
C18D11.3,2593,2447,2765,2976,3593,3380
C18D11.6,233,236,200,130,187,173
C18E9.2,3827,4040,4338,4040,4988,5000
C18E9.4,1523,1507,1483,1604,2021,2228
C18E9.5,308,364,270,307,416,374
tomm-40,4436,4495,4815,4850,6274,5382
C18E9.7,52,78,49,35,42,44
C18E9.8,4,5,4,2,2,2
C18E9.9,489,599,531,502,640,644
sftd-3,1298,1343,1347,1392,1870,1762
C23H4.2,69,67,81,91,118,116
C23H4.3,181,210,175,232,291,282
C23H4.4,28,34,31,22,33,26
C23H4.6,924,958,891,613,717,532
C23H4.7,87,86,78,77,106,99
tram-1,6123,6044,6002,5899,8350,7713
C24F3.2,952,919,1103,1099,1425,1411
qns-1,3577,3669,3962,4025,4974,4006
C24H11.1,11,12,9,4,10,9
C24H11.2,21,10,10,15,19,18
srd-74,6,8,5,3,10,10
C24H11.5,316,296,301,325,448,421
gbf-1,5342,5525,5641,5010,6490,4723
mdt-21,335,383,373,356,414,457
C25A1.1,3131,3267,3366,3507,4252,3456
fath-1,4428,4309,4907,5079,6549,6435
nola-3,0,0,0,0,0,0
clec-87,54382,54753,55079,55488,74734,61546
rsa-1,5663,5832,6301,6273,7832,6585
lid-1,3103,3210,3351,3421,4315,4245
mrpl-34,1294,1171,1368,1283,1882,1638
C25A1.15,1,0,0,1,0,0
C25D7.1,0,0,1,1,1,0
C25D7.2,7,3,3,1,5,3
fbxa-82,33,40,29,35,30,32
C25D7.5,101,97,112,104,154,137
otub-1,4405,4436,4524,4492,6068,5424
C25D7.9,0,0,2,0,0,0
C25D7.10,1243,1187,1256,1456,1711,1700
C25D7.12,145,137,156,115,127,71
C25D7.15,22,32,22,20,39,24
C25F9.2,8,20,17,7,5,3
C25F9.4,76,80,96,94,110,106
C25F9.5,241,245,293,287,292,331
C25F9.6,9,15,15,6,14,5
C25F9.8,0,0,4,0,0,0
C25F9.9,11,19,10,14,25,12
clec-185,9,14,6,10,17,7
C25G4.2,1763,2043,2009,1774,2224,2179
C25G4.3,761,797,835,799,1089,1099
spe-44,484,480,526,512,639,391
smz-1,12,30,28,25,39,14
C25G4.7,19,52,14,24,34,21
C25G4.8,14,11,13,7,14,11
igdb-2,4171,4435,4299,2966,4392,2936
C26C6.4,11,19,18,11,14,23
C26C6.6,3,2,3,3,1,1
glb-8,17,24,12,11,18,20
C26C6.8,5,5,8,4,6,6
C26C6.9,167,184,177,213,271,238
C26D10.3,234,249,227,251,366,272
C26D10.4,123,145,125,106,138,114
C26D10.6,308,354,294,341,403,401
C26E1.1,0,0,0,0,1,0
C26E1.2,265,287,251,226,253,222
ceh-79,137,109,98,91,136,84
syg-2,270,313,328,171,234,186
C26G2.2,204,254,204,239,262,153
wdfy-3,2977,3461,3393,1980,2934,1952
C27A7.1,381,399,381,379,511,493
C27A7.2,5,14,4,6,11,3
C27A7.3,50,43,41,44,58,67
C27A7.5,1272,1176,1225,1082,1500,1256
C27A7.6,1421,1380,1513,1684,2164,2182
C27A7.8,97,106,127,92,90,89
C27A7.9,0,0,0,0,0,0
C27B7.2,775,841,873,892,1091,1200
rad-26,7340,7631,7566,6114,7888,5219
C27B7.5,2600,2746,2794,2977,3868,3084
C27B7.6,17,20,8,14,14,10
C27B7.7,417,343,357,266,350,283
C27B7.9,981,1064,1294,1146,1414,1749
C27C7.1,3672,3906,3652,4108,5445,4209
C27C7.2,0,0,0,0,0,0
C27C7.5,1,1,4,3,3,1
C27C7.7,29,31,19,17,29,16
nhr-259,2,6,4,5,1,8
C27C12.1,972,997,1115,1171,1364,1199
egrh-1,1282,1344,1393,1222,1612,1050
C27C12.3,873,879,914,1067,1199,843
C27C12.4,814,863,872,750,980,1062
acd-3,89,94,72,88,89,97
dmd-4,9,13,4,9,16,6
C27D8.1,6,15,7,8,14,4
C27D8.2,15,15,19,10,19,18
C27D8.3,490,538,439,403,519,358
C27D8.4,1503,1570,1611,1648,2240,2300
ruvb-1,5613,6146,6153,6022,7877,6428
tofu-1,3094,3204,3513,3487,4299,3965
rmd-2,4873,5117,5104,5187,6816,5471
C27H6.8,4498,4701,4695,4507,6201,5613
C28A5.1,2363,2667,2957,2576,3310,2391
C28A5.2,2324,2455,2622,2281,3027,2152
C28A5.6,113,154,138,117,162,117
C28D4.4,4,4,2,2,3,2
C28D4.5,2,2,2,2,4,6
C28D4.7,2,8,5,10,13,14
C28D4.8,1,0,1,0,2,3
C28D4.10,4,2,5,4,8,8
C29A12.1,2113,1984,2396,2492,3547,3451
C29A12.2,111,77,110,99,117,125
nrx-1,477,541,474,298,425,308
C29A12.6,17,19,10,6,16,7
trpa-1,193,225,221,139,192,178
cutl-27,9,11,5,3,12,5
C29F3.3,2,4,2,1,4,2
clec-231,1,3,0,1,5,4
clec-230,10,9,8,2,15,6
C29F3.7,1415,1517,1430,1818,2341,2251
best-7,371,483,300,324,414,346
C29F4.3,8,11,2,4,7,5
C29F7.1,134,180,127,113,163,159
C29F7.2,1716,2212,1500,1395,1670,1474
C29F7.3,588,630,575,602,819,763
jmjd-3.3,96,100,86,55,93,81
C30F2.2,13,8,10,10,11,12
C30F2.3,68,57,59,61,90,73
C30F2.4,0,0,11,10,2,7
C30F2.5,49,67,52,55,86,53
clec-199,26,34,27,24,42,24
clec-201,2,3,1,3,3,0
clec-202,0,2,1,0,5,3
C30H6.5,24,29,16,6,13,13
dlat-2,3435,3879,3782,3732,4661,4541
C30H6.8,780,796,847,847,1109,1151
C30H6.9,943,1024,1114,1148,1465,1387
trh-1,32,27,43,42,36,54
oac-5,4,11,5,20,21,16
srbc-83,0,0,0,0,0,0
srbc-82,8,13,22,15,11,18
oac-6,147,148,123,133,230,207
srxa-7,0,1,0,0,1,1
oac-7,53,46,66,51,60,58
C31C9.2,2874,3116,2817,2298,3185,3037
fbxa-167,118,99,100,97,127,107
fbxa-168,44,40,37,29,32,32
C31C9.6,223,256,231,177,266,186
C31C9.7,85,90,105,119,128,124
C31E10.1,1,3,1,0,2,2
irld-24,2,1,2,2,2,3
C31E10.4,1,3,0,1,1,1
C31E10.5,1910,1923,2024,1749,2217,1752
C31E10.6,703,725,782,552,829,548
cytb-5.1,2173,2554,2033,1838,2459,2279
tbc-19,340,345,328,303,368,295
C31G12.1,358,372,358,307,426,471
clec-245,0,1,1,1,1,3
C31G12.3,1,2,3,1,0,0
C31G12.4,35,48,41,26,30,28
C31H5.1,1,6,3,2,0,5
C31H5.4,756,847,807,627,912,988
C31H5.5,63,80,79,59,72,77
C31H5.6,418,540,404,472,592,530
C31H5.7,34,26,23,31,34,38
mrps-31,759,889,911,868,1089,1269
rilp-1,2568,2604,2869,2947,3444,2624
C32A9.1,7,8,5,3,11,5
C32C4.1,45,54,57,25,49,40
C32C4.3,114,112,124,36,71,66
irg-6,22,23,24,62,104,109
srz-15,1,0,0,1,2,3
C32H11.3,16,14,20,20,19,27
C32H11.4,44,43,32,82,120,126
C32H11.5,10,12,16,7,12,18
C32H11.6,0,0,0,2,0,6
C32H11.7,112,86,99,112,110,120
C32H11.8,3,4,4,1,3,8
C32H11.9,5,28,39,4,13,26
dod-21,8,26,30,8,6,17
C32H11.11,2,1,5,1,1,4
dod-24,519,414,485,1183,1406,1322
dct-19,11,7,4,34,34,52
nfki-1,835,854,808,620,759,555
C33A11.2,405,368,458,348,500,461
C33A12.1,2146,2309,2501,2324,3178,3400
nlp-35,50,56,37,40,52,52
C33A12.3,2029,2175,2140,2128,2799,2493
C33A12.4,245,283,212,136,233,201
ugt-21,168,227,192,195,233,250
ethe-1,250,317,331,316,406,377
gadr-2,436,463,414,354,458,488
ttr-9,0,4,2,3,1,0
C33A12.16,0,0,0,0,0,1
C33A12.19,249,264,215,227,257,230
C33B4.2,2,0,4,1,1,2
C33B4.4,288,270,320,342,393,364
C33B4.5,0,0,0,2,0,1
C33D3.3,10,12,9,11,9,10
C33D3.4,0,1,0,1,0,1
C33D3.5,3,1,2,1,3,3
clec-182,2,2,1,0,0,1
C33D9.3,153,165,168,140,188,154
C33D9.5,931,1059,1034,543,670,725
C33D9.6,981,1184,1171,618,837,783
C33D9.8,21,17,22,24,33,31
C33D9.9,21,31,28,7,19,29
lgc-21,47,103,53,42,66,54
C33G3.4,508,534,517,362,497,494
C33G3.5,0,2,4,1,0,0
C33G3.6,643,599,649,545,625,453
C34B4.2,1117,1009,1116,1197,1525,1155
C34B4.3,46,43,45,29,44,42
C34B4.4,15,13,15,15,11,6
C34B4.5,8,3,4,6,8,7
C34B7.1,82,91,73,72,116,96
C34B7.2,3754,3924,4035,3906,4857,4403
cyp-36A1,588,705,590,755,1026,843
mys-4,2123,2101,2399,2246,3012,3029
C34C6.3,417,395,353,295,384,334
C34C6.4,1194,1217,1101,1129,1460,1142
sphk-1,805,929,869,911,1141,1116
cup-16,1487,1599,1524,1208,1337,1341
C34C12.1,5,8,5,8,16,7
C34C12.2,3061,3353,3577,3227,4019,2655
pph-6,3736,3761,4005,3754,5159,5147
C34C12.4,1102,1074,1057,1153,1436,1434
rsu-1,1197,1265,1170,1133,1456,1496
C34C12.6,53,89,86,35,68,66
C34C12.7,154,158,134,147,176,185
C34C12.8,2118,2267,2830,2661,3088,3489
C34C12.9,67,78,60,82,81,92
dmd-10,12,3,20,5,24,9
dmd-11,4,1,5,2,7,2
C34D1.4,139,126,141,91,149,129
zip-5,171,212,189,202,231,197
C34E7.3,10,8,11,5,7,6
C34E7.4,1477,1595,1324,840,1232,1119
C34E11.2,78,98,88,36,73,64
C34E11.4,36,56,51,48,62,65
C34F6.1,21,43,40,21,33,37
C34F6.5,108,115,135,123,197,188
C34F6.7,570,516,469,405,557,403
idh-2,1260,1446,1274,1136,1440,1083
C34F6.9,1127,1214,1268,904,1198,799
C34F6.10,728,770,781,688,809,618
C34F6.11,107,117,98,112,137,126
ugt-33,28,27,24,30,19,21
C35A5.3,54,69,55,75,129,114
C35A5.4,0,2,3,3,2,1
C35A5.5,11,9,8,3,11,7
C35A5.6,349,345,338,304,383,359
dmsr-8,42,49,37,42,52,50
C35A5.8,12227,13295,12961,11641,15577,11969
hda-11,76,70,57,45,64,72
gcp-2.2,8,4,7,4,15,7
selt-1.1,2842,2909,2744,2280,3311,3035
trpp-9,1489,1523,1534,1431,1846,1246
C35C5.8,1106,1567,1021,1245,1355,1293
C35C5.9,266,301,211,181,280,238
C35C5.10,226,214,192,180,228,210
C35D6.3,8,3,6,3,6,5
C35D6.4,101,130,92,91,119,109
C35D6.5,8,7,8,5,9,13
cyp-25A1,270,323,266,552,635,626
cyp-25A2,549,650,530,838,986,982
C36A4.4,5814,5828,6316,6748,8434,7278
maph-1.3,3418,3401,3647,3719,4840,3665
cyp-25A4,228,260,240,228,290,284
acs-19,20473,21949,19198,20029,24953,16677
C36A4.10,4,7,8,6,7,4
rpb-3,4367,4230,4665,4940,6323,5623
prp-4,1805,1896,1940,1819,2356,2204
C36B1.6,173,152,141,134,213,180
dhfr-1,2153,2279,2529,2419,3432,3690
gls-1,7956,8004,8109,7575,9476,6251
C36B1.9,1152,1332,1400,1330,1529,1449
gska-3,29,33,33,24,44,38
C36B1.11,4842,4547,5148,5436,6774,5915
imp-1,13775,14058,14316,15078,19254,19062
C36E8.1,8881,9644,9622,8922,11262,10449
glb-11,61,50,58,42,59,46
pxd-1,1382,1472,1411,906,1311,1153
C36E8.4,270,316,303,263,277,302
irx-1,203,170,209,189,223,213
swah-1,1144,1151,1332,1301,1802,1770
C36F7.5,7,15,13,12,20,15
C36H8.1,3,5,2,2,4,2
best-8,49,37,50,35,60,50
fipr-22,12,30,21,16,25,19
fipr-23,10,17,10,9,13,28
C37A5.7,1065,1033,1227,1212,1516,1452
fipr-24,4,17,7,9,14,12
idhb-1,2619,2720,2684,2624,3415,2776
C37E2.2,49,38,41,37,41,46
C37E2.3,1,1,0,0,1,0
C38C6.3,18,26,11,11,8,13
sre-13,10,15,8,9,9,11
C38C6.5,0,1,0,1,3,1
tag-297,111,146,109,51,79,66
slc-17.2,10333,10715,10567,10279,13710,12666
C38C10.3,0,0,5,2,2,1
nlp-48,24,28,34,28,39,35
enu-3.2,1144,1115,1101,1131,1500,1165
C38D4.4,3852,3710,4101,4085,5297,3813
tag-325,3617,4053,4283,3526,4550,3537
C38D4.7,32,30,44,52,59,39
C38D4.9,405,426,453,420,600,623
fbxa-171,7,9,7,3,6,4
C38D9.2,55,61,51,48,59,43
fbxa-133,0,1,1,0,0,1
C38D9.5,13,4,9,5,4,6
fbxa-172,1,9,2,3,3,3
fbxa-174,3,6,1,6,3,4
C38D9.8,34,40,35,37,38,34
fbxa-176,8,7,17,5,8,14
tbc-8,230,217,292,251,326,286
C38H2.2,794,856,795,773,1033,735
C38H2.3,92,101,96,89,117,98
C39B10.1,22,16,18,20,20,30
lgc-41,17,14,11,9,14,13
C39B10.3,31,36,33,33,32,27
C39B10.4,5,3,5,3,2,3
C39B10.5,9,3,6,4,4,11
scl-4,0,0,0,0,1,0
scl-5,129,80,98,114,159,117
scl-6,7,5,9,2,8,4
scl-7,0,0,0,0,0,0
scl-8,2,1,2,1,3,1
C39E9.7,134,123,106,118,139,130
C39E9.8,1259,1177,1338,1551,2056,2131
spin-2,145,157,131,138,162,163
C39E9.11,4526,4930,4831,4803,5612,4765
C39E9.12,4313,4139,4727,4175,5595,4184
C40C9.3,13,16,8,8,8,14
C40C9.4,0,0,0,0,0,0
C40H1.2,31,54,39,40,46,46
C40H1.3,17,8,13,10,11,8
ttr-5,535,492,575,607,761,871
ufc-1,1205,1105,1257,1143,1607,1620
C40H1.7,681,797,497,689,865,657
C40H1.8,134,202,120,124,129,154
C40H1.9,8,5,4,6,10,3
C40H5.2,21,13,8,13,11,13
lact-7,42,42,30,34,53,56
hpo-41,60,68,60,49,79,61
C40H5.7,2,5,1,0,3,5
chst-1,76,73,95,103,112,103
lron-4,66,73,69,62,74,98
ctns-1,4805,4747,5583,5615,7439,7548
cdc-48.2,15550,16118,16816,15482,20076,12105
C41C4.9,0,0,1,0,0,0
cyp-34A3,0,0,0,0,0,2
nhr-164,5,3,8,1,4,2
irld-25,0,1,1,0,1,2
C41G6.12,0,0,0,0,0,0
C41G6.13,0,1,0,0,0,0
C41G6.16,1,0,0,1,1,0
C41G7.3,2497,2443,2787,2656,3565,2391
set-32,738,696,752,685,887,767
C41G7.6,1,2,0,1,4,1
C41G7.7,5,6,5,1,9,10
npr-18,15,8,9,10,12,12
fbxb-65,94,108,126,67,94,83
C43D7.4,1,0,1,0,0,2
sdz-6,6,11,7,13,18,14
C43D7.7,1,2,0,1,5,1
C43D7.8,38,40,44,25,33,45
fbxb-64,12,10,11,7,14,12
C43F9.4,0,1,2,0,0,0
C43F9.5,6,11,2,6,10,3
nkb-2,2,4,7,1,6,2
C43F9.7,7,4,6,2,8,5
lgc-43,122,125,150,118,138,131
oac-8,28,16,20,29,28,17
vps-50,733,752,805,659,750,639
C44B9.2,47,54,47,31,51,39
C44B9.3,2737,2757,2836,2438,3413,3343
athp-1,3298,3640,3722,3758,4617,4246
com-1,2336,2378,2394,2148,2712,1849
cyp-29A1,1,2,1,3,4,3
C44C10.3,11,7,14,13,16,13
smcl-1,873,914,947,800,984,910
C44C10.5,54,75,74,49,57,44
C44C10.6,0,0,1,1,0,0
C44C10.7,2,2,2,1,2,1
C44C10.9,159,160,138,168,198,171
C44C10.10,5,3,2,0,2,0
C44F1.1,176,203,199,161,219,145
gmeb-3,4,2,11,2,3,8
lron-1,10,30,11,12,16,21
C44H4.4,1291,1321,1322,1062,1446,1030
C44H4.6,29,43,26,16,38,25
C44H4.8,20,22,17,23,16,22
ugt-15,7,7,5,4,6,7
C44H9.2,4,0,2,0,5,1
C44H9.4,295,365,357,276,383,336
C44H9.5,450,580,479,463,615,540
C44H9.6,257,296,241,273,323,293
C44H9.7,13,22,9,12,18,17
B0395.t1,0,0,0,0,0,0
C45B11.2,58,49,104,78,76,89
C45B11.5,3,2,1,1,1,0
aspm-1,4927,5407,5160,3841,5317,3107
C46C2.2,3066,3539,3403,2380,3174,3021
C46C2.3,66,65,53,52,77,66
C46C2.4,2,0,1,1,0,1
C46C2.5,1225,1292,1416,1408,1691,1933
C46C2.6,14,13,11,7,14,19
gsr-1,6466,6894,6885,6866,8874,8289
madf-8,1092,1076,1301,1258,1648,1461
C46F11.4,3634,3964,3884,3678,4556,4132
C46F11.5,1659,1726,1904,1898,2373,2561
C46F11.6,378,395,430,325,399,379
C47A4.1,252,278,351,360,398,405
ent-4,340,321,322,336,521,449
C47A4.3,10,17,10,17,15,13
C47A4.5,0,1,0,0,0,0
sre-21,1,0,0,0,0,1
ddo-1,60,96,63,77,96,72
srab-12,6,12,8,7,9,7
C47A10.12,1,1,2,0,0,1
fbxa-140,169,185,215,151,222,198
C47B2.2,2147,2226,2330,2424,2976,3240
gale-1,1972,2167,2282,2205,3026,2992
efsc-1,878,986,975,847,1212,1042
C47B2.9,395,452,453,487,651,604
B0491.t1,0,0,0,0,0,0
C47D12.2,5256,5319,5932,5431,7002,5226
sfxn-1.4,75,72,77,57,111,86
C47D12.4,313,330,302,227,309,304
C47D12.5,693,809,719,625,887,726
xpf-1,3584,3895,4327,3953,4894,3274
C47E8.1,0,1,0,0,2,0
C47E8.3,21,12,25,16,25,22
C47E8.4,2865,2871,3110,2946,3674,2971
gasr-8,26,38,30,21,26,18
set-5,1822,1908,1995,1693,2126,1190
C47E8.9,4,6,4,1,6,4
C47E12.2,2364,2315,2785,2889,3517,3694
C47E12.3,2738,2693,3005,3138,3918,3914
pyp-1,8890,9714,8481,8988,11237,8960
mam-2,21,36,32,16,33,36
rrp-1,1667,1852,2115,1916,2289,2189
C47E12.9,37,39,32,35,34,30
C47E12.10,0,1,0,1,0,1
C47E12.11,0,2,1,0,1,3
C47E12.12,15,11,9,8,14,20
C47E12.13,20,24,15,7,8,17
C47F8.1,456,449,460,402,510,523
nhr-165,3,4,5,3,3,4
C47F8.3,0,0,0,0,0,0
glct-4,3,1,2,1,2,1
C47F8.5,2,1,1,1,1,2
C47F8.6,1,2,1,1,1,1
C47F8.7,2,6,2,3,1,2
C47G2.3,1027,1045,1177,1040,1446,1560
C47G2.4,4404,4580,4903,4937,6462,6571
saps-1,7453,7678,7903,7052,9120,6471
acox-1.5,829,862,667,1108,1324,1215
C48B4.3,35,58,42,49,42,39
C48B4.6,953,909,1042,1047,1513,1460
C48B4.7,1453,1342,1736,1576,2336,2348
C48B4.8,427,390,444,493,621,636
C48B4.9,1032,996,1313,1320,1631,1735
C48B4.10,660,691,706,792,1043,991
C48B4.11,1810,1788,2098,2275,2911,2966
C48B4.12,0,1,1,0,1,0
C48B4.13,5,19,16,7,14,9
C48D1.1,542,571,537,329,504,472
C48D1.5,601,646,695,625,801,690
B0491.t2,0,0,0,0,0,0
C48D5.3,3,0,6,5,2,2
rin-1,6221,5928,6466,5727,7721,5002
C49A1.1,5,7,3,1,2,2
best-10,8,12,18,6,9,12
best-11,7,12,5,4,7,9
C49A1.5,8,7,4,5,5,5
clec-115,0,3,0,2,0,0
clec-114,0,0,0,0,1,0
C49A1.10,161,156,154,143,193,197
C49C3.2,7,15,6,4,6,4
C49C3.3,8,2,7,6,7,2
C49C3.4,5876,6399,6011,6105,8247,6100
ceh-88,238,283,291,278,269,352
