"","logFC","logCPM","LR","PValue"
"WBGene00000188",0.102141524251509,-0.347055670164296,0.0126657188920221,0.910393609731187
"WBGene00000189",-0.330330443724908,4.48306196549409,1.04706252972477,0.306184583902445
"WBGene00000190",0.209446646172077,2.03721844696502,0.106319984608413,0.744373320383516
"WBGene00000191",-0.449468264471755,1.33413890316473,0.354753577828919,0.55143450127756
"WBGene00000192",-0.0409038177709262,7.47484690743231,0.0307384915955851,0.860825084542572
"WBGene00000193",-0.0973739402410771,-2.14476624867,0.00486263835262513,0.944406477617016
"WBGene00000195",-0.0121384314056793,4.10835037329385,0.00115950780956808,0.972836046457974
"WBGene00000196",0.0262391664294567,5.68219847947479,0.0123689426205953,0.911445263943374
"WBGene00000197",0.413939436168799,8.63715164212047,2.0614051195696,0.151070809865333
"WBGene00000198",-0.242924859951107,7.74241777882154,1.03622937542342,0.308700043829338
"WBGene00000199",0.0906837739423688,6.94710721592367,0.160693297550914,0.688519015238685
"WBGene00000200",0.0803374440398376,7.216149964049,0.125931701426609,0.72268805609236
"WBGene00000201",0.214373977424345,7.01269107134703,0.754569090139215,0.385033474221186
"WBGene00000202",0.075436120675494,5.86233968710376,0.11025246057149,0.73985689594219
"WBGene00000203",-0.101091504341834,5.93967319707607,0.141357177649697,0.706935504595962
"WBGene00000204",-0.0836445777147837,5.98973325692795,0.132891772751751,0.71545239203387
"WBGene00000205",-0.0860362432443491,5.39761858448642,0.11312082119376,0.73661872021588
"WBGene00000206",-0.0163211012510381,8.51016868804256,0.0042275485674822,0.948158393607903
"WBGene00000207",-0.132662339636681,7.51067569131688,0.310886491356513,0.577136707668775
"WBGene00000208",0.0439988079876591,5.85409762796521,0.0339095658911597,0.853899311380017
"WBGene00000209",-0.203616012169663,7.21682365187294,0.72664134686709,0.393974029750844
"WBGene00000210",-0.524038608938406,5.90131495434654,4.10078482454173,0.0428633122462171
"WBGene00000211",-0.43539724102659,2.22646775308007,0.487613683777329,0.484993720855159
"WBGene00000212",-0.580078296751746,4.09324924905543,2.1956353307003,0.138402133003455
"WBGene00000213",0.27009255697709,2.44751171862778,0.113464489995474,0.736233819921453
"WBGene00000214",-0.701837450635182,11.6601809817246,5.24979805489374,0.0219493182254701
"WBGene00000215",-0.875490611934221,9.46239356506271,10.7871394984397,0.00102207702225578
"WBGene00000216",-1.1822377902247,10.5589746331103,16.7293762155946,4.31083118702789e-05
"WBGene00000217",-0.468658777130077,8.34091580213155,2.60661520857823,0.106418684019652
"WBGene00000218",-1.09375214083131,9.41987241456772,15.3072983389197,9.13628466092214e-05
"WBGene00000219",-0.838341313971706,10.6161369571556,8.22948349252647,0.00412152578857258
"WBGene00000220",-0.440627398087367,1.21269354419346,0.214889482741613,0.642961774400762
"WBGene00000221",-0.562837141779149,5.18714868879154,3.60410153043087,0.0576372052688759
"WBGene00000222",0.207779357907582,3.70448082383846,0.256818406730366,0.612314426227631
"WBGene00000223",0.201354472866535,7.73080036018205,0.673139586477788,0.411959141145784
"WBGene00000224",-0.36836700389101,4.27617620809915,1.04720307706921,0.306152123804273
"WBGene00000225",0.519132140135847,3.76963664015816,1.5110301348986,0.218981964200746
"WBGene00000226",0.406885748279986,7.50331746103524,2.52831990388655,0.111819218754859
"WBGene00000227",0.681779746995281,6.14370357096856,4.67758859038704,0.0305586158211329
"WBGene00000228",-0.101568721307548,6.33210113402622,0.165237791732096,0.684379285419254
"WBGene00000229",0.19691921002071,11.0330258617309,0.434562772106801,0.509758516650813
"WBGene00000230",-0.028872183456829,8.63684327689919,0.0128290672236204,0.909820090128293
"WBGene00000231",0.714430488636804,8.3615004623087,3.85377751867088,0.049634084840214
"WBGene00000232",-0.104172590051307,0.662953082985062,0.0167151354185986,0.897130536025464
"WBGene00000233",-0.11042138192438,1.86495982325991,0.0252263286906134,0.873804400149576
"WBGene00000235",-0.311934598652058,6.92110924240402,1.93258359383773,0.164476063707738
"WBGene00000236",-0.197384196247969,6.01318557492635,0.718641765076299,0.396589796510507
"WBGene00000237",0.193434355137379,3.83485362280629,0.227819000325336,0.633145743650996
"WBGene00000238",-0.032146224729633,2.95726733732009,0.00382722246359535,0.950670698936528
"WBGene00000239",-0.700595894912376,4.5112692802289,5.03629297600012,0.0248215516351686
"WBGene00000240",-0.476391426690461,5.22527053016643,1.24886038025241,0.263770250136695
"WBGene00000241",0.112927122520315,-2.08952799020184,0.00746235478707158,0.931160432447713
"WBGene00000242",-1.87981910747928,-1.72520561776332,1.70783685903564,0.191266267671582
"WBGene00000244",-0.580809435366662,-1.05614328023078,0.355340188578648,0.551105634633113
"WBGene00000245",-0.338113338374486,4.00883095899504,0.531508336612066,0.465973412915897
"WBGene00000246",0.505820230489267,0.277119035638094,0.345824016647852,0.556486625883247
"WBGene00000247",-0.0736949506570715,5.37940362706189,0.0808961331928506,0.776086652290078
"WBGene00000248",0.240308680714938,5.25894108181547,0.766202616950361,0.381394372828943
"WBGene00000249",-0.209176016363482,5.62276491902561,0.741028465811832,0.389331622915419
"WBGene00000250",0.515156319363142,5.57192086432754,3.76087763160301,0.0524650340904371
"WBGene00000251",-0.980974506922477,-0.720929243819737,0.556108734293094,0.455832355370484
"WBGene00000252",-2.23712350599191,-1.31006822345967,4.00914136493779,0.0452541918427374
"WBGene00000253",0.0308832386225863,4.11760437063451,0.00779137871942159,0.929663046638389
"WBGene00000254",0.185078026301918,7.7468775854263,0.5716981035755,0.449584923232281
"WBGene00000255",-0.140640852250518,-1.43879958076533,0.016369767967559,0.898192978359994
"WBGene00000256",-0.280841843285583,2.49609086895997,0.0975876884811697,0.754743934706399
"WBGene00000257",0.281483855526669,7.20363033449953,1.22973715410757,0.2674581614254
"WBGene00000259",0.174484335303764,5.76530245437911,0.529756717531347,0.466709158431973
"WBGene00000262",-0.457630300400117,2.4243476781174,0.603070248624196,0.437408979110011
"WBGene00000263",-0.227545493910188,7.54307379639423,0.846567541500207,0.357525180642484
"WBGene00000264",0.289097449657721,6.06884001436254,1.376383223052,0.240718177963651
"WBGene00000265",0.309345819019014,6.08981506628616,1.75212246636834,0.185610131126156
"WBGene00000266",-0.421031673831608,4.10270017962187,1.32628191146938,0.249467748208547
"WBGene00000267",-0.412296892323071,2.11587725289002,0.409967926971297,0.52198578480506
"WBGene00000268",0.122850473525015,6.56163353386762,0.318797437729259,0.572331238598999
"WBGene00000269",-0.335696410331769,4.50859338483633,1.09123426584569,0.296197897211318
"WBGene00000270",0.0851989469440314,4.61126715446592,0.0796515702023628,0.777770148316659
"WBGene00000271",0.135780392113983,6.73546947270009,0.377223088977959,0.539093151720986
"WBGene00000272",-0.718492044902828,-1.06632275044446,0.30283193594103,0.582112474053652
"WBGene00000273",-0.0248973021047942,7.47330684140584,0.00627242664657501,0.936874615931064
"WBGene00000274",0.490037378002927,6.74629260967054,3.58247595023687,0.0583920590320274
"WBGene00000275",0.272987613322541,8.22248766978439,1.11087189978912,0.291892495399433
"WBGene00000276",0.0203482830087024,6.9469981121292,0.00885232807864611,0.925040196886226
"WBGene00000277",-0.428873508063609,5.53674211317819,2.89571681863258,0.0888152615774994
"WBGene00000279",-0.021870799969551,1.01759157461288,0.000853168928194759,0.976697859003607
"WBGene00000280",-0.153798799861138,-0.916004055063391,0.0254528667137237,0.873243804150558
"WBGene00000281",-0.263946585758966,5.18545923675174,0.99080026224275,0.319546862045942
"WBGene00000282",-0.497966681742261,5.41853869310348,1.19942140529145,0.273437351397694
"WBGene00000283",-0.202702315330528,4.47929678872009,0.411644372903698,0.52113606443891
"WBGene00000284",1.02941528073871,-0.544631718410849,1.29405662534362,0.255301710029448
"WBGene00000285",-0.798036866316661,1.41148176499678,1.17704495428167,0.277958406179719
"WBGene00000286",-0.637485506573214,1.89900023992841,0.853319175516607,0.355615051816146
"WBGene00000287",-0.386478676302221,-1.74540787078174,0.0886292499275658,0.765927066879821
"WBGene00000288",-0.289420562486266,-0.166860537209836,0.096601721395885,0.755946454841364
"WBGene00000289",0.164313297434424,6.28143173234877,0.514707037474789,0.473108284313002
"WBGene00000292",0.0919866453764686,6.87310525932207,0.170542867825851,0.679629793898313
"WBGene00000293",-0.0571404063644506,7.14631314135041,0.0669923534061638,0.795767327188361
"WBGene00000294",0.0365402918500767,6.09100657415352,0.0277175798736096,0.867774519469933
"WBGene00000295",-0.37371906770062,-0.875123843491577,0.146373493317574,0.702025350967498
"WBGene00000296",-1.51665424690046,-2.02094423856295,1.53659186702467,0.215125812656564
"WBGene00000298",-0.60530232582692,5.05746432517025,4.37001441955723,0.0365766823993599
"WBGene00000301",-0.103791947813672,5.6851999767729,0.0346067192715598,0.852422166181679
"WBGene00000302",-0.185058250057521,0.37792769481396,0.0550884286329097,0.814434413435743
"WBGene00000308",-3.5711285641151,-3.28582930860265,1.90997094749636,0.166966485893937
"WBGene00000310",0,-3.59875592096187,0,1
"WBGene00000311",0,-3.59875592096187,0,1
"WBGene00000366",0.682016894876957,7.8873951246278,3.58197686258245,0.0584096034836761
"WBGene00000367",0.080598880202966,2.44696196594434,0.0196815914798387,0.888429999500723
"WBGene00000368",-1.40175911775171,2.8234218907269,6.53978898776025,0.0105487860672646
"WBGene00000369",0.377922996110241,7.31974725265933,1.6648269450539,0.196952857644663
"WBGene00000370",-0.226272822332903,3.89634677969612,0.311629893316892,0.576681735730952
"WBGene00000371",-0.277937271900749,7.60811950525532,1.29012710235506,0.256024528636796
"WBGene00000372",-1.00185656398859,-1.2088470679219,0.799984002976732,0.37109815241238
"WBGene00000373",0.00252892011962031,2.55470206353319,1.27719038811591e-05,0.997148542140209
"WBGene00000374",-0.394616193878447,3.69585099426148,0.946663609519776,0.330570003263562
"WBGene00000375",-0.0662556541765603,5.77332819953465,0.08229646859035,0.774209097110145
"WBGene00000376",0.324255449340977,8.62344503148469,1.53712045705681,0.215046928760389
"WBGene00000377",0.174289523423679,9.10929393388049,0.397278089474923,0.52849832326783
"WBGene00000378",0.387866453666723,8.92614679955811,1.64046888426981,0.200261147486714
"WBGene00000379",0.163214023805037,8.8988628419259,0.376815450454927,0.539312500306243
"WBGene00000380",0.154486788533004,9.45964791513056,0.345061596334887,0.556922042079317
"WBGene00000381",0.194827587108245,8.89491336064433,0.556966557457827,0.455485051202307
"WBGene00000382",0.0485732079663897,6.86376607667523,0.0505203494493154,0.822160288179174
"WBGene00000383",0.308747612577724,7.33513201453146,1.56831998632441,0.210451160236929
"WBGene00000386",0.266074140753856,8.12822071871008,1.07456435884027,0.29991673641933
"WBGene00000387",0.302852971592216,5.50731646711062,0.789883387088185,0.374135389007771
"WBGene00000388",-0.0950553317701841,5.22968923478806,0.129759199518327,0.718681839811362
"WBGene00000389",0.566197522951692,-1.84183503055171,0.166603256653338,0.683148414806074
"WBGene00000390",0.00158373827470269,7.84888461028234,4.28477554095252e-05,0.994777228829185
"WBGene00000391",-0.271286745275337,2.53072356709404,0.23276158524491,0.629483672229438
"WBGene00000392",-0.274573012232585,5.33110381183809,1.07291180561558,0.300288662941386
"WBGene00000393",-0.113224944802572,4.81674234463667,0.141262272539469,0.707029353375202
"WBGene00000395",0.0450353854492587,3.35273130724609,0.00744120920256819,0.931257792694405
"WBGene00000396",0.474310467916883,5.85388157783059,2.15791106701312,0.141837399091268
"WBGene00000397",-0.0220973853186052,1.39243090076766,0.000712114404644915,0.978710600839119
"WBGene00000399",1.06379394922798,-2.71769784351728,0.506637244134794,0.476598202024657
"WBGene00000401",-0.443429030521479,0.339778816703801,0.243132506847929,0.621952751492571
"WBGene00000402",-0.0239725078143765,-1.22244165196715,0.000507892889112238,0.982020013288395
"WBGene00000403",0.149395984969008,4.62116007064813,0.217490014695201,0.640959092458631
"WBGene00000405",-0.0481368778708317,7.95666162903175,0.0400205771595958,0.841440353762005
"WBGene00000406",0.0186638514611906,3.21767114624542,0.00151465715435606,0.968955289929194
"WBGene00000407",0.0649705934530413,5.42182047015525,0.0434636133137554,0.834854753522025
"WBGene00000408",-0.0712369038959357,6.36438060064125,0.103289858200986,0.747916833576888
"WBGene00000409",0.0665252214828723,6.1290423298243,0.0926989021595119,0.760773696361493
"WBGene00000410",0.358108517161846,5.59513840975381,1.50737177719982,0.219540568268075
"WBGene00000411",0.258904519148215,8.00144975794709,0.874549029363251,0.349699015792308
"WBGene00000412",0.00244705958962397,0.146730552505129,8.73485152830256e-06,0.997641872988835
"WBGene00000413",0.295647755744343,6.11777901692777,1.62660932139705,0.202172669184367
"WBGene00000414",-0.186538513139755,4.92192016047525,0.348499956503158,0.554963498980164
"WBGene00000415",0.36071226092517,6.58259708483422,2.32597800526042,0.12723023319111
"WBGene00000416",0.197790535136587,6.56069904381022,0.781087858277132,0.376808640440594
"WBGene00000417",0.490596995492319,7.71038427482444,2.64566195698251,0.103832898358955
"WBGene00000418",0.110449851768121,5.68565094584673,0.214548217385143,0.64322567575357
"WBGene00000419",0.438503123997242,7.25237527928658,2.87321753492239,0.0900646473954343
"WBGene00000420",0.115255235365747,6.02911998548363,0.271487744453673,0.602335522378491
"WBGene00000421",0.454611586441512,7.88847707578408,2.84636830670406,0.0915805984329621
"WBGene00000422",0.320047489891006,2.18038976492409,0.266777632934432,0.60550160040021
"WBGene00000423",0.0780610122835396,6.64265903788111,0.128697315661819,0.719786548527819
"WBGene00000424",-0.0087938798384496,5.86262839249925,0.00153091810712169,0.968789175536075
"WBGene00000425",-0.170282443776391,1.80528238640719,0.0514146106074307,0.82061977744434
"WBGene00000426",0.0626219287198567,6.64626419390657,0.0864455371562334,0.768745509720193
"WBGene00000427",0,-3.37763558452929,0,1
"WBGene00000428",0.73942322580494,-1.2525993379441,0.395812826463456,0.529259649255154
"WBGene00000429",0.960558689723543,-1.68192338764933,0.710020675804572,0.399436948115116
"WBGene00000430",-1.05425569537543,-1.499767771523,0.642139619162316,0.422937070476773
"WBGene00000431",-0.464095774523437,0.101494091525132,0.228738022547565,0.632461148575064
"WBGene00000432",-3.05084880929315,-3.38248401455245,1.44589440698788,0.229187873812018
"WBGene00000433",1.39754900733314,-2.27017131442757,0.645454309350727,0.421742586369734
"WBGene00000434",-0.80403698900733,-2.86616643768442,0.234043708824148,0.628541555307714
"WBGene00000435",-0.303699956356802,-0.712994715018153,0.10646035682777,0.7442105264666
