"249_1813_B"	"291_37_C"	"294_1781_A"	"299_1781_A"	"310_37_C"	"318_1813_B"
"apc-11"	61.1809557364556	90.2405813534424	62.4813777680837	60.9536158358059	65.4562938798965	70.6086304147987
"ape-1"	88.6800245368701	58.6012297334742	85.6446787820894	79.3839674278026	71.0824973368955	71.0478414517122
"aph-1"	30.3871959450609	31.8638155042715	32.5652052761748	32.049990080777	31.2789441898304	30.7325057172263
"aph-2"	35.9723165181121	33.1823594437709	36.0001885473857	32.531558961948	33.0838039483552	29.7072321935462
"apl-1"	45.1601777766495	28.5122353661234	36.7234461513829	39.5188000798072	40.0595798271844	36.259559173054
"apm-1"	15.36300439876	23.0219356522027	14.4801048341134	17.3143873325589	17.4728922475156	11.7046775582743
"apn-1"	67.5168158278088	80.4592482819353	73.5912956643809	74.3127279574398	71.393201943113	78.491466701128
"app-1"	110.233860693237	109.403284354164	118.104988861646	107.092591020003	109.355672077334	109.306708953885
"apr-1"	50.4773043234322	34.0515533350629	51.5162554743164	46.64812060182	40.5915188114123	40.7895915691696
"aps-2"	25.7264970584602	32.2766891077716	24.9006539748933	22.8715580014748	24.4254567020244	22.6913834920381
"apg-1"	44.830907186701	35.2210914945234	45.1900393799762	41.4178304400961	39.9323364296177	38.9388548976183
"aps-1"	83.3724019200999	119.529122964894	85.3914149709281	86.893506174677	85.7194523576898	83.124004881632
"apb-1"	54.0240464108093	21.799072073568	50.8755072903422	47.4597883273955	42.640289503807	34.6761236198729
"apa-2"	17.4041414857438	10.4625855596686	15.5801203278909	14.0711986416101	13.6735091583267	14.0093076875566
"apd-3"	30.0412732917657	11.6249589708443	30.1303963224247	27.4976373767833	25.1654427964339	20.0339042989485
"apb-3"	48.7411157996179	38.9780292469232	51.5954808575147	47.0543061503349	46.5776598028861	43.0409258682279
"apm-3"	11.8613254184261	10.5227018749578	8.67631108616018	8.57007873543323	9.55558728974848	10.6106961467234
"aps-3"	53.4831122521457	55.9550609797899	61.8690271269806	52.5970305475695	55.7696468197743	70.0251724758719
"apt-9"	0.0595102451031354	0.016704550089376	0.106838550390975	0.236280259527905	0.0787585419108071	0.161206484476387
"apx-1"	53.8768949145705	23.0874364442054	53.8825327020401	48.8407327006718	39.9166821825596	40.9212373336992
"aqp-1"	13.3281110408967	30.8979618673347	23.8153126557391	22.2178229909935	23.6570428348014	37.2724181695139
"aqp-2"	73.5685806660882	16.1046681414083	17.816534519393	21.7534088614716	23.0868915345197	19.757761415946
"aqp-3"	0.161482826848266	0.543939544860406	0.208734909335292	0.192346061611152	0.448798675333012	0.524926330403837
"aqp-4"	8.57743949122218	23.2074637726821	11.8059378367353	12.7709919457471	22.1123023916747	7.45824696952961
"aqp-5"	0	0	0	0	0	0.0367448431282686
"aqp-6"	0.229928373008347	0.387245928888063	0.206394831876376	0.342341488132135	0.304297577176464	0.27682213657171
"aqp-7"	18.8411357312851	30.7540276107654	31.4009483001451	42.2681696045105	35.0606329641949	110.894812674664
"aqp-8"	6.83138119805344	7.1908930893791	7.39332437352639	7.13268806071852	10.0751241085788	25.7795833802627
"aqp-9"	2.32657016876509	5.04872724565144	2.89168884869729	2.75346911862415	4.39658220636439	4.36320964475985
"aqp-10"	31.3761728443771	53.4413075986628	40.676156377378	44.5250967657055	42.9200995169831	32.6737585713451
"aqp-11"	25.6747012252568	40.5437663860542	26.6920628328943	26.9811476292111	36.7534941650608	71.208832157175
"arc-1"	4.54769636789317	7.15423643476923	5.43699508579137	5.05971376806599	5.80367550154321	6.09190820284453
"ard-1"	145.806446535348	215.38061644149	170.53176470752	176.894854343088	188.982578219457	180.315621651479
"arf-1.2"	295.473638865687	294.362991685995	300.067715137554	293.924926492887	316.685081493597	269.84287275683
"arf-3"	314.246479064432	301.037723455259	308.150558393096	303.751296020743	318.149236129589	285.32352444392
"arf-6"	65.1752673477369	48.746396264768	71.0587556712379	66.3708036303312	62.6997823034458	57.8969734679901
"arg-1"	0	0	0	0	0.0369760024576893	0
"ark-1"	25.0303616944023	8.49761116662266	22.8329330149432	19.9141070607141	19.783329086881	17.9000172086563
"arl-1"	48.5719041836159	65.9953513945174	52.008094420294	46.6905605957992	50.3507712690774	51.7920524093113
"arl-3"	0.35023242609878	0.47642725015311	0.232161651997134	0.695283714512443	0.374376196384347	0.510859893428955
"arl-5"	28.9293968277287	39.6511125982681	29.2063304302797	28.1146734871122	30.8174030908377	31.6963306871326
"arf-1.1"	9.74300424911058	3.90459680014938	3.60368778568766	3.84507175086139	2.38855833458483	9.69851869106705
"arl-7"	5.77850147593835	7.47046570911281	4.82177640564525	3.63534056445077	3.79683679331728	2.20469058769612
"arl-8"	181.963860828632	179.762034479242	187.838554943134	168.143718500789	178.248632504878	182.149702839954
"arl-6"	0.6711260102207	0.313975574978323	0.160649380483183	0.148035974119578	0	0.20200044651666
"arr-1"	12.8743608553252	11.5235192400868	10.6491639333235	11.3376688845562	10.1732099729162	10.5155095187663
"aars-1"	18.6331717458281	19.530895839546	21.7144001488917	18.7232831374464	19.2764630271248	19.7723930345683
"aars-2"	131.224786825443	74.4296824913735	140.689643492796	118.771560175252	115.886423274068	105.478442834736
"art-1"	149.248342028799	227.292225356244	192.936653376015	183.72443724125	208.622641979227	162.411559710695
"arx-1"	84.8695640407763	67.5132598882683	81.4727162016839	78.1488472370481	79.1009767704205	69.4525732607456
"arx-2"	102.816856601203	91.6752714745095	104.267395961107	97.4982775236491	94.9394482186109	91.0951856361136
"arx-3"	93.2338217296535	64.4124589853174	91.9535381699506	90.0920945023061	89.0913421786064	122.71361315385
"exos-4.2"	62.0761396487396	66.9904636841559	76.7962702809229	63.904385540261	63.4742522009747	56.9194134593118
"arx-5"	77.6262628916601	86.7608298577113	79.4331209525029	76.5012745044354	76.8057733013086	132.058739242808
"arx-6"	91.6738008017607	87.4314825919994	84.9898972510197	82.0756673733253	85.7205469886052	69.7131329350207
"arx-7"	63.0243250764755	72.4129717961881	62.135164136383	68.8537289720064	63.6834801578591	62.5150350628364
"asb-1"	302.073486212748	311.49606969352	319.458423742162	307.922943023699	309.098076705006	346.500033118045
"asb-2"	126.588077902916	158.629848453051	147.405680392453	157.003031935631	167.990301836932	146.188931120199
"trip-4"	45.2173864297241	42.1890316663554	47.400985447444	44.7879025478389	45.262134067444	32.9057067924622
"asg-1"	268.39870670654	371.759481490321	304.680831300565	291.183651093753	299.286016632183	330.13620454729
"asg-2"	83.4260574262861	162.024080058576	95.2420191016066	112.203646728527	130.089850484325	121.476268520088
"asm-1"	1.80606748140184	3.08028686078252	2.31484669116779	1.90617108248355	2.4961274639308	3.07583237422024
"asm-2"	8.64293181053493	12.0621196990948	8.00038901336426	7.8549434855265	11.1239615795228	4.67056800652643
"asm-3"	4.78235783503502	2.95455614023273	4.40521270608945	1.95203084702029	2.17380990180911	0.585188532037541
"asp-1"	1489.79534531059	3210.13872285024	2173.13753543658	2244.68297775741	3821.13406314031	1157.20817116496
"asp-2"	310.701050537178	819.343521554631	417.9338419665	454.404408570233	747.160587161992	285.915322812046
"asp-3"	623.810712159527	1802.60957495857	711.209033842826	822.96631681274	1606.43572604495	533.315854629951
"asp-4"	225.080638163943	313.025221388501	215.582495005434	187.648454544453	232.367501341262	143.421280244217
"asp-5"	330.257428800051	970.094998503891	413.352139125246	447.395633443703	828.006133386641	258.795808483035
"asp-6"	784.593153175378	1725.25426585338	1055.67508496987	1099.16066391899	2044.86510040889	606.389338839014
"atf-2"	5.86110355715841	0.74162503616415	0.523394996542225	0.844026001696697	1.08515500602907	0.521008969729182
"atf-5"	21.8619454196124	47.6513092900885	26.037102364975	35.0998399326282	40.8699580268542	30.1680983726451
"atf-6"	7.29334968920108	4.22431784000394	5.40355761755945	5.31478113329016	4.85560182148903	5.20424464289633
"atf-7"	91.1175177241973	65.3478128221744	88.4788097525939	83.5468380010896	80.9733178950046	81.27720862984
"atgp-1"	10.6342349387883	12.3043105092874	7.39990709070358	9.60557466216668	9.20428224045333	8.1619642837182
"atgp-2"	5.55000555035407	2.91400288918262	5.85229477317698	5.94037783940639	5.14380171904561	6.36996869723624
"atl-1"	26.2517311074781	16.7128412109617	29.4483934026332	22.8160231186981	21.7913807676144	22.5000214762308
"atm-1"	11.1644699399727	4.0057825060449	10.8907888453128	10.5394194385713	9.06682272950564	9.57250641166543
"atn-1"	23.5229735500615	26.3266488354051	20.2338785565411	24.5641208811728	20.7484356169204	32.8411280473125
"atp-2"	1125.02498726281	836.791393281054	1215.0256180777	1119.07806147046	1154.23411355431	1047.09659348039
"atp-3"	311.894351145066	352.060257496029	348.285444308505	360.804339590145	355.814290066921	371.71044356426
"atx-2"	112.505972171311	37.3019394680332	115.235225599252	94.1400933919899	87.3756994422489	73.8030068566014
"avr-14"	0.532203722221278	0.464175456353629	0.511855510547508	0.660333954841666	0.773518891271243	1.0469338088815
"avr-15"	1.01252028398226	1.33580982776323	0.981598169611107	1.35679179834359	1.13901275185226	2.57518657705816
"baf-1"	198.765981910994	286.120359689746	212.060752224034	210.569248064962	227.058469817854	203.84201725407
"bag-1"	82.179083545337	108.697555834295	88.2647354589872	82.5768200739492	82.8118057832043	92.8768189698204
"bam-2"	5.28828577838635	3.3242734119175	4.77376495075833	3.83214042650074	4.029213325335	3.43001687888225
"bar-1"	3.41233398483742	2.16555931297549	3.01868367146351	2.4380531177483	3.28885279267473	3.42356466646484
"bas-1"	10.8089546610486	17.9908004462579	11.3151922021917	11.3082693923879	17.9820623638624	10.9743579877451
"pah-1"	9.39646895931561	29.6559130229431	22.3894824678698	19.3487775474023	27.0984470487934	32.3826953996197
"bbs-1"	0.15586164246397	0.0187501828517539	0.0959375664584302	0.0221012540829906	0.0884032825825317	0.100526538000735
"bbs-2"	0.358744482411389	0.095399737231593	0.0203385097253345	0.0187416290699333	0.0562237845589522	0.0340981752405498
"bbs-8"	0.14992405608439	0.231460590536652	0.107663269025572	0.29763022165094	0.372030480868154	0.225626229734983
"bca-1"	7.14962974832261	14.1244190656585	11.0593912728429	10.5946681795056	12.6460860681464	20.2854262836988
"bcc-1"	0.353298663292252	0.350015572884395	0.559655246941049	0.577599506024928	0.433191133851343	1.0133427068934
"bec-1"	32.2303029782319	34.2296877404458	30.7874609925316	31.7377485233511	30.1486813507132	26.7618059727457
"ben-1"	21.6408057947112	13.3676664670402	19.5289803173227	19.2207166297738	18.7345508786982	21.4238172771018
"bir-1"	83.9495389175186	103.248791273586	84.1781503813825	81.9821658155977	84.5985503002727	80.1581948242601
"bir-2"	56.0707353430557	29.3987601162031	51.536829058771	50.4966447178898	40.4615219537296	44.4950485467023
"bli-1"	0.0799906820294251	0	0.172328415008169	0.0529326759254403	0.436686012176598	0.240761842650122
"bli-2"	0.0846944618117963	0.285285239980304	0.182462031747996	0.126102001740116	1.17692893452046	0.0382379437905669
"bli-3"	4.16101965181451	3.15668699378785	3.52451715154659	3.42973822021507	3.50244912168668	4.40276048293669
"bli-4"	33.0007708128813	24.778061150458	33.69466620639	31.1965394853773	31.0362320434835	32.3519585515292
"bli-5"	0.309625768000371	0.260736238351564	0.400226500073321	0.184401332979387	0.368795433208431	0.950573115709558
"bli-6"	1.46186946181993	1.51242310691904	2.69947492718076	4.02149925588477	6.50889691747628	16.3304427451293
"bmk-1"	55.169847873525	35.7817031097796	56.6300878657667	49.1622390385339	49.2998744872794	42.074646599668
"bpl-1"	15.2919109935301	12.5483205550989	15.8641977315068	13.7137074633057	13.0670863488469	12.0342394537947
"bra-1"	6.67937518831145	7.65125995990279	6.03099932869107	4.58247910231534	6.58109092018494	4.74515301777124
"F23H11.5"	351.301396373221	469.872775133353	368.808719817565	390.101019917893	399.682050739638	440.339016836045
"brc-1"	37.3326250236079	23.5257566050043	36.8702077310354	34.4923097923998	33.6024605464776	29.7971833695448
"brd-1"	35.1425246680421	23.6292216006105	36.1871460482961	31.4058520230518	29.6957156114706	28.3599295367024
"bre-1"	6.01779483713204	10.4572057233548	7.15430790286506	7.49157558618565	8.73001153833713	8.17802090348889
"bre-2"	2.67470147005015	3.88533718557683	2.52098851767624	2.75447687525548	2.98672357880068	5.0416339925993
"bre-3"	48.5302261035263	36.6601789385793	46.937454389787	43.7720599316982	44.8109924890669	45.4944815167326
"bre-4"	14.9997445482473	16.2546252982974	14.1940468190339	12.8719867538478	17.1425401715835	19.3180231215611
"bre-5"	23.0629199277807	21.2389056718218	22.8192751912712	23.0113543680545	21.0272045407427	25.1198609524216
"brf-1"	44.813886830598	36.0097005417876	44.4265480050151	43.2072268180167	42.0140224973549	38.1451932607633
"bro-1"	1.81011987446371	0.240679604632213	0.0513110897529898	0.236411965358188	0.236407328979764	0.0860247163538061
"brp-1"	87.9548949434524	71.2288833994701	78.4448355218172	80.2394989450846	86.7411740919687	182.333870225679
"btf-1"	23.1963280189068	12.3152952518795	24.9160915685003	21.9530775280514	20.3126933378756	20.2954767156023
"bub-1"	108.607052457175	72.4567443185018	109.834202855686	96.9859473252722	94.8648566411244	101.029118162175
"byn-1"	77.5562034080315	77.4191451065456	82.8351066162629	81.1342269289344	80.7256158582435	71.73355075962
"cab-1"	18.8189147603302	26.5642775819981	18.0693254055148	20.0523475787716	23.6724460762541	22.5122486370284
"cah-1"	1.35868675826479	2.09103601677998	2.11962060894094	2.09271249598317	2.09267145488337	2.96134426527165
"cah-2"	0.427996887987157	0.420486154002689	0.268933499631906	0.283220745143633	0.1770094942361	0.644108268525577
"cah-3"	23.8171021318508	41.0123617580435	35.7554202403466	33.0266202205582	39.7411227007382	27.1146321584015
"cah-4"	14.3296315800172	42.5949439137012	33.958242369026	28.8906130223628	44.1478331085964	57.9739521917043
"cah-5"	15.9790735485728	23.9767404664152	22.6544340165242	19.437354072071	23.3632413989008	16.1259678183456
"cah-6"	0.573107606343459	0.321743078025477	0.445855899858133	0.758491324922665	0.252825483272546	0.344996291666307
"cal-1"	2.52290544126936	5.60517400838186	1.9081150348973	2.87721677839697	2.55747586848058	3.78065659824774
"cal-2"	3.24377571606671	8.05347349819399	2.95193236637849	4.94070063624091	3.99689291487672	5.20151149780399
"cal-3"	0.201548848981374	0.169724532511867	0.162827998260962	0.0500145124826168	0.100027063252287	0.818959357457874
"cal-4"	0.386332332586358	0.542218217186797	0.194202732103088	0.511299657447366	0.30677377807573	0.953505422948742
"cam-1"	28.142217795448	19.3294016699378	23.9034086018493	23.5413546968774	22.0893098015467	21.3694228317837
"cap-1"	110.610709360453	97.2754758042015	109.341879820031	105.256280864634	99.6485260529182	86.8264667102236
"cap-2"	114.077928198689	114.998338725525	111.558372294247	110.642263290275	111.14499194622	109.101563388351
"cas-1"	17.9892030309694	15.085872098684	15.8971923513027	17.5915282118045	16.8820320280151	18.1500451114614
"cat-1"	0.290213494144548	0.263188303289039	0.0721411402953478	0.288066868133943	0.199426997581362	0.322525268837467
