wormbase_gene,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
WBGene00003741,96,75,98,118
WBGene00003768,17,34,18,45
WBGene00003769,329,368,231,520
WBGene00003770,0,2,0,0
WBGene00003771,298,332,212,486
WBGene00015046,13,26,24,46
WBGene00007881,51,37,46,41
WBGene00007185,626,751,609,904
WBGene00018590,46,39,36,34
WBGene00007219,109,110,106,110
WBGene00008295,18,27,10,44
WBGene00003742,20,15,15,20
WBGene00022276,3251,3131,3223,3409
WBGene00007316,6,6,8,19
WBGene00013588,37,36,34,48
WBGene00012145,1,3,5,6
WBGene00018117,148,128,134,148
WBGene00003743,38,35,26,22
WBGene00003744,221,220,173,215
WBGene00003745,65,47,48,52
WBGene00003746,185,150,154,142
WBGene00003747,394,358,308,376
WBGene00003772,1526,1255,1200,1337
WBGene00003773,934,931,747,907
WBGene00017437,218,207,192,207
WBGene00003774,27,32,20,28
WBGene00003775,27,16,29,14
WBGene00020549,12494,12335,13261,13865
WBGene00003776,16068,14330,12543,14248
WBGene00003777,33816,32576,29490,35763
WBGene00003778,1088,869,893,916
WBGene00016422,31992,28089,28630,30975
WBGene00009926,12386,11248,12042,12946
WBGene00003779,525,439,474,562
WBGene00017989,4719,4384,3894,4647
WBGene00021789,1339,1339,1375,1399
WBGene00010709,1125,1038,925,1116
WBGene00003783,936,1040,954,1097
WBGene00003784,2046,2062,2005,2280
WBGene00003785,16207,16094,14545,17266
WBGene00003786,56948,49912,43378,55174
WBGene00019120,890,741,751,930
WBGene00019121,1021,1051,949,1092
WBGene00003787,15261,14184,13093,14799
WBGene00003796,22088,21426,21147,23661
WBGene00003797,5028,5157,5325,5686
WBGene00003798,12327,12138,11553,13278
WBGene00003799,8717,8327,8125,8778
WBGene00003800,11195,10494,9524,11329
WBGene00003801,7341,6910,6521,7376
WBGene00003802,7342,7136,7344,7930
WBGene00003804,3653,3593,3501,3826
WBGene00003805,5834,5702,5860,6386
WBGene00003788,6254,5739,5402,5946
WBGene00003806,4110,3921,3894,4119
WBGene00019940,64190,60090,53378,65019
WBGene00007118,5961,5612,5842,6146
WBGene00003789,13034,12713,12170,14160
WBGene00003790,3277,3219,2975,3376
WBGene00003791,4788,4741,4228,4776
WBGene00003792,17914,16938,16357,18358
WBGene00003793,15576,15141,15344,17296
WBGene00003794,11547,10814,11495,12385
WBGene00003795,43751,43488,43373,49413
WBGene00003807,9,6,9,9
WBGene00003808,52,63,42,26
WBGene00007006,19,24,27,28
WBGene00013974,10,6,6,1
WBGene00017004,6527,6163,5595,6457
WBGene00019862,4187,3760,3897,4380
WBGene00003812,2235,2104,2255,2281
WBGene00003813,2590,2322,2197,2438
WBGene00007799,1210,844,918,966
WBGene00003818,9107,8437,8277,9016
WBGene00010377,0,0,0,0
WBGene00044275,0,0,0,0
WBGene00044271,0,0,0,0
WBGene00013888,0,0,0,0
WBGene00044272,0,0,0,0
WBGene00013887,0,0,0,2
WBGene00044273,0,0,0,0
WBGene00044274,0,0,0,0
WBGene00012294,1,0,0,1
WBGene00043187,0,0,0,0
WBGene00018170,0,0,0,0
WBGene00007246,0,0,0,1
WBGene00009398,3,2,3,3
WBGene00017305,18,18,26,10
WBGene00018169,0,0,0,0
WBGene00018162,0,0,0,0
WBGene00018167,0,0,0,0
WBGene00018166,0,0,0,0
WBGene00019152,4,8,6,2
WBGene00007243,1,0,0,0
WBGene00007250,0,0,0,1
WBGene00007251,0,1,2,0
WBGene00023477,154,162,170,172
WBGene00009640,578,505,475,461
WBGene00023493,3,6,7,7
WBGene00009637,185,190,224,154
WBGene00009638,557,552,549,563
WBGene00009639,0,2,3,0
WBGene00008357,39,28,44,23
WBGene00008359,420,333,407,302
WBGene00008358,175,181,190,200
WBGene00008360,111,106,131,88
WBGene00044337,0,0,0,0
WBGene00008356,309,273,284,205
WBGene00044338,5,3,7,3
WBGene00044339,93,91,85,115
WBGene00044340,9,13,9,6
WBGene00044357,0,0,0,0
WBGene00015392,184,174,206,134
WBGene00009634,401,423,353,364
WBGene00022754,0,5,0,2
WBGene00020860,1,1,1,2
WBGene00010633,0,2,0,1
WBGene00016058,0,0,0,0
WBGene00020715,1,0,0,0
WBGene00017386,1,5,0,1
WBGene00043147,0,0,0,0
WBGene00012781,11,7,9,17
WBGene00021280,0,0,0,0
WBGene00017808,0,0,0,0
WBGene00003821,7277,6673,6224,7353
WBGene00003822,4782,4172,3800,4410
WBGene00021415,1182,1094,1166,1215
WBGene00011201,354,337,329,404
WBGene00003825,15989,15587,15973,16557
WBGene00003826,9071,9259,8887,9909
WBGene00003827,15095,14804,13568,16171
WBGene00016380,1755,1632,1381,1779
WBGene00003828,4987,4150,4126,4769
WBGene00009674,5031,4562,3531,4718
WBGene00003829,3613,3307,2848,3499
WBGene00011230,2809,2687,2300,2886
WBGene00003830,12291,12091,11531,13557
WBGene00017270,2,5,3,5
WBGene00017267,2,5,3,5
WBGene00003831,10216,9459,9754,9919
WBGene00020417,4926,4747,5044,5643
WBGene00013308,8286,8254,8652,9130
WBGene00019401,16962,14948,14691,15840
WBGene00021562,14542,15024,15292,15433
WBGene00009180,48462,46409,46006,51184
WBGene00003834,8265,7860,8007,8883
WBGene00003835,1677,1513,1491,1630
WBGene00003836,2661,2590,2427,2830
WBGene00007177,2,3,2,1
WBGene00016773,1,3,1,0
WBGene00016776,0,0,0,0
WBGene00017061,5,4,5,0
WBGene00008475,2,3,0,0
WBGene00008602,142,121,144,123
WBGene00008676,1,0,0,0
WBGene00008786,7,1,1,1
WBGene00008906,63,42,49,47
WBGene00009230,1,4,1,2
WBGene00009413,3,1,0,2
WBGene00044088,0,1,1,2
WBGene00009488,42,42,69,46
WBGene00018141,0,0,0,0
WBGene00018142,7,7,7,6
WBGene00018143,0,1,0,1
WBGene00018211,7,5,6,5
WBGene00009615,0,0,0,0
WBGene00009607,0,5,2,2
WBGene00009609,0,1,0,0
WBGene00009610,0,0,0,0
WBGene00018295,7,3,8,3
WBGene00007361,13,12,8,11
WBGene00018573,4,5,6,3
WBGene00018707,70,64,55,61
WBGene00018708,19,16,15,9
WBGene00009972,18,16,22,21
WBGene00010157,9,9,6,6
WBGene00010171,0,0,0,0
WBGene00010172,2,1,1,1
WBGene00010391,4,0,4,3
WBGene00010392,0,2,0,2
WBGene00006419,3,7,4,9
WBGene00015873,0,1,0,1
WBGene00019849,22,12,10,18
WBGene00019851,0,0,0,0
WBGene00011515,2,1,1,1
WBGene00011653,0,0,0,1
WBGene00011654,1,0,0,0
WBGene00011656,0,0,1,1
WBGene00011768,1155,928,991,1012
WBGene00011960,32,20,21,25
WBGene00012068,24,13,17,12
WBGene00007829,5,3,4,3
WBGene00020864,1,2,4,1
WBGene00020976,258,172,234,219
WBGene00020977,44,32,24,28
WBGene00012308,4,12,8,6
WBGene00012323,38,36,35,33
WBGene00021479,16,12,22,18
WBGene00013450,15,6,13,7
WBGene00019579,27,15,12,26
WBGene00019580,59,62,48,45
WBGene00007833,113,89,98,92
WBGene00007835,38,28,30,36
WBGene00008077,26,22,24,25
WBGene00016753,2,4,12,2
WBGene00003837,282,236,239,215
WBGene00012930,6063,5847,5818,6165
WBGene00008832,974,802,867,907
WBGene00014215,2242,2169,1887,2150
WBGene00016331,9080,8315,7552,8995
WBGene00011363,1,1,1,2
WBGene00003838,16,9,8,6
WBGene00003839,38,25,30,32
WBGene00003840,14,9,12,3
WBGene00003841,13,13,10,16
WBGene00007620,5673,5242,4885,5509
WBGene00003842,178,138,142,127
WBGene00003843,360,282,281,322
WBGene00003844,1494,1465,1476,1614
WBGene00003845,65,70,58,70
WBGene00003846,177,152,145,192
WBGene00003848,42,22,19,26
WBGene00003856,25,18,13,17
WBGene00003849,248,244,250,253
WBGene00003850,59,52,46,55
WBGene00003851,6306,5770,6027,6782
WBGene00003854,12,6,7,6
WBGene00020596,2284,1981,2022,2228
WBGene00003858,17513,15830,15383,17599
WBGene00003859,19,16,23,20
WBGene00003860,123,98,122,144
WBGene00003861,139,116,146,128
WBGene00043050,179,155,202,218
WBGene00003862,16,11,12,12
WBGene00003863,0,0,0,0
WBGene00007260,611,378,473,452
WBGene00003864,8479,8428,9801,10591
WBGene00003865,14356,14278,15191,16628
WBGene00003868,5017,4853,4656,5423
WBGene00003870,6248,5836,5347,6035
WBGene00005744,6,8,3,6
WBGene00003879,66,43,31,46
WBGene00003882,2383,2191,2102,2294
WBGene00003883,667,605,549,619
WBGene00003890,82,44,57,49
WBGene00003891,9761,9909,10083,10783
WBGene00003892,154,116,109,149
WBGene00003884,137,127,179,188
WBGene00003885,205,158,163,165
WBGene00003886,65,56,74,47
WBGene00003887,642,585,514,494
WBGene00003889,40,21,59,25
WBGene00016329,376,252,246,271
WBGene00003893,8790,7894,7943,8131
WBGene00011557,2,0,0,2
WBGene00015035,54,40,52,43
WBGene00017034,8,6,2,8
WBGene00017449,133,113,98,93
WBGene00018477,4,0,1,2
WBGene00018478,3,9,8,5
WBGene00018479,12,12,8,12
WBGene00018480,24,10,20,21
WBGene00010403,11,12,19,10
WBGene00007718,3260,3109,2981,3343
WBGene00003898,3142,3008,2963,3265
WBGene00003901,14243,13740,14100,15015
WBGene00003902,186204,180141,176296,188974
WBGene00003903,14713,14079,13595,14564
WBGene00003904,4661,4394,3845,4496
WBGene00015418,11747,10647,10243,12063
WBGene00003905,6129,5818,5966,6414
WBGene00010757,286,287,279,294
WBGene00003906,3,2,0,0
WBGene00003907,363,341,371,363
WBGene00003909,96,68,92,73
WBGene00000240,2250,2092,2038,2237
WBGene00003911,8534,7795,7366,8568
WBGene00006443,7921,7084,6319,8021
WBGene00003912,8214,8043,8030,8694
WBGene00003914,39900,37946,38296,42855
WBGene00003915,3444,3015,2864,3213
WBGene00012528,7943,6951,6581,7299
WBGene00003916,29271,26690,25732,28741
WBGene00003917,2665,2700,2990,3147
WBGene00003918,35092,33935,31031,36074
WBGene00003919,3281,3143,2703,3161
WBGene00003920,23335,23986,23673,25953
WBGene00003921,4140,4048,4090,4386
WBGene00003922,4436,4370,4457,4554
WBGene00003923,5590,5758,5571,6145
WBGene00003924,5892,6032,6079,6354
WBGene00003925,4974,4864,4945,5493
WBGene00003926,6146,6203,5586,6439
WBGene00003927,5185,5142,5262,5591
WBGene00003928,5356,5101,4854,5645
WBGene00011908,2686,2613,2224,2624
WBGene00003934,11357,9943,10258,11035
WBGene00003929,4231,3327,3201,3513
WBGene00003930,11211,9839,9175,10337
WBGene00003931,1183,1092,1274,1098
WBGene00003932,1787,1447,1446,1576
WBGene00009661,18074,16933,15160,18521
WBGene00003937,61,42,37,37
WBGene00003938,2,2,4,3
WBGene00003939,186,189,174,210
WBGene00003943,529,431,461,482
WBGene00012857,339,275,284,262
WBGene00017375,50,39,44,35
WBGene00007042,30526,28563,25193,30738
WBGene00003947,5061,5582,5884,6110
WBGene00003948,4711,5232,5186,5590
WBGene00003949,5207,5206,5516,5932
WBGene00003950,5236,4989,4733,5647
WBGene00003951,5774,5946,6096,6659
WBGene00003952,4613,4544,4538,5174
WBGene00003953,6404,6232,6576,6899
WBGene00021636,2656,2429,2259,2645
WBGene00020397,319,371,298,425
WBGene00017864,9478,8977,9417,9908
WBGene00018701,22094,21304,24003,24015
WBGene00008641,2680,2464,2361,2666
WBGene00003954,1068,925,970,1072
WBGene00003955,16392,17196,16684,18802
WBGene00003956,2535,2114,1984,2246
WBGene00003957,615,509,505,470
WBGene00003958,708,600,603,554
WBGene00003959,270,308,314,308
WBGene00022801,4260,3873,3884,4254
WBGene00003960,1032,1014,939,1057
WBGene00003961,12857,11198,11063,11918
WBGene00019803,4364,3889,3724,5279
WBGene00011116,2446,2298,2235,2455
WBGene00011433,270,229,268,243
WBGene00011146,15430,14823,14247,16272
WBGene00008443,562,463,511,560
WBGene00020114,5325,4112,4606,4314
WBGene00016328,58,43,46,41
WBGene00022389,1681,1594,1616,1544
WBGene00020317,998,956,1000,1046
WBGene00015735,1314,1038,1098,1035
WBGene00022719,2841,2830,2515,2920
WBGene00003962,14645,14585,14937,15697
WBGene00003963,111247,108079,106425,113802
WBGene00003964,28218,26374,27187,28467
WBGene00003965,2784,2592,2620,2796
WBGene00003966,99,64,76,69
WBGene00003967,2413,2419,2312,2581
WBGene00003968,730,624,619,662
WBGene00003969,325,278,240,234
WBGene00003970,1860,1701,1527,1768
WBGene00003975,514,467,508,493
WBGene00003976,104,90,104,135
WBGene00003983,471,448,374,450
WBGene00003977,0,0,0,0
WBGene00010158,0,0,0,0
WBGene00003987,369,360,319,353
WBGene00003978,988,882,976,1005
WBGene00003980,1063,884,907,1004
WBGene00003981,141,158,133,140
WBGene00003982,7781,7389,7261,7994
WBGene00007443,1879,1709,1386,1853
WBGene00019220,1366,1399,1194,1425
WBGene00006889,1971,1901,1724,2007
WBGene00007107,1379,1280,1167,1458
WBGene00020112,1739,1623,1539,1728
WBGene00009004,1535,1463,1427,1683
WBGene00003989,7340,7437,7098,8256
WBGene00003990,1510,1455,1772,1625
WBGene00003991,360,290,279,324
WBGene00020185,5249,5142,5620,5871
WBGene00003992,27761,27421,25325,30574
WBGene00003993,1449,1334,1277,1406
WBGene00003994,13984,13780,13794,15514
WBGene00003995,1307,1225,1215,1434
WBGene00004004,403,311,299,306
WBGene00004005,422,378,379,390
WBGene00004006,103,102,103,82
WBGene00004007,126,102,131,129
WBGene00004008,567,518,540,498
WBGene00003996,2149,2039,1826,2061
WBGene00003997,919,797,729,834
WBGene00003998,483,423,425,448
WBGene00003999,390,302,332,334
WBGene00004000,405,351,331,325
WBGene00004001,5,10,11,10
WBGene00004002,54,57,52,49
WBGene00004003,413,381,449,521
WBGene00004010,1348,1276,956,1300
WBGene00004011,80,53,43,57
WBGene00004013,4818,4340,4331,4691
WBGene00016732,51,47,65,47
WBGene00016733,260,159,211,170
WBGene00016782,261,284,231,250
WBGene00020237,180,112,191,114
WBGene00020242,263,224,281,180
WBGene00011683,157,138,134,190
WBGene00004014,5341,5327,5502,5710
WBGene00004015,5460,5518,5309,5770
WBGene00004016,766,779,717,909
WBGene00004017,179,131,177,144
WBGene00004020,1244,1165,1099,1352
WBGene00004023,217,212,193,184
WBGene00004024,284,248,292,293
WBGene00004025,1509,1265,1185,1271
WBGene00004026,677,632,556,595
WBGene00012815,12,13,10,9
WBGene00004027,3178,3252,3085,3771
WBGene00004028,1715,1774,1834,1980
WBGene00021012,6588,6592,6618,7045
WBGene00004029,976,882,710,772
WBGene00004030,131,146,105,116
WBGene00017137,2682,2368,2326,2633
WBGene00011967,3201,2989,2664,3338
WBGene00004031,7293,7176,7132,8084
WBGene00012897,1767,1843,1915,2107
WBGene00010776,1681,1519,1385,1659
WBGene00004032,5571,4747,4217,5024
WBGene00004033,5258,4353,4336,4379
WBGene00004034,4639,4358,4142,4696
WBGene00004035,0,0,3,0
WBGene00004036,5202,4236,4456,4513
WBGene00004037,443,402,408,451
WBGene00004038,815,705,709,688
WBGene00004039,2407,2136,1987,2174
WBGene00004040,5452,5064,4470,5139
WBGene00004042,26595,26319,24884,27858
WBGene00004043,4061,4150,3904,4467
WBGene00004044,10875,10259,9810,11340
WBGene00004045,361,293,338,289
WBGene00004046,6314,6026,5857,6463
WBGene00022425,966,898,813,947
WBGene00004047,5520,5225,5281,5606
WBGene00004048,1977,1578,1607,1592
WBGene00004055,835,742,712,797
WBGene00004056,762,570,552,618
WBGene00004057,952,788,820,853
WBGene00004058,743,675,590,564
WBGene00004059,1469,1270,1167,1293
WBGene00004060,4613,4175,4157,4533
WBGene00004061,483,473,429,503
WBGene00004062,11926,11845,11797,11637
WBGene00004063,8506,8488,7757,8463
WBGene00004064,4118,3672,3253,3983
WBGene00022781,30555,26462,26097,31106
WBGene00018811,8870,8887,7947,8422
WBGene00021395,1545,1316,1390,1415
WBGene00013336,24,20,14,13
WBGene00010160,1185,1089,1173,1270
WBGene00004068,12522,10671,9466,12076
WBGene00004075,18808,19401,20265,21792
WBGene00004076,39844,38158,40050,45239
WBGene00018721,2658,2543,2399,2721
WBGene00017696,6522,5809,5091,6503
WBGene00020964,3775,3616,3189,3939
WBGene00004077,3277,3042,2570,3163
WBGene00004078,24930,24946,24869,28659
WBGene00008878,28007,27097,24798,28477
WBGene00017064,3157,3005,2668,2960
WBGene00022193,2298,2254,2059,2433
WBGene00021425,1232,1233,1155,1275
WBGene00004083,387,327,320,316
WBGene00004084,0,0,1,0
WBGene00004085,1983,1923,1904,1981
WBGene00004086,4210,4365,4258,4778
WBGene00012665,2184,1944,1928,2198
WBGene00007922,2456,2386,2246,2478
WBGene00004087,3428,3264,2970,3341
WBGene00004088,1745,1791,1900,1901
WBGene00004089,2300,2131,2023,2279
WBGene00004091,3166,2796,2663,3195
WBGene00004092,474,348,350,421
WBGene00012348,4833,4320,4346,4996
WBGene00007554,11521,10584,10351,11257
WBGene00004093,3754,3743,3625,4404
WBGene00004094,3082,2959,2888,3485
WBGene00004095,58997,57563,55128,65670
WBGene00004096,770,659,634,788
WBGene00004097,3,2,7,4
WBGene00004102,41,18,26,37
WBGene00004103,8,5,6,5
WBGene00004104,2341,1832,2154,2148
WBGene00004106,1418,1455,1177,1413
WBGene00004107,1,0,1,1
WBGene00004108,450,423,354,476
WBGene00004098,0,0,0,1
WBGene00004110,11797,11983,10884,13224
WBGene00004111,3918,3613,3208,3895
WBGene00004112,11262,10505,9814,11142
WBGene00004113,819,772,608,779
WBGene00004114,201,121,160,186
WBGene00004115,264,195,249,258
WBGene00004116,3292,3267,3161,3324
WBGene00004118,74,43,33,42
WBGene00004119,655,408,390,483
WBGene00004120,2143,1575,1864,1944
WBGene00004122,850,682,737,655
WBGene00004123,450,386,404,382
WBGene00004124,66,60,57,55
WBGene00004126,1599,1595,1517,1736
WBGene00004128,3792,3987,4148,4173
WBGene00004129,602,579,689,653
WBGene00004131,5539,5107,4498,5388
WBGene00004135,297,253,283,285
WBGene00004136,5416,5231,4767,5722
WBGene00019713,14606,13755,12607,15046
WBGene00004138,9280,8670,8955,9836
WBGene00004139,40,50,43,54
WBGene00004141,0,0,0,0
WBGene00004143,36169,36761,35301,41122
WBGene00004144,41,39,20,35
WBGene00004145,305,297,262,287
WBGene00004146,30,24,26,21
WBGene00004148,9223,8839,8165,9736
WBGene00004150,91,73,71,65
WBGene00004151,308,294,308,332
WBGene00004152,10400,9847,8555,10588
WBGene00004153,129,73,117,56
WBGene00004154,280,202,221,158
WBGene00004155,1952,1541,1590,1593
WBGene00004156,320,236,318,254
WBGene00004157,1168,1171,1141,1222
WBGene00004158,0,0,0,0
WBGene00004159,0,0,0,0
WBGene00004160,0,0,0,0
WBGene00004100,76,35,51,56
WBGene00004161,3079,2823,2497,3053
WBGene00004163,1029,1021,1027,1140
WBGene00004164,9319,9043,8926,9262
WBGene00004165,2,8,1,2
WBGene00004166,12040,11668,11068,12720
WBGene00004167,50738,48754,42759,52599
WBGene00004168,94,84,70,86
WBGene00004169,1356,1059,1176,1111
WBGene00004170,0,0,0,0
WBGene00004171,0,0,1,0
WBGene00004172,696,624,518,639
WBGene00004173,202,159,180,178
WBGene00004175,869,887,885,1023
WBGene00004176,1,0,0,0
WBGene00004177,0,1,0,1
WBGene00017070,3325,3131,3017,3685
WBGene00006434,24909,25734,27015,29683
WBGene00011110,2878,2793,3013,3188
WBGene00021401,842,772,791,806
WBGene00004178,10655,10164,9758,11550
WBGene00004179,5742,5709,5567,6394
WBGene00004180,2348,2165,1958,2366
WBGene00004181,4863,4845,4657,5067
WBGene00004182,2052,1851,1632,1845
WBGene00004183,211,160,149,151
WBGene00022727,1619,1327,1311,1318
WBGene00016408,3242,2918,2772,3275
WBGene00004185,1314,1212,1166,1368
WBGene00007413,3460,3029,2602,3412
WBGene00012676,1695,1494,1293,1504
WBGene00009173,2732,2519,2377,2682
WBGene00018625,4432,3965,3523,4320
WBGene00004188,3578,3398,3450,3731
WBGene00007972,2041,1911,1756,1915
WBGene00004187,36432,33568,32457,37807
WBGene00004186,6011,5658,4273,5836
WBGene00004191,1217,1117,1160,1115
WBGene00004196,197,216,197,198
WBGene00004197,274,227,270,264
WBGene00004198,320,251,272,346
WBGene00004199,1506,1476,1298,1532
WBGene00004201,3010,2948,2554,3086
WBGene00004192,806,720,693,701
WBGene00004193,746,699,575,746
WBGene00004194,1108,880,948,959
WBGene00004195,344,326,268,326
WBGene00004202,516,439,467,447
WBGene00009560,600,461,508,480
WBGene00015159,3842,3490,3708,3862
WBGene00011275,16024,15163,13870,17348
WBGene00004205,3078,2869,2720,3032
WBGene00013920,1622,1517,1423,1664
WBGene00012095,1804,1856,1798,1914
WBGene00004206,3604,3568,3152,3729
WBGene00018827,2174,1921,1697,1880
WBGene00013041,123,135,117,123
WBGene00004207,1095,953,1062,1007
WBGene00004208,22139,21640,20499,23766
WBGene00004209,583,497,554,607
WBGene00004210,6108,5329,6519,5856
WBGene00004211,33,24,36,30
WBGene00004212,1451,1010,1111,1145
WBGene00004213,2910,2409,2563,2610
WBGene00004214,4774,4375,4152,4720
WBGene00004215,22783,20781,19968,22188
WBGene00015010,464,452,310,574
WBGene00004216,794,616,621,629
WBGene00004224,378,307,328,333
WBGene00004225,414,351,450,381
WBGene00004226,252,196,230,161
WBGene00004227,1076,956,905,968
WBGene00004228,531,422,440,444
WBGene00004229,293,255,272,261
WBGene00004230,274,183,248,239
WBGene00004231,86,75,68,58
WBGene00004232,710,523,601,528
WBGene00004233,276,236,259,269
WBGene00004217,10571,10162,10068,11459
WBGene00004234,363,316,364,341
WBGene00004235,1660,1627,1608,1661
WBGene00004236,159,162,166,162
WBGene00004237,1488,1240,1339,1371
WBGene00004238,1418,1416,1347,1464
WBGene00004218,96,74,80,87
WBGene00004219,2714,2237,2595,2357
WBGene00004220,580,514,522,526
WBGene00004221,380,311,351,370
WBGene00004222,404,332,339,303
WBGene00004223,35,19,32,26
WBGene00022257,9212,10111,10379,11177
WBGene00014165,6083,5396,5005,5951
WBGene00004239,11118,11803,12547,13655
WBGene00004240,9,10,5,8
WBGene00004241,35306,34470,34745,39198
WBGene00004242,1894,1863,1991,2248
WBGene00004243,1421,1469,1461,1648
WBGene00004244,4141,3951,3851,4332
WBGene00004245,2674,2464,2379,2666
WBGene00019628,15891,14935,14046,16480
WBGene00019082,371,315,304,416
WBGene00004248,1945,1783,1837,2070
WBGene00004249,474,443,482,459
WBGene00007982,970,857,841,951
WBGene00004254,14205,13222,12475,14683
WBGene00016197,2956,2215,2428,2681
WBGene00004256,1006,895,835,896
WBGene00004257,1019,934,913,1004
WBGene00004258,16526,14620,15152,17379
WBGene00008149,35004,31569,30509,33666
WBGene00004259,8236,7453,7478,8255
WBGene00011505,870,764,816,851
WBGene00011398,2141,1953,2036,2108
WBGene00004264,1463,1071,1018,1138
WBGene00004265,271,172,233,198
WBGene00019804,46,42,41,42
WBGene00019805,160,169,128,207
WBGene00019806,460,439,420,446
WBGene00019808,1007,968,958,1147
WBGene00010968,32,13,18,22
WBGene00010969,1,4,3,1
WBGene00010971,33,28,44,32
WBGene00010972,246,242,234,236
WBGene00010975,3148,3216,2848,3265
WBGene00019809,0,0,0,0
WBGene00019810,1,2,1,2
WBGene00019812,10,9,9,8
WBGene00023414,82,81,98,102
WBGene00045190,15,17,13,17
WBGene00019814,162,148,149,160
WBGene00019817,109,88,107,112
WBGene00019818,49,63,63,55
WBGene00019822,3923,3592,3378,3902
WBGene00019824,3006,2814,2443,2924
WBGene00019825,682,655,644,770
WBGene00010976,486,432,488,508
WBGene00010977,107,65,63,75
WBGene00010978,4,0,1,2
